english,lunyoro
"These people were much more beautiful than the people in Thessalonica, because they believed the message with all their heart and prayed from the Scriptures every day","Kandi banu bakaba bali barungi okukira abo aba Sesaronika, baitu bakaikiriza ekigambo nomutima ogurukurahuka muno, nibase'ra omu Byahandikirwe obukyabukya, rundi ebigambo ebi biri biti"
Do you send the lightning bolts on their way Do they report to you Here we are,Nosobora okuimukya iraka ryawe okuhikya omu bicu Amaizi amaingi muno gakusweke
"Jesus said to him, ""Salvation has now come to this house, for this man is the son of Abraham.""","Yesu yamugambira ati Hati okujunwa nubwo kuizire omu nju enu, baitu nauwe mwana wa Iburahimu"
The Day will come when no one will be able to work in it,"Kituhikirire okukora emirimu yogu ayantumire, obuire bunyamusana. Ekiro nikiija omuntu ekyatasobora kuko'ra mu"
"If Christ is in you, then the body is mortal, but the Spirit is life because of righteousness","Kandi Kristo araba ali omulinywe, nananukwo omubiri gufire obwekini: baitu omwoyo mwomezi obwokuhiki'ra"
The meeting lasted only six seconds,Orukurato rumaziremu edakika nkaga zonka
some other people use a big knife(pan ga) to trim their trees,abantu abandi emiti yabo bagijuguza ekipanga
"to undo/reverse wash down (food with drink), abantu abarllkllkira obwingi bagonza kwegonora hanywna y 'okumara kulya, most of the people a re fond of drinking something to wash down the food they have eatening",okuegooorura
and he is the first of all the things that bind together in union with Christ,kandi nuwe wokubanza wa byona nibikwatana hamu habwe
the old woman has asked me to make a nest for her,omukaikund ansabire kwmwliriirra enkoko ye
the play has taken place,omuzaano gukwasireho ebyobuhangwa
"They refuse to give up, because they themselves are slaves of sin; but the person who has been redeemed is slaves of that slave","nibaraganiza okubaha obugabe, baitu bo bonka bali abairu rubale abokujunda; baitu omuntu ekyasingurwa, nikyo aba muiru rubale wakyo"
"No, it is not Beelzebul, but God's Spirit, who gives me the power to drive out demons, which proves that the Kingdom of God has already come upon you","Baitu nyowe ndaba nimbinga emizimu habwa Omwoyo gwa Ruhanga, nukwo obukama obwa Ruhanga bubahikire haihi"
"The people shouted for a man who had not been healed, and they tried to trap him and put him in front of him","Kandi dora, abantu bakaletera ha kitabu omuntu akaba azingamire: nibase'ra okumutahyamu, nokumubyamisa omu maisoge"
I want a document that will be unrolled,ningonza ekihandiko ekirukusoborra kitakahirigwire kyakatana
"to undo/reverse scoop, to dig with stick, decorate with flowers and coloured c lothing",okutimbura
slip,<forpranting) orukoora rw'ebitakuli
My body is clothed with worms and scabs my skin is broken and festering,Omubiri gwange gujwaire enzito nobukama bwecucu Oruhu rwange ruigara kandi rugaruka okucweka
"But now they have lost faith, hope, and love. These three are the things that are more important than these","Kandi hati bunu baikaireho okuikiriza, okunihira, okugonza, nibyo bisatu; baitu ekirukukira hali ebi, kugonza"
"Then Jesus took the children into his house and gave them something to eat. He and all his family were filled with joy, and they believed in God","Kandi yabatembya omu njuye, yabaletera ebyokurya, nasemererwa muno nenjuye yona, aikirize Ruhanga"
From that day on the Jewish authorities made plans to kill Jesus,Nukwo okuruga ha kiro eki bahanura okumuita
"to be suf k up, draw uped",okunyuonyuutibwa
level,tereekereza
When did we ever see you sick or in prison come to see you?,"rundi tukakuroradi orwaire, rundi omunkomo ntuija ntukurora?"
"But each one of you must love his wife as himself, and you must respect your husband as he does",Baitu nomulinywe omuntu wena agonzege mukaziwe nkauwe wenka; kandi nomukazi atinege iba
gormandize,enyioya
If the people of my tent had not told me who can find a man who has not defiled his flesh,Abantu abomu hema yange obubaraba bataragambire ngu Noha asobora okuzora omuntu ataraigusire enyamaye
I am innocent and I do not care about my own life,Mpikirire tinyetaho omutima Ngayire obwomezi bwange
concubine,omuzaaoa
"to cause to be heavy, difficult, burdensome",okuJemeerisa
"a small tree with long fruits, etc",a smarr tree with rong fruits
to commen d,nyumisiza
When he passes me I cannot see him when he goes by I cannot perceive him,Dora andabaho baitu timubano Kandi ahinguraho baitu timwetegereza
"At once Jesus spoke to them and said ""Turn away from your sins and do not be afraid",Ahonaho Yesu yabaza nabo nagamba ati Mugarukemu omu mutima ninyowe onu mutatina
"sloth of a hill = nel Igo, e- cl.7, (pl. bitinisa, e-)",srope of a hirr = ner Igo
to peel off (skin),oyubura
of eyes heave Bitugunda,of eyes hence Bitugunda
"to cause to curse, utter curses",okukoorroomisa
"We heard him say, 'I will destroy this temple that has been made by my hands, and three days later I will build another made without hands.'","Itwe tukamuhu'ra nagamba ati Ndisesa yekaru enu enyakukozirwe nemikono, kandi ebiro bisatu numwo ndyombekeramu endi etarukukorwa nemikono"
He defeated the Jews by means of power and publicly proving from the Scriptures that Jesus is the Messiah,"baitu akasingura Abayudaya namani, kandi omu maiso gabantu, namanyisa omu Byahandikirwe ngu Yesu nuwe Kristo"
Boys and Girls in Bunyoro dance love the audience,Abaana b'engoma eya Bunyoro abaisiki na boojo bagonza abatungwa
You should sleep for seven o'clock every day,Osemerire kubyama haakire esaaha musanju buli kirro
"Jesus went into the house, teaching all the people","Kandi yagendagendaga omu maka ha mbaju zona, nayegesa"
"Then they received it and were placed with him on the right side of the beast, and the other on the left","Nabahura babiribakabambwa ahamu nauwe, ondi ha Mukono ogwoburyo, ondi ha gwemoso"
"For the good that I want is not what I do, but what I don't want is what I am doing","Baitu ekirungi ekindukugonza tikitiri nikyo nkora: baitu ekibi ekintarukugonza, nikyo nkora"
behavior,ogeso
The maternity ward has a lot of noise,Ekisiika kyabazaire kiruumu etoko nyingi
Nor does a woman live apart from a husband; nor does a man live apart for a woman in union with the Lord,"Kandi nomukazi taikaraho hatali musaija, kunu nomusaija taikaraho hatali omukazi omu Mukama waitu"
"We believe in him at all times and in every place, and we are always thankful to him","tubiikirize ebiro byona nomu biikaro byona, Ferikisi Omurungi muno, nokusima kwona"
and he gave four carts and eight oxen to the Merarites as their work required They were all under the direction of Ithamar son of Aaron the priest,Negali ina nemini munana yabiha batabani ba Merali nkokuhereza kwabu okukuli habwomukono gwa Itama mutabani wa Aroni nyakatagara
akookuroorraaho,ekihondo
to be garuka enyed,okunyumibwa
"When Jesus saw her, he called out to her, ""Woman, you are free from your sickness!","Kandi Yesu obuyamuboine, yamweta, yamugambira ati Omukazi, olekerwe endwara yawe"
their plots border each other right on top of the bill,ebibanja byabo nibitaanira hakasozi eruguru
"I did not know him, but the one who sent me to baptize with water said to me, 'You will see the Spirit come down and stay on him, because he is the one that baptizes with the Holy Spirit.'","Nanyowe ntamumanye; baitu ogu ayantumire okubatiza namaizi nuwe yangambire ati Owolirora Omwoyo nasirimika haruwe, namuikaraho, nuwe abatiza Nomwoyo Ogurukwera"
"to be squeeze, crus h, choke, pressed",okumigibwa
"The servant said to himself, 'My master is going to dismiss me from my job. What shall I do? I am not strong enough to dig ditches, and I am ashamed to beg","Omukoto yagamba omu ndaye ati Ndakora nta, baitu omukama wange anyakire obuketo? Tinyina mani gokulima; kandi nkwatwa ensoni okulega"
"Then they placed their hands on them in front of the apostles, and when they had prayed, they placed their hands on them","babata omu maiso gabakwenda: obubamazire okusaba, babataho emikono"
For we cannot stop speaking about the things that we have seen and heard,baitu itwe titurukusobora okuleka okugamba ebitwaboine nebitwahulire
"rectangular ma t, (also om. ogwa kisingirt), om. ogwa kabujeemi, black (or red) and white mat",om. gw'ensonda
But you will be troubled by your terrors and you will be forgotten like a parched water,Baitu oryebwa obujune bwawe Olibuijuka nkamaizi agasesekere
Vajrayana is a Buddhist,Vajarayana nibasisa naba Budda
to undo/reverse wind round and rounding,okuezingiirrura
So go to the street corners and invite to the banquet anyone you find,Kandi mugende omu ntangatangano ezamakute bona abamurarorayo mubete ha bugenyi bwobugole
"The throne was around the throne, and twenty-four elders were seated, dressed in white, and wearing crowns of gold on their heads","Kandi nentebe ezobukama zikaba zehingulirize ekitebe ekyobukama amakumi abiri naina: kandi ha ntebe hakaba haroho abakuru amakumi abiri omu bana baikalire, bajwaire engoye ezirukwera; na ha mitwe yabu ekondo eza zabu"
I collect money for money and for money,Ninkusarraho buroho sente zempabura n'ebidolindo
"Jesus said to him, ""Go in and do the same way.""",Yagamba ati Ogu ayamuganyire. Kandi Yesu yamugambira ati Naiwe nukwo ogende okole oti
mature and straight trees give us good timber,embaaho /orubaaho
"Physical exercise is of no use, but godly devotion is of no use in all things, but it has a promise of the life now and that which is to come","baitu okwemanyiza okwomubiri nukugasa kake; baitu okutina Ruhanga nukugasa omu byona, baitu kunyina omurago ogwobwomezi obwa hati bunu, nogwabu oburukugenda okuija"
experience,obumanyiizi
"and sent them to the Lord to ask him, ""Are you the one John said was going to come, or should we expect someone else?""","Yohana yayeta namberali babiri hali abegeswabe, yabatuma hali Mukama waitu, nagamba ati Niwogu arukuija, nandiki tutegereza ondi?"
All the oath is made in the name of God,Endahiro zoona zikorwa omukutiina Ruhanga
to silence a person when he/she has a point to raise,igaliriza
"to cause to crack, smash, spill",okuatisa
There are many shops near the market,Haliyo amaduuka maingi haihi n'akakale
The sower went out to sow,"dora,omusigi akatura okusiga"
He killed all the elders of Judah in Riblah,Yaita abakuru bona aba Yuda omu Libura
"But Abraham said, ""They have Moses also",Baitu Iburahimu yagamba ati Bayina Musa na
Why did a man give you this life to redeem you?,Baitu omuntu yakuhaireyo ki okucungura obwomezibwe?
All who believed were together and shared their belongings with one another,"Bona abaikirize bakaba bali hamu, nibakoba omuntu bintu byabu byona"
she refrained herself from crying at the funeral of her mother in law,akeegumiza harofu rwa nyinazaara
Their brothers the Levites were appointed over the work of the tent of meeting,Kandi benebabu Abalevi bakatebwaho habwokuhereza kwona okwehema eyenju ya Ruhanga
"because the truth remains in us, and it remains in us forever","habwamazima agaikara omulitwe, kandi garaikaraga naitwe ebiro byona:"
There is nothing left that he has not eaten and his prosperity does not last,Hatasigale kintu ekyataralire Nikyo omugisagwe gutaliikaraho
Go quickly and tell his disciples that he has been raised from death and he is going ahead of them to Galilee where you will see him and see what I have told you,Mugaende bwango mutebeze abegeswabe ngu Ahumbukire omu bafu kandi dora nabebembera okugeda Galiraya nuho mulimurora dora mbagambire
"to undo/reverse ake out of c1,1stody or • be replete, 'satiateding",okuhiiganizura
Life is going well,Kuba mwomezi kigenda n'okuba kurungi
Peter had refused to have his feet washed by Jesus,Perero akaba ayangire kunaabisibwa Yesu
is. /y'elju,is. /y'elrju
"You have made the mountain clean and holy, and have made the river clean",wekonyeze goozi kusemba ekihoya kyawe
We told you to prepare a sacrifice for him in order to go to Jerusalem and present to him the blood of that man,"Tukabaragi'ra kimu okutegesa omu ibara eri: kandi dora, muijuze Yerusalemu okwegesa kwanyu, nimwenda okuleta halitwe esagama eyomuntu ogu"
"At three o'clock Jesus cried out in a loud voice, ""Elo Is the Lion? He is the chief of the dragons! Why are you persecuting me, Lord?","Kandi omu saha eyomwenda Yesu yayamuza iraka likoto ati Eroi Eroi, rama sabakasani? Ekimanisibwa ngu Ruhanga wange Ruhanga wange, kiki ekikundekeseze/"
"I will not be ashamed, but I will be less ashamed of you and of my servants",tindikwatwa ensoni: ndeke okusisana nimbatinisa nebaruha zange
The Israelites went to buy with those who came and hungry in the land of Canaan,Abana ba Isaleri baija okugura hamu nabo abaijaga baituenjara ekaberi omu nsi ya Kanani
"When Jesus saw her, he called out to her, ""Woman, you are free from your sickness!""","Kandi Yesu obuyamuboine, yamweta, yamugambira ati Omukazi, olekerwe endwara yawe"
"When they were set free, they returned to their own group and told them everything the chief priests and the elders had told them","Kandi obubalekirwe baija hali ekitebe kyabu bonka, nibatebeza byona banyakatagara abakuru nabakuru ebibabagambire"
"Respect your father and your mother, which is the first commandment of the covenant",Otinege 'so na nyoko ( nikyo kiragiro kyokubanza ekinyakuroho omurago)
"corner (in a house), side of house",origi
she told them not to believe her son and to go to night,ro enjoin; akabateereerra kutaikirizaaga omwana we weena kugenda ekiro
for we were born only yesterday and know nothing and our days on earth are but a shadow,Baitu itwe tuli ba ijo titumanyire kigambo Baitu ebiri byaitu ebya ha nsi kiituru kyonka
to spin a top,nyega
hippopotamus '''''jubu',hippopotamus ''njubu
privilege,amakiza
So they took them for a census and drove them out of the tribe of Judah and Benjamin the tribe of these towns whose names were given them,Kandi bakaziha habwokutoma nibaziha omu ruganda rwabana ba Yuda nomu ruganda rwabana ba Benyamini embuga zinu ezigambirwe amabara gazo
"But Paul answered, ""What are you doing, crying and cutting my heart? I am ready not only to be tied up but also to be tied up in the name of the Lord Jesus.""","Nubwo Pauro yagarukamu ati Nimugira ki, oku'ra nokusaliza omutima gwange? Baitu nyowe tinye tegekere okubohebwa kwonka, kandi ibara rya Mukama waitu Yesu"
But they turned away and would not follow him and would turn away from all his ways,Baitu bakahunguka nibaleka okumukuratira Bayanga okuta omutima ha mihandaye yona
"to undo/reverse stir up, invite, take to studing",okuemcsura
The Son of Man will die as the Scriptures say he will; but how terrible for that man who will betray the Son of Man! It would have been better for that man if he had never been born!,"Baitu Omwana womuntu nagenda, nkokukyamuhandikirweho: baitu zirimubona omuntu ogu arukugobeza Omwana womuntu! kyakubaire kirungi hali omuntu ogu kakuba atarazairwe"
"""And why worry about clothes? Look how the wild flowers grow: they do not work or make clothes for themselves","Baitu kiki ekibatuntuliza ebyokujwa? Murole ebyakyo ebyomu kisaka, nkokubimera: tibikora mirimo, nobukwakuba okwongosa orugoye:"
He put out Zedekiah's eyes and put him in prison,Yaihamu amaiso ga Zedekiya yamuta omu nju yenkomo
Agnosticism is very bad,Aginosiriki kintu kibii muno
"The next day a large crowd of people standing by the lake saw that there was no other boat, not even one, and Jesus did not go into the boat with his disciples","Obuire obubwakire nyenkya abekitebe abayemerire nseri yenyanja obubaboine ngu busaho bwato bundi, rundi bumu, kandi Yesu tagwerire omu bwato hamu nabegeswabe"
dart,engoobe
rotate,ekur ingura
you will certainly die,you wirr sulery die
"But God said, 'Respect your father and your mother,' and whoever curses your father or your mother will die in the same way","Baitu Ruhanga akagamba ati Otinege 'so na nyoko:kandi Anyakujuma ise rundi nyina, afere kimu"
After I have spoken they have not again spoken my words to them,Hanyuma yebigambo byange batagaruke okubaza Okugamba kwange kwabagwahwo
"He is greater than we are, and he is greater than we who believe, just as he is able to do","kandi nobukuru obukira muno obwamanige halitwe abarukuikiriza okubuli, nkobusobozi obwamanige okubukora"
"When Herod heard this, he said, ""The man John I put on my head is the one who has been raised from death.""","Baitu Herode,obuyahulire yagamba ati Yohana ounacwireho omutwe,nuwe ahumbukire"
give birth to twins,abaana ab 'omubyaro babasirikiirira habitahuruzo by 'owaabubo
"to be jump, pass over, byed",okugurukibwa
sparks. masasi,person with cuts on the cheeks. masasaazi; sparks. masasi
"But when the two anchors arrived at the front of the ship, it was broken, and the ship's head stood still in the wind, so that it would not move, because the wind was blowing against it","Baitu obubahikire omu kiikaro ebingonzi bibiri nambere byateranire, bayanzika ekyombo; kandi omutwe gwekyombo gwagumaho omu musenyi, okutatengeta, baitu ekiso kyabanza okucwekacweka obwamani gebingonzi"
eternaJ,-tabwabo
Our sacred drum must never touch the ground,Engooma yaitu eye kyama teina kwata hansi
kubondera,gema
The children have digital cameras,Abaana baina ebikoopo byo omuhendo
"Then the commander came near, arrested him, and ordered him to be bound with two chains. ""Who is this man, and what has he done?"" he asked","Kandi engabwz enkuru yai'ra haihi, yamukwata, naragira okumutamu enjegere ibiri, nakaguza ati Noha, kandi ekyakozire kiki?"
to be come to an end (feast)ed,okuyuguuribwa
But the Most High God does not live in houses built by human hands; as the prophet says,Baitu Anyakuli haiguru muno taikara omu nju ezikozirwe nemikono; nabi nkokuyagambire ati
so that your giving may be in secret Then your Father who sees what is done in secret will reward you,okugabira kwawe kkuikalege okwensita nukwo So anyakurora omunsita alikuha empera
"They remembered what Jesus had said, and they left the tomb and told all these things to the eleven disciples and all the others","Kandi baijuka ebigambobye, barugayo ha kituro, ebi byona babitebeza abo ikumi nomu, na bandi bona"
a child born after taking herbs to induce pregnancy = ellsurangano,kisurano
abuse,juma
"For we ourselves were once foolish, disobedient, deceived, and carried out our desires and pleasures over many trials, and we were made slaves of sin and of sin","abantu boona. Baitu naitwe tukaba tuli abadomadoma kara, abatarukuhu'ra, ababihibwa, nituhereza okwegomba nokwesemeza okwemiringo nyingi, kandi tukaba nituikara omuitima ni'hali abokunoba Kandi ntu"
"Watch, then, and remember that with many tears, day and night, I taught every one of you for three years","Nukwo murole inywe, numuijuka ngu ntaleke okuhana bona,noku'ra amaizi, emyaka esatu nyamusana nekiro"
"So then, do not be fools, but try to find out what the Lord wants you to do","Nukwo mutaliba badomadoma, baitu mumanye eki Mukama waitu ekyarukugonza"
"For those who are being lost, it is a deadly stench that kills; but for those who are being saved, it is a fragrance that brings life. Who, then, is capable for such a task?",hali abo tuli kisorokoko ekiruga omu bwomezi ekireta obwomezi. Kandi noha arukusobora ebigambo ebi?
"Pilate was surprised when he died. So he called the Roman officer and asked him, ""Do you want me to die before you die?""","Pirato yahuni'ra okwafire bwango: yayeta nambereri omunyakihanda, yamukaguza okwafirege kara"
So they took the money and did what was taught this message was proclaimed among the Jews to this very day,Nabo batwara erupiya bakora nkokubayegesibwe ekigambo kinu kyaranganwa omu Bayudaya nokuhikya hati
"and said to the woman, ""We don't believe you now, but we ourselves have heard him and know that he is the Savior of the world.""","nibagambira omukazi ngu Hati bunu titurukuikiriza obwokugamba kwawe: baitu twehulire itwenka, twetegerize ngu Mananukwo ogu nuwe Mujuni wensi"
c. party ekisisani,c. under ashes; c. partry
Larger diseases and plants happen,Obujanjabi obukuru nomubyaro buhikayo
"I am no longer fit to be called your son; treat me as one of your hired workers.""'",tinkiseme'ra kwetwa omwana wawe: mfora nkomu hali abairu bawe abakolereza empera
And so Paul left the meeting,Nukwo Pauro yabarugiremu
"to stuff soil round apole ina hole, or cotton wool in a sack in order to put in more",sokera
The outer wall of the wall is round,Enyombeka y'aheeru y'omupiira eyekulingiriire
"Do not let your outer garments, your gold, and your clothes, be covered with dust","Okwecuma kwanyu kutaba kwokuzigisa isoke okwa haruguru, nokujwara, ebya zabu, nokujwara engoye:"
"It is better to be concerned with the good news at all times, and not only with your homes","Baitu kirungi okuse'rwa omu bigambo ebirungi ebiro byona, kandi tibuli bwonka obunyikara nainywe"
he/she became a stambling block to me. nkongooro,akanfookera nkonge
Ask the former generation and find out what their ancestors learned,Okubanza kwawe nobukukaba kuli kuke Emparo yawe eyahanyuma yakukyanire muno
"A brother will each leave his brother and be put to death; a father will give him a son. Children will be obedient to their parents, and they will be put to death","Omwoyo Ogurukwera. Mwene wabu alihayo omugenziwe okuitwa, na ise alihayo omwana;abana baryemera babazaire, balibaisa"
"Jesus said to him, ""Then see! Your faith has made you well.""",Yesu yamugambira ati Amaiso gawe gaiguke: okuikiriza kwawe nukwo kukukirize
zimbambwe was a great city long ago,zimbabwe era rwali rubuga rwamaani
How often they rebelled against him in the wilderness and grieved him in the wasteland,Emirundi mingi eyibamwemire omu irungu Nibamubihiza omu ibuga
He painted a picture showing a unique picture,Ekisisani yasigire kikooleka enyikara etali emu
For what will we give thanks to God for you? All the joy we have in you before our God!,Baitu tuligaru'ra Ruhanga okusima ki habwanyu? Obwokusemererwa kwona okutunyina habwanyu omu maiso ga Ruhanga waitu
"Give orders, then, for his tomb to be carefully guarded until the third day, so that his disciples will not be able to go and steal the body, and then tell the people that he was raised from death. This last lie would be even worse than the first one","Nukwo oragire balindire kimu ekituro, okuhika ha kiro ekyakasatu, abegeswabe, rundi baleke kuija okumuiba, nibagambira abantu ngu Ahumbukire omu bafu: kandi omuhaba okwenyuma kulikira obubi okwokubanza"
also use suffix ga. amaze,arso use suffix ga. amaze
"They were told not to kill them, but to keep them alive for five months. And so it was that their sores were like the days of a man","Kandi zikaragirwa okutabaita, rundi okubarumira amezi atano. Kandi okuruma kwazo kukaba kuli nkokuruma kwenge obukuruma omuntu"
"and riches are for the sake of being destroyed, but eternal destruction is to be brought on the scene of the present age",kandi nomuguda obwokubundazibwa: baitu alihwaho nkorwakyo rwobunyansi
We hope for victory in our work,Tukunihira obisinguzi mu mirimo yaitu
He will run away with a spear and the shield of a sword will pierce him through with a spear,Aliiruka ekyokurwanisa ekyekyoma Nobuta obwomulinga bulimucumitira kimu
extortion,obunyagi
he recovered from malaria,yakira omusujja gw'omukaka
But the officials who were taking the trip did not find him in prison,Baitu abanyakihanda abagenzire batasange omu nju yenkomo
"If you have widows in your homes, take care of them, and do not let the church go without help. In this way you will be able to help widows who are in need","Omukazi wena arukuikiriza obwaba anyina abafakati, abakonyerege, kandi ekanisa ereke okulemerwa; nukwo ekonyere abafakati mali mali"
Our funeral songs tell us when our life is coming,Ebizina byaitu ebyo okuzika bitugambira pbwomzi bwaitu obwikwija
"Aren't all his sisters living here? Where did he get all this?""",Na banyanya bona tibali owaitu? Nukwo onu akaiha nkaha ebigambo binu byona?
