english,lunyoro
"When someone dies, we say they've returned to the earth and to God.",omuntu obwafa tugamba agarukire omwitaka na hali ruhanga.
She was diagnosed with hypertension at her last check-up.,bakamusanga aine pulesa omurundi amaliriireyo kukebeza.
I try to pay forward the kindness that was shown to me when i was struggling.,nindegaho kusasura obuntu obunayolekenwe obunkaba nintalibana.
How many children do you have?,oine abaana baingaha?
He has achieved financial freedom through smart investing.,omusaija akatunga okwemara kuraba omukubyara omu tintina bigonoka
The hailstorm destroyed the entire season's crops in just twenty minutes.,orubaale rukasisira kimu ebyokulya byabu irobu mudakiika makumi abiri zonka.
Royal tombs are sites of pilgrimages and remembrance.,amagasani bikaaro byoburambuzi nebijukyo.
I see God in the eyes of every person I meet.,nyowe ndora ruhanga omumaiso g'abantu ntangantaga nabo.
Missionaries introduced Western medicine and education.,abakwenda abenjiri bakaleeta emibazi nokwegesibwa ebwowabubo bugwa izooba.
"If we use less water in our daily lives ,we can help conserve this precious resource .","kakuba tukozesa amaizi make omu nyikaro yaitu ,ntusobora kukonyera ,ntulinda kwari ekyamaani."
The new art supply shop will stock everything an artist needs.,"eduuka empyaaka eyobuhereza bw'ebintu byokwehanga, hanga niija kuliita ebintu bingi ebya buli mwehangahangi orukugonza."
"The volcanic ash covered the entire region ,damaging crops and livestock.","iju ly'omuurro ogwahulikire kuruga hansi ,iju lyaagwo likasweeka ekicweeka kyoona , kyasiisa ebyookulya n'ente."
I made a profit on my cryptocurrency investment yesterday.,kiro kyoijo ntungire amagoba omunsembi eziri omukalimagezi
We accept cryptocurrency as payment.,itwe twikiriza sente zakaali magezi omukusasurwa.
The chaplain at my hospital was there when I needed someone most.,"omukuru wiramizo eromwirwrro nkabandumu, akanyemerraho obunkaba ninyetaaga muno omuntu."
We buried our dead with the songs that celebrate their life.,tukazika abafu baitu n'ebizina ebyali nibijaguza obwomezi bwabo
We have buried our dead with the songs that celebrate their life.,tuzikire abafu baitu n'ebizina ebyali nibijaguza obwomezi bwabo
The new wildlife corridor allows animals to move safely between habitats.,akasonda akahyaka akebisoro by'omukisaka kaikiriza ebisoro okurubata n'obusinge omwirisizo lyazo
The new wildlife corridor allowed animals to move safely between habitats.,akasonda akahyaka akebisoro by'omukisakakakaikiriza ebisoro okurubata n'obusinge omwirisizo lyazo
The new wildlife corridor will allow animals to move safely between habitats.,akasonda akahyaka akebisoro by'omukisaka nikaja kwikiriza ebisoro okurubata n'obusinge omwirisozo lyazo
This house was built in 1990.,enu enju bakajyombeka omu 1990
This house will be built in 1990.,enu enju nibaija okujyombeka omu 1990
This house has been built in 1990.,enu enju bajyombekere omu 1990
The government creates new national parks to protect biodiversity.,gavumenti ehangireho irindiro ly'ebisoro okulinda ebyobuhangwa
The government created new national parks to protect biodiversity.,gavumenti ekahangaho irindiro ly'ebisoro okulinda ebyobuhangwa
The government has created new national parks to protect biodiversity.,gavumenti ehangireho irindiro ly'ebisoro okulinda ebyobuhangwa
The waste recycles program has reduced landfill waste by thirty percent.,entekaniza y'okugarukamu okukozesa kasasiro kikehezeho omwijuraine gwakasasiro omwitaka obucweka asaatu
The waste recycled program has reduced landfill waste by thirty percent.,entekaniza y'okugarukamu okukozesa kasasiro kikakehehyaho omwirjuraine gwakasasiro omwitaka obucweka asaatu
The waste will recycle program has reduced landfill waste by thirty percent.,entekaniza y'okugarukamu okukozesa kasasiro nikija okukehyaho omwijuraine gwakasasiro omwitaka obucweka asaatu
"My grandmothers hands were never still - always cooking, sewing, or gardening.","emikono yanyinekuru nyowe gyali tegigumire-bulikiro okucumba, okuruka, rundi okusa"
"My grandmothers hands will never still be - always cooking, sewing, or gardening.","emikono yanyinenkuru nyowe terukwija kuba egumire - bulikiro okucumba, okuruka, rundi okusa"
"My grandmothers hands have never still been - always cooking, sewing, or gardening.","emikono yanyinekuru nyowe tekabaga egumire - bulikiro okucumba, okuruka, rundi okusa"
I kept track of all my expenses.,nkalinda bulindara omu okukozesa sente zange zona
I will keep track of all my expenses.,ninyija okulinda bulindara omu okukozesa sente zange zona
I have kept track of all my expenses.,ndizire bulindara omu okukozesa sente zange zona
My faith gave me a peace that dosen't make sense given my circumstances.,okwikiriza kwange kumpaire obusinge obutarukukora amakuru nobukiraba enyikara yange
My faith will give me a peace that dosen't make sense given my circumstances.,okwikiriza kwange nikwija okumpa obusinge obutaine amakuru nobukiraba enyikara yange
My faith has given me a peace that dosen't make sense given my circumstances.,okwikiriza kwange kumpaire obusinge obutarukukora amakuru nobukiraba enyikara yange
If YOU was EVER FEELING STUCK REMEMBER THAT EVERY DAY IS A CHANCE TO BEGIN AGAIN.,kakuba orahura ogumirirwe ijuka nti bulikiro guba mugisa okutandikaho ogundi
If YOU will be EVER FEELING STUCK REMEMBER THAT EVERY DAY IS A CHANCE TO BEGIN AGAIN.,kakuba olihura ogumirirwe ijuka nti bulikiro guba mugisa okutandikaho ogundi
If YOU has been EVER FEELING STUCK REMEMBER THAT EVERY DAY IS A CHANCE TO BEGIN AGAIN.,kakuba oraba ohulire ogumirirwe ijuka nti bulikiro guba mugisa okutandikaho ogundi
Weeding regularly did to prevent competition.,okugaitwa kitatangatangire okwerengasaniza
Weeding will regularly do to prevent competition.,okugaitwa nikwija okumaraho okwerengasaniza
Weeding has regularly done to prevent competition.,okugaitwa kukolebwa okumaraho okurengasaniza
The workers harvest the sugarcane by hand yesterday.,abaokzi bakagesa ebikaka n'emikono ijo
The workers will harvest the sugarcane by hand yesterday.,abakozi nibaija okugesa ebikaka n'emikono ijo
The workers have harvested the sugarcane by hand yesterday.,abakozi bageseze ebikaka n'emikono ijo
The year everything was apart the year I found my faith.,omwaka nambere bulikimu kyali okwakyo nugwo omwaka nambere nazoire okwikiriza kwange
The year everything will apart be the year I found my faith.,omwaka nambere bulikimu kirukwija okuba okwakyo nugwo omwaka ndikwija okuzora okwikiriza kwange
The year everything has apart been the year I found my faith.,omwaka nambere bulikimu kibairege okwakyo nugwo omwaka ndikwija okuzora okwikiriza kwange
I prayed for the environment-it's God's creation and our responsibility.,nsabirege gavumenti -obuhagwa bwayo obwaruhanga kandi n'obujunanizibwa baitu
I will pray for the environment-it's God's creation and our responsibility.,ninyija okusabira gavumenti- obuhangwa bwayo obwaruhanga kandi n'obujunanizibwa baitu
I have prayed for the environment-it's God's creation and our responsibility.,nsabire gavumenti -obuhangwa bwayo obwaruhanga kandi n'obujunanizibwa baitu
My cousin learns to play the royal drums from the master drummer.,omwaana wa nyinento nyowe ayegere okutera engoma z'obukama okuruga mw'omutezi omukuru
My cousin will learn to play the royal drums from the master drummer.,omwaana wa nyinneto nyowe naija okwega okutera engoma z'obukama okuruga mw'omutezi omukuru
My cousin has learned to play the royal drums from the master drummer.,omwaana wa nyineto nyowe ayegere okutere engoma z'obukama okuruga mw'omutezi omukuru
The women made the traditional clothes for the ceremony.,omukazi akozire orugoye rwenzarwa habwomukoro
The women will make the traditional clothes for the ceremony.,omukazi naija okukora orugoye rwenzorwa habwomukoro
The women have made the traditional clothes for the ceremony.,omukazi akozire orugoye rwenzarwa habwomukoro
How often did you experience these migraines?,hanyuma yakasumiki nambere atangatananiramu okuterwa omutwe
How often will do you experience these migraines?,hanyuma yakasumiki nambere okwija okutangatangana okuterwa omutwe
How often has done you experience these migraines?,hanyuma yakasumiki nambere atangatangana okuterwa omutwe
My mother teaches the young girls to cook traditional food.,nyina nyowe yagesa abaisiki abato okucumba ebwokulya byamunuka
My mother will teach the young girls to cook traditional food.,nyina nyowe naija okwegesa abaisiki okucumba ebwokulya byamunuka
My mother has taught the young girls to cook traditional food.,nyina nyowe ayegeseze abaisiki okucumba ebwokulya byamunuka
The environmental organization was degraded mangrove forests along the coast.,ekitongole ky'obuhagwa kikadiguda ebibira byamangaruvu harusarusa rwenyanja
The environmental organization will be degraded mangrove forests along the coast.,ekitongole ky'obuhagwa kikadiguda ebibira byamangaruvu harusarusa rwenyanja
The environmental organization has been degraded mangrove forests along the coast.,ekitongole ky'obuhangwa kidabadabirize ebibira byamangaruvu harusarusa rwenyanja
"When someone died, we say they've returned to the earth and to God.","kakuba omntu afwa, tugamba ngu bagarukire omwitaka kandi naruhanga"
"When someone will die, we say they've returned to the earth and to God.","kakuba omuntu alifwa, nitwija okugamba ngu bagarukire omwitaka kanda naruhanga"
"When someone has died, we say they've returned to the earth and to God.","obu omuntu afwa, tugamba ngu agarukire omwitaka kandi naruhanga"
I try to pay forward the kindness that was shown to me when i was struggling.,ngezaho okwebembeza ekisa ekyanyolekerwe obu nali ndimulemezi
I will try to pay forward the kindness that was shown to me when i was struggling.,ninyija okwebembeza ekisa ekyanyolekerwe obu nali ndimulemezi
I have tried to pay forward the kindness that was shown to me when i was struggling.,ngerezeho okwebembeza ekisa ekyanyolekerwe obu nali ndi mubulemezi
How many children did you have?,oine abaana baingaha?
How many children will do you have?,baana baingaha aborukwija okugira?
How many children have done you have?,baana baingaha boine
He achieves financial freedom through smart investing.,atungire obugabe bwasente okuruga omukusiga okurungi
He achieved financial freedom through smart investing.,akatunga obugabe bwasente okuruga omukusiga kurungi
He will achieve financial freedom through smart investing.,naija okutunga obugabe bwasente kuruga omukusiga kurungi
The hailstorm destroyed the entire season's crops in just twenty minutes.,orubale rukasisa ebirimwa byona sisoni yona omudakika abiri
The hailstorm will destroy the entire season's crops in just twenty minutes.,orubale nirwija okusisa ebirimwa omusizoni yona omudakika abiri
The hailstorm has destroyed the entire season's crops in just twenty minutes.,orubale rusisire ebirimwa byona omusizoni yona omudakika abiri
Royal tombs were sites of pilgrimages and remembrance.,ebituro byobukama byali bicweka by'okuramaga kandi n'ekijukyo
Royal tombs will be sites of pilgrimages and remembrance.,ebituro byomuka nibija okuba bicweka by'okuramaga kandi n'ekijukyo
Royal tombs have been sites of pilgrimages and remembrance.,ebituro byomukama bibaire bicweka by'okuramaga kandi n'ekijukyo
I saw God in the eyes of every person I meet.,nkarora ruhanga omumaiso gabuli muntu owunatangaine
I will see God in the eyes of every person I meet.,ninyija okurora ruhanga omumaiso gabuli muntu owunatagaine
I have seen God in the eyes of every person I meet.,ndozire ruhanga omumaiso gabulimuntu owunatagaine
Missionaries introduced Western medicine and education.,abaramagi abenjiri bakaletaho emibazi yekijungu n'okusoma
Missionaries will introduce Western medicine and education.,abaramagi abenjiri nibaija okuletaho emibazi yekijungu kandi n'okusoma
Missionaries have introduced Western medicine and education.,abaramagi abenjiri bakaletaho emibazi yekijungu kandi n'okusoma
"If we used less water in our daily lives, we can help conserve this precious resource.","kakuba twakozeseze amaizi amataito omubwomezi baitu, nitusobora okutasa ensibuko ezomuhendo"
"If we will use less water in our daily lives, we can help conserve this precious resource.","kakuba nitwija okukozesa amaizi amataito omubwomezi baitu, nitusobora okutasa ensibuko ezomuhendo"
"If we have used less water in our daily lives, we can help conserve this precious resource.","kakuba tukozeseze amaizi amataito omubwomezi baitu, nitusobora okutasa ensibuko ezomuhendo"
The new art supplies shop will stock everything an artist needs.,eduuka empyaka eyebintu by'engaro ebyokusubuza nija okusubuza bulikintu omusigi ekyakwenda
The new art supplied shop will stock everything an artist needs.,eduuka empyaka eyebintu by'engaro ebyokusubuza nija okusubuza bulikimu omusigi ekyakwenda
The new art has supplied shop will stock everything an artist needs.,eduuka empyaka eyebintu by'engaro ebyokusubuza nija okusubuza bulikintu omusigi ekyakwenda
"The volcanic ash covered the entire region, damaging crops and livestock.","iju ly'omuro liswekere ekicweka kyona, nirisisa ebirimwa n'ebisoro"
"The volcanic ash will cover the entire region, damaging crops and livestock.","iju ly'omuro nirija okusweka ekicweka kyona, nirisisa ebirimwa n'ebisoro"
"The volcanic ash has covered the entire region, damaging crops and livestock.","iju ly'omuro likasweka ekicweka kyona, nirisasa ebirimwa n'ebisoro"
I make a profit on my cryptocurrency investment yesterday.,nkora amagoba omukusiga sente omu curiputo carensi ijo
I will make a profit on my cryptocurrency investment yesterday.,ninyija okukora amagoba omukusiga sente omu curiputo carensi ijo
I have made a profit on my cryptocurrency investment yesterday.,nkoziri amagoba maingi omukusiga sente omu curiputo carensi ijo
We accepted cryptocurrency as payment.,twikiriza curiputo carensi nkengeri yokusasura
We will accept cryptocurrency as payment.,niywija okwikiriza curiputo carensi nkengeri yokusasura
We have accepted cryptocurrency as payment.,twikirize curiputo carensi nkengeri yokusasura
The chaplain at my hospital is there when I needed someone most.,omusabisa omwirwro abayo obu omuntu a mwetaga muno
The chaplain at my hospital will be there when I needed someone most.,omusabisa omwirwaro naija okubayo obu omntu amwetaga muno
The chaplain at my hospital has been there when I needed someone most.,omusabisa omwirwaro abaireyo obu omuntu amwetaga muno
