english,lunyoro
[CULTURE] The rainmaker danced to bring the rain that we need for the crops yesterday.,ekiro kyaijo omwigi w'enjura eyiturukwetaaga acekecerege kuleeta rnjura.
[DAILY_LIFE] The rainmaker danced to bring the rain that we need for the crops yesterday.,ekiro kyaijo omwigi w'enjura eyiturukwetaaga acekecerege kuleeta rnjura.
[RELIGION] The rainmaker danced to bring the rain that we need for the crops yesterday.,ekiro kyaijo omwigi w'enjura eyiturukwetaaga acekecerege kuleeta rnjura.
Three days in a city we'd never planned to visit.,ebiro bisatu omu rubuga orututatekanizaaga kobunga.
[CULTURE] Three days in a city we'd never planned to visit.,ebiro bisatu omu rubuga orututatekanizaaga kobunga.
[DAILY_LIFE] Three days in a city we'd never planned to visit.,ebiro bisatu omu rubuga orututatekanizaaga kobunga.
[RELIGION] Three days in a city we'd never planned to visit.,ebiro bisatu omu rubuga orututatekanizaaga kobunga.
The finance team is finalizing the annual report.,akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.
[CULTURE] The finance team is finalizing the annual report.,akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.
[DAILY_LIFE] The finance team is finalizing the annual report.,akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.
[RELIGION] The finance team is finalizing the annual report.,akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.
He has received a raise at work.,omusaija akuziibwe hamulimo.
[CULTURE] He has received a raise at work.,omusaija akuziibwe hamulimo.
[DAILY_LIFE] He has received a raise at work.,omusaija akuziibwe hamulimo.
[RELIGION] He has received a raise at work.,omusaija akuziibwe hamulimo.
The sculptor has chiseled a figure out of a single block of wood.,"omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kyomuti kimu kiti."
[CULTURE] The sculptor has chiseled a figure out of a single block of wood.,"omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kyomuti kimu kiti."
[DAILY_LIFE] The sculptor has chiseled a figure out of a single block of wood.,"omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kyomuti kimu kiti."
[RELIGION] The sculptor has chiseled a figure out of a single block of wood.,"omwehanga hangi ekisisani nyaisatu , akaiihamu kurungi ,mukikuya kyomuti kimu kiti."
I pray for peace among all religions-we're all children of the same God.,nsabira amadiini goona omugisa-itwena tuli baana ba ruhanga omu.
[CULTURE] I pray for peace among all religions-we're all children of the same God.,nsabira amadiini goona omugisa-itwena tuli baana ba ruhanga omu.
[DAILY_LIFE] I pray for peace among all religions-we're all children of the same God.,nsabira amadiini goona omugisa-itwena tuli baana ba ruhanga omu.
[RELIGION] I pray for peace among all religions-we're all children of the same God.,nsabira amadiini goona omugisa-itwena tuli baana ba ruhanga omu.
"Look at the birds of the air; they do not sow or reap, yet your heavenly father feeds them.","rora ebinyonyi omumwanya, tibisiga, tibigesa baitu isinywe anyakuli omwiguru abiriisa."
"[CULTURE] Look at the birds of the air; they do not sow or reap, yet your heavenly father feeds them.","rora ebinyonyi omumwanya, tibisiga, tibigesa baitu isinywe anyakuli omwiguru abiriisa."
"[DAILY_LIFE] Look at the birds of the air; they do not sow or reap, yet your heavenly father feeds them.","rora ebinyonyi omumwanya, tibisiga, tibigesa baitu isinywe anyakuli omwiguru abiriisa."
"[RELIGION] Look at the birds of the air; they do not sow or reap, yet your heavenly father feeds them.","rora ebinyonyi omumwanya, tibisiga, tibigesa baitu isinywe anyakuli omwiguru abiriisa."
Our family has always celebrated the harvest with a dance that thanks the earth.,ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.
[CULTURE] Our family has always celebrated the harvest with a dance that thanks the earth.,ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.
[DAILY_LIFE] Our family has always celebrated the harvest with a dance that thanks the earth.,ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.
[RELIGION] Our family has always celebrated the harvest with a dance that thanks the earth.,ekka yaitu ejaguza amagesa na mazina ag'okusiima ensi.
I drew a funny cartoon and posted it on social media yesterday.,ntiirelye ebisisani rudingisa nabusindika hamura kiro kyaijo.
[CULTURE] I drew a funny cartoon and posted it on social media yesterday.,ntiirelye ebisisani rudingisa nabusindika hamura kiro kyaijo.
[DAILY_LIFE] I drew a funny cartoon and posted it on social media yesterday.,ntiirelye ebisisani rudingisa nabusindika hamura kiro kyaijo.
[RELIGION] I drew a funny cartoon and posted it on social media yesterday.,ntiirelye ebisisani rudingisa nabusindika hamura kiro kyaijo.
The skink wiggled its tail and escaped from the bird's grasp.,omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata
[CULTURE] The skink wiggled its tail and escaped from the bird's grasp.,omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata
[DAILY_LIFE] The skink wiggled its tail and escaped from the bird's grasp.,omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata
[RELIGION] The skink wiggled its tail and escaped from the bird's grasp.,omunya ruraiha rahuhanyga kira yairuka ekinyonyi kugikwaata
She had been collecting indigenous seeds for preservation.,omukazi ataaha naworoza hamu nokulinda
[CULTURE] She had been collecting indigenous seeds for preservation.,omukazi ataaha naworoza hamu nokulinda
[DAILY_LIFE] She had been collecting indigenous seeds for preservation.,omukazi ataaha naworoza hamu nokulinda
[RELIGION] She had been collecting indigenous seeds for preservation.,omukazi ataaha naworoza hamu nokulinda
We give thanks to the spirits of the mountains for the rocks and stones.,itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.
[CULTURE] We give thanks to the spirits of the mountains for the rocks and stones.,itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.
[DAILY_LIFE] We give thanks to the spirits of the mountains for the rocks and stones.,itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.
[RELIGION] We give thanks to the spirits of the mountains for the rocks and stones.,itwe tusiima emizimu ey'omunsozi nomumyandara namabaale.
"If you want to understand our culture, start with our food.",obworaba nogonza kwetrgereza ebyobuhangi bwaaitu tandika nebyokulya byaitu.
"[CULTURE] If you want to understand our culture, start with our food.",obworaba nogonza kwetrgereza ebyobuhangi bwaaitu tandika nebyokulya byaitu.
"[DAILY_LIFE] If you want to understand our culture, start with our food.",obworaba nogonza kwetrgereza ebyobuhangi bwaaitu tandika nebyokulya byaitu.
"[RELIGION] If you want to understand our culture, start with our food.",obworaba nogonza kwetrgereza ebyobuhangi bwaaitu tandika nebyokulya byaitu.
The wild dog chased the impala for miles until it tired out.,embina yomukisaka ekairukya empara habwa mairu nyingiho kuhirya obuyajwahire
[CULTURE] The wild dog chased the impala for miles until it tired out.,embina yomukisaka ekairukya empara habwa mairu nyingiho kuhirya obuyajwahire
[DAILY_LIFE] The wild dog chased the impala for miles until it tired out.,embina yomukisaka ekairukya empara habwa mairu nyingiho kuhirya obuyajwahire
[RELIGION] The wild dog chased the impala for miles until it tired out.,embina yomukisaka ekairukya empara habwa mairu nyingiho kuhirya obuyajwahire
"If I could tell you one thing about grief, it's that you never get over it-you get through it.","kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu."
"[CULTURE] If I could tell you one thing about grief, it's that you never get over it-you get through it.","kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu."
"[DAILY_LIFE] If I could tell you one thing about grief, it's that you never get over it-you get through it.","kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu."
"[RELIGION] If I could tell you one thing about grief, it's that you never get over it-you get through it.","kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu."
The crowd is buzzing with excitement before the show starts.,abantu abaingi abesoroize abaijwiire omwiro omuzaano gutakatandikire
[CULTURE] The crowd is buzzing with excitement before the show starts.,abantu abaingi abesoroize abaijwiire omwiro omuzaano gutakatandikire
[DAILY_LIFE] The crowd is buzzing with excitement before the show starts.,abantu abaingi abesoroize abaijwiire omwiro omuzaano gutakatandikire
[RELIGION] The crowd is buzzing with excitement before the show starts.,abantu abaingi abesoroize abaijwiire omwiro omuzaano gutakatandikire
The crowd is swaying back and forth to the slow music.,abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.
[CULTURE] The crowd is swaying back and forth to the slow music.,abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.
[DAILY_LIFE] The crowd is swaying back and forth to the slow music.,abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.
[RELIGION] The crowd is swaying back and forth to the slow music.,abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.
The egret stood perfectly still in the shallow water.,enyange ekeemerra eterekeriire mumaizi agatahamire
[CULTURE] The egret stood perfectly still in the shallow water.,enyange ekeemerra eterekeriire mumaizi agatahamire
[DAILY_LIFE] The egret stood perfectly still in the shallow water.,enyange ekeemerra eterekeriire mumaizi agatahamire
[RELIGION] The egret stood perfectly still in the shallow water.,enyange ekeemerra eterekeriire mumaizi agatahamire
My favorite teacher tells me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[CULTURE] My favorite teacher tells me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[DAILY_LIFE] My favorite teacher tells me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[RELIGION] My favorite teacher tells me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambira ngu nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
My favorite teacher will tell me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[CULTURE] My favorite teacher will tell me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[DAILY_LIFE] My favorite teacher will tell me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[RELIGION] My favorite teacher will tell me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda naija kungamba nkaba nyina ekisembo kyokuhandika ebigambo ebi bikasigara nanye
My favorite teacher has told me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[CULTURE] My favorite teacher has told me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[DAILY_LIFE] My favorite teacher has told me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye
[RELIGION] My favorite teacher has told me that i had a gift- for writing those words stayed with me.,omusomesa wange owunyenda agambire ngu nkaba nyine ekisembo kyokuhandika ebigambo ebi bikasigara nanye
"If i did not miss the bus that day, i never would have met my best friend.","kakuba basi etalindekere ekiro eki, tinandibwoine munyani wange muno."
"[CULTURE] If i did not miss the bus that day, i never would have met my best friend.","kakuba basi etalindekere ekiro eki, tinandibwoine munyani wange muno."
"[DAILY_LIFE] If i did not miss the bus that day, i never would have met my best friend.","kakuba basi etalindekere ekiro eki, tinandibwoine munyani wange muno."
"[RELIGION] If i did not miss the bus that day, i never would have met my best friend.","kakuba basi etalindekere ekiro eki, tinandibwoine munyani wange muno."
"If i will not miss the bus that day, i never would have met my best friend.","kakuba basi etandeka eki ekiro, tindikwija kurora munyani wange muno"
"[CULTURE] If i will not miss the bus that day, i never would have met my best friend.","kakuba basi etandeka eki ekiro, tindikwija kurora munyani wange muno"
"[DAILY_LIFE] If i will not miss the bus that day, i never would have met my best friend.","kakuba basi etandeka eki ekiro, tindikwija kurora munyani wange muno"
"[RELIGION] If i will not miss the bus that day, i never would have met my best friend.","kakuba basi etandeka eki ekiro, tindikwija kurora munyani wange muno"
"If i have not missed the bus that day, i never would have met my best friend.","kakuba bus etandekere, tinanditangatangaine munyani wange muno"
"[CULTURE] If i have not missed the bus that day, i never would have met my best friend.","kakuba bus etandekere, tinanditangatangaine munyani wange muno"
"[DAILY_LIFE] If i have not missed the bus that day, i never would have met my best friend.","kakuba bus etandekere, tinanditangatangaine munyani wange muno"
"[RELIGION] If i have not missed the bus that day, i never would have met my best friend.","kakuba bus etandekere, tinanditangatangaine munyani wange muno"
The harmonica player added a bluesy feel to the band's sound.,omutezi wenanga akateranizaho omulere ha bandi
[CULTURE] The harmonica player added a bluesy feel to the band's sound.,omutezi wenanga akateranizaho omulere ha bandi
[DAILY_LIFE] The harmonica player added a bluesy feel to the band's sound.,omutezi wenanga akateranizaho omulere ha bandi
[RELIGION] The harmonica player added a bluesy feel to the band's sound.,omutezi wenanga akateranizaho omulere ha bandi
The harmonica player will add a bluesy feel to the band's sound.,omutezi wenanga naijakuteranizaho omulere ha bandi
[CULTURE] The harmonica player will add a bluesy feel to the band's sound.,omutezi wenanga naijakuteranizaho omulere ha bandi
[DAILY_LIFE] The harmonica player will add a bluesy feel to the band's sound.,omutezi wenanga naijakuteranizaho omulere ha bandi
[RELIGION] The harmonica player will add a bluesy feel to the band's sound.,omutezi wenanga naijakuteranizaho omulere ha bandi
The harmonica player has added a bluesy feel to the band's sound.,omutezi wenanga naija kuteranizaho omulere ha bandi
[CULTURE] The harmonica player has added a bluesy feel to the band's sound.,omutezi wenanga naija kuteranizaho omulere ha bandi
[DAILY_LIFE] The harmonica player has added a bluesy feel to the band's sound.,omutezi wenanga naija kuteranizaho omulere ha bandi
[RELIGION] The harmonica player has added a bluesy feel to the band's sound.,omutezi wenanga naija kuteranizaho omulere ha bandi
The new tax is implemented next year.,taxi empyaka nejakutandika omwaka ogurukwija
[CULTURE] The new tax is implemented next year.,taxi empyaka nejakutandika omwaka ogurukwija
[DAILY_LIFE] The new tax is implemented next year.,taxi empyaka nejakutandika omwaka ogurukwija
[RELIGION] The new tax is implemented next year.,taxi empyaka nejakutandika omwaka ogurukwija
The new tax was implemented next year.,taxi empyaka bakagitandikaho omwaka oguhwaire
[CULTURE] The new tax was implemented next year.,taxi empyaka bakagitandikaho omwaka oguhwaire
[DAILY_LIFE] The new tax was implemented next year.,taxi empyaka bakagitandikaho omwaka oguhwaire
[RELIGION] The new tax was implemented next year.,taxi empyaka bakagitandikaho omwaka oguhwaire
The new tax has been implemented next year.,taxi empyaka bagitandikireho omwaka ogurukwija
[CULTURE] The new tax has been implemented next year.,taxi empyaka bagitandikireho omwaka ogurukwija
[DAILY_LIFE] The new tax has been implemented next year.,taxi empyaka bagitandikireho omwaka ogurukwija
[RELIGION] The new tax has been implemented next year.,taxi empyaka bagitandikireho omwaka ogurukwija
They plow the fields using a tractor.,bakozesa turakita okulima omusiri
[CULTURE] They plow the fields using a tractor.,bakozesa turakita okulima omusiri
[DAILY_LIFE] They plow the fields using a tractor.,bakozesa turakita okulima omusiri
[RELIGION] They plow the fields using a tractor.,bakozesa turakita okulima omusiri
They plowed the fields using a tractor.,balima omusiri ni bakozesa turakita
[CULTURE] They plowed the fields using a tractor.,balima omusiri ni bakozesa turakita
[DAILY_LIFE] They plowed the fields using a tractor.,balima omusiri ni bakozesa turakita
[RELIGION] They plowed the fields using a tractor.,balima omusiri ni bakozesa turakita
They will plow the fields using a tractor.,nibaija kulima omusiri ni bakozesa turakita
[CULTURE] They will plow the fields using a tractor.,nibaija kulima omusiri ni bakozesa turakita
[DAILY_LIFE] They will plow the fields using a tractor.,nibaija kulima omusiri ni bakozesa turakita
[RELIGION] They will plow the fields using a tractor.,nibaija kulima omusiri ni bakozesa turakita
Cotton became a major cash crop in the early 20th century Uganda.,kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda
[CULTURE] Cotton became a major cash crop in the early 20th century Uganda.,kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda
[DAILY_LIFE] Cotton became a major cash crop in the early 20th century Uganda.,kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda
[RELIGION] Cotton became a major cash crop in the early 20th century Uganda.,kotoni akaba kirimwa kyasente omukyasi kya amkumi abiri m'uganda
Cotton will become a major cash crop in the early 20th century Uganda.,kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri m'uganda
[CULTURE] Cotton will become a major cash crop in the early 20th century Uganda.,kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri m'uganda
[DAILY_LIFE] Cotton will become a major cash crop in the early 20th century Uganda.,kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri m'uganda
[RELIGION] Cotton will become a major cash crop in the early 20th century Uganda.,kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri m'uganda
Cotton has become a major cash crop in the early 20th century Uganda.,kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda
[CULTURE] Cotton has become a major cash crop in the early 20th century Uganda.,kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda
[DAILY_LIFE] Cotton has become a major cash crop in the early 20th century Uganda.,kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda
[RELIGION] Cotton has become a major cash crop in the early 20th century Uganda.,kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda
I run into an old friend yesterday.,nkairukira mwamunwani wange omukuru ijo
[CULTURE] I run into an old friend yesterday.,nkairukira mwamunwani wange omukuru ijo
[DAILY_LIFE] I run into an old friend yesterday.,nkairukira mwamunwani wange omukuru ijo
[RELIGION] I run into an old friend yesterday.,nkairukira mwamunwani wange omukuru ijo
I will run into an old friend yesterday.,ninja kwirukira mwa munyani wange omukuru nyencya
[CULTURE] I will run into an old friend yesterday.,ninja kwirukira mwa munyani wange omukuru nyencya
[DAILY_LIFE] I will run into an old friend yesterday.,ninja kwirukira mwa munyani wange omukuru nyencya
[RELIGION] I will run into an old friend yesterday.,ninja kwirukira mwa munyani wange omukuru nyencya
I have run into an old friend yesterday.,nyirukire mwamunwani wange omukuru ijo
[CULTURE] I have run into an old friend yesterday.,nyirukire mwamunwani wange omukuru ijo
[DAILY_LIFE] I have run into an old friend yesterday.,nyirukire mwamunwani wange omukuru ijo
[RELIGION] I have run into an old friend yesterday.,nyirukire mwamunwani wange omukuru ijo
The community builds a new shrine at the sacred spring.,abantu bombeka iramizo erihyaka nambere bona batina
