english,lunyoro
[CULTURE] Traditional music and danced accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyege biba mubulimukoro
Traditional music and will dance accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyegebirabaga mubuli mukoro
[GOVERNMENT] Traditional music and will dance accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyegebirabaga mubuli mukoro
[AGRICULTURE] Traditional music and will dance accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyegebirabaga mubuli mukoro
[CULTURE] Traditional music and will dance accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyegebirabaga mubuli mukoro
Traditional music and has danced accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo
[GOVERNMENT] Traditional music and has danced accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo
[AGRICULTURE] Traditional music and has danced accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo
[CULTURE] Traditional music and has danced accompained ceremonies.,ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo
She works in the accounting department for years before she became CFO.,omukazi abaire nakorra mukeeto kumara emyaka atkabaire CFO
[GOVERNMENT] She works in the accounting department for years before she became CFO.,omukazi abaire nakorra mukeeto kumara emyaka atkabaire CFO
[AGRICULTURE] She works in the accounting department for years before she became CFO.,omukazi abaire nakorra mukeeto kumara emyaka atkabaire CFO
[CULTURE] She works in the accounting department for years before she became CFO.,omukazi abaire nakorra mukeeto kumara emyaka atkabaire CFO
She will work in the accounting department for years before she became CFO.,omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO
[GOVERNMENT] She will work in the accounting department for years before she became CFO.,omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO
[AGRICULTURE] She will work in the accounting department for years before she became CFO.,omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO
[CULTURE] She will work in the accounting department for years before she became CFO.,omukazi aija kukora omukeeto kumara emyaka nyingi atakafokere CFO
She has worked in the accounting department for years before she became CFO.,omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO
[GOVERNMENT] She has worked in the accounting department for years before she became CFO.,omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO
[AGRICULTURE] She has worked in the accounting department for years before she became CFO.,omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO
[CULTURE] She has worked in the accounting department for years before she became CFO.,omukazi akozire mukeeto kumara emyaka nyingi atakafokere CFO
I bought groceries from the supermarket every week.,ngura ebintu omu supamaketi buli wiiki
[GOVERNMENT] I bought groceries from the supermarket every week.,ngura ebintu omu supamaketi buli wiiki
[AGRICULTURE] I bought groceries from the supermarket every week.,ngura ebintu omu supamaketi buli wiiki
[CULTURE] I bought groceries from the supermarket every week.,ngura ebintu omu supamaketi buli wiiki
I will buy groceries from the supermarket every week.,nija kugura ebintu mu supamaketi buli wiiki
[GOVERNMENT] I will buy groceries from the supermarket every week.,nija kugura ebintu mu supamaketi buli wiiki
[AGRICULTURE] I will buy groceries from the supermarket every week.,nija kugura ebintu mu supamaketi buli wiiki
[CULTURE] I will buy groceries from the supermarket every week.,nija kugura ebintu mu supamaketi buli wiiki
I have bought groceries from the supermarket every week.,nguzire ebuntu omu supamaketi buli wiiki
[GOVERNMENT] I have bought groceries from the supermarket every week.,nguzire ebuntu omu supamaketi buli wiiki
[AGRICULTURE] I have bought groceries from the supermarket every week.,nguzire ebuntu omu supamaketi buli wiiki
[CULTURE] I have bought groceries from the supermarket every week.,nguzire ebuntu omu supamaketi buli wiiki
The hospital had a patient library with health information.,irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo
[GOVERNMENT] The hospital had a patient library with health information.,irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo
[AGRICULTURE] The hospital had a patient library with health information.,irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo
[CULTURE] The hospital had a patient library with health information.,irwaro line erahuro ry'ebitabu byabarwaire ebikukwataho obwomezi bwabo
The hospital will have a patient library with health information.,irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
[GOVERNMENT] The hospital will have a patient library with health information.,irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
[AGRICULTURE] The hospital will have a patient library with health information.,irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
[CULTURE] The hospital will have a patient library with health information.,irwaro nirija kugira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
The hospital has had a patient library with health information.,irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
[GOVERNMENT] The hospital has had a patient library with health information.,irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
[AGRICULTURE] The hospital has had a patient library with health information.,irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
[CULTURE] The hospital has had a patient library with health information.,irwaro rigagira eryahuro ry'ebitabu byabarwaire ebirukukwataho obwomezi bwabo
"By the end of this project, we train one thousand farmers in organic methods.","hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire"
"[GOVERNMENT] By the end of this project, we train one thousand farmers in organic methods.","hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire"
"[AGRICULTURE] By the end of this project, we train one thousand farmers in organic methods.","hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire"
"[CULTURE] By the end of this project, we train one thousand farmers in organic methods.","hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire"
"By the end of this project, we trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"[GOVERNMENT] By the end of this project, we trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"[AGRICULTURE] By the end of this project, we trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"[CULTURE] By the end of this project, we trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"By the end of this project, we have trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"[GOVERNMENT] By the end of this project, we have trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"[AGRICULTURE] By the end of this project, we have trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
"[CULTURE] By the end of this project, we have trained one thousand farmers in organic methods.","hakumalira y'omusomo gunu, twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire"
You needed to have your teeth cleaned twice a year.,noyetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
[GOVERNMENT] You needed to have your teeth cleaned twice a year.,noyetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
[AGRICULTURE] You needed to have your teeth cleaned twice a year.,noyetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
[CULTURE] You needed to have your teeth cleaned twice a year.,noyetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
You will need to have your teeth cleaned twice a year.,nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
[GOVERNMENT] You will need to have your teeth cleaned twice a year.,nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
[AGRICULTURE] You will need to have your teeth cleaned twice a year.,nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
[CULTURE] You will need to have your teeth cleaned twice a year.,nojakwetagisibwa okuyonja amaino gawe emirundi ebiri buli mwaka
You have needed to have your teeth cleaned twice a year.,okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka
[GOVERNMENT] You have needed to have your teeth cleaned twice a year.,okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka
[AGRICULTURE] You have needed to have your teeth cleaned twice a year.,okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka
[CULTURE] You have needed to have your teeth cleaned twice a year.,okaire noyetagisibwa okuba oyonjire amaino gawe emirundi ebiri buli mwaka
The sea cucumber squirted sticky threads to defend itself.,cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho
[GOVERNMENT] The sea cucumber squirted sticky threads to defend itself.,cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho
[AGRICULTURE] The sea cucumber squirted sticky threads to defend itself.,cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho
[CULTURE] The sea cucumber squirted sticky threads to defend itself.,cukamba y'omuyanja ekaturukya ehuzo z'amakamba okwerwanaho
The sea cucumber will squirt sticky threads to defend itself.,cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho
[GOVERNMENT] The sea cucumber will squirt sticky threads to defend itself.,cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho
[AGRICULTURE] The sea cucumber will squirt sticky threads to defend itself.,cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho
[CULTURE] The sea cucumber will squirt sticky threads to defend itself.,cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho
The sea cucumber has squirted sticky threads to defend itself.,cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho
[GOVERNMENT] The sea cucumber has squirted sticky threads to defend itself.,cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho
[AGRICULTURE] The sea cucumber has squirted sticky threads to defend itself.,cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho
[CULTURE] The sea cucumber has squirted sticky threads to defend itself.,cukamba y'omuyanja eturukize ehuzo zamakamba okwerwanaho
The government provided subsidies for farmers who practice sustainable agriculture.,gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya
[GOVERNMENT] The government provided subsidies for farmers who practice sustainable agriculture.,gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya
[AGRICULTURE] The government provided subsidies for farmers who practice sustainable agriculture.,gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya
[CULTURE] The government provided subsidies for farmers who practice sustainable agriculture.,gavumenti eresireho enkora empyaka hali abalimi abakulima ebyokulya
The government will provide subsidies for farmers who practice sustainable agriculture.,gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya
[GOVERNMENT] The government will provide subsidies for farmers who practice sustainable agriculture.,gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya
[AGRICULTURE] The government will provide subsidies for farmers who practice sustainable agriculture.,gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya
[CULTURE] The government will provide subsidies for farmers who practice sustainable agriculture.,gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya
The government has provided subsidies for farmers who practice sustainable agriculture.,gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya
[GOVERNMENT] The government has provided subsidies for farmers who practice sustainable agriculture.,gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya
[AGRICULTURE] The government has provided subsidies for farmers who practice sustainable agriculture.,gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya
[CULTURE] The government has provided subsidies for farmers who practice sustainable agriculture.,gavumenti etairo enkora empyaka hali abalimi abakulima ebyokulya
She learns about sustainable agriculture.,omukazi akega hakulima n'okulisa habwokwebaisaho
[GOVERNMENT] She learns about sustainable agriculture.,omukazi akega hakulima n'okulisa habwokwebaisaho
[AGRICULTURE] She learns about sustainable agriculture.,omukazi akega hakulima n'okulisa habwokwebaisaho
[CULTURE] She learns about sustainable agriculture.,omukazi akega hakulima n'okulisa habwokwebaisaho
She will learn about sustainable agriculture.,omukazi naija kwega hakulima n'okulisa okwokwebaisaho
[GOVERNMENT] She will learn about sustainable agriculture.,omukazi naija kwega hakulima n'okulisa okwokwebaisaho
[AGRICULTURE] She will learn about sustainable agriculture.,omukazi naija kwega hakulima n'okulisa okwokwebaisaho
[CULTURE] She will learn about sustainable agriculture.,omukazi naija kwega hakulima n'okulisa okwokwebaisaho
She has learned about sustainable agriculture.,omukazi ayegere hakulima n'okulisa okwokwebaisaho
[GOVERNMENT] She has learned about sustainable agriculture.,omukazi ayegere hakulima n'okulisa okwokwebaisaho
[AGRICULTURE] She has learned about sustainable agriculture.,omukazi ayegere hakulima n'okulisa okwokwebaisaho
[CULTURE] She has learned about sustainable agriculture.,omukazi ayegere hakulima n'okulisa okwokwebaisaho
People gathered at the chief's house for the meeting.,abantu bakwesoroleza omuka y'omunyoro habw'orukurato
[GOVERNMENT] People gathered at the chief's house for the meeting.,abantu bakwesoroleza omuka y'omunyoro habw'orukurato
[AGRICULTURE] People gathered at the chief's house for the meeting.,abantu bakwesoroleza omuka y'omunyoro habw'orukurato
[CULTURE] People gathered at the chief's house for the meeting.,abantu bakwesoroleza omuka y'omunyoro habw'orukurato
People will gather at the chief's house for the meeting.,abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato
[GOVERNMENT] People will gather at the chief's house for the meeting.,abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato
[AGRICULTURE] People will gather at the chief's house for the meeting.,abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato
[CULTURE] People will gather at the chief's house for the meeting.,abantu nibaija kwesoroza omuka y'omunyoro habw'orukurato
People have gathered at the chief's house for the meeting.,abantu baisoroize omuka y'omunyoro habworukurato
[GOVERNMENT] People have gathered at the chief's house for the meeting.,abantu baisoroize omuka y'omunyoro habworukurato
[AGRICULTURE] People have gathered at the chief's house for the meeting.,abantu baisoroize omuka y'omunyoro habworukurato
[CULTURE] People have gathered at the chief's house for the meeting.,abantu baisoroize omuka y'omunyoro habworukurato
The new trade deal boosts exports.,omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru
[GOVERNMENT] The new trade deal boosts exports.,omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru
[AGRICULTURE] The new trade deal boosts exports.,omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru
[CULTURE] The new trade deal boosts exports.,omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru
The new trade deal boosted exports.,omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru
[GOVERNMENT] The new trade deal boosted exports.,omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru
[AGRICULTURE] The new trade deal boosted exports.,omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru
[CULTURE] The new trade deal boosted exports.,omukago gw'obusubuzi omuhyaka gukaimukya ebitundwa aheru
The new trade deal has boosted exports.,omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru
[GOVERNMENT] The new trade deal has boosted exports.,omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru
[AGRICULTURE] The new trade deal has boosted exports.,omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru
[CULTURE] The new trade deal has boosted exports.,omukago gw'obusubuzi omuhyaka gwimukize ebitundwa aheru
The virus widely circulated in the community.,akahuka kajanjaire muno mubantu
[GOVERNMENT] The virus widely circulated in the community.,akahuka kajanjaire muno mubantu
[AGRICULTURE] The virus widely circulated in the community.,akahuka kajanjaire muno mubantu
[CULTURE] The virus widely circulated in the community.,akahuka kajanjaire muno mubantu
The virus will widely circulate in the community.,akahuka nikaija kujanjara muno mubantu
[GOVERNMENT] The virus will widely circulate in the community.,akahuka nikaija kujanjara muno mubantu
[AGRICULTURE] The virus will widely circulate in the community.,akahuka nikaija kujanjara muno mubantu
[CULTURE] The virus will widely circulate in the community.,akahuka nikaija kujanjara muno mubantu
The virus has widely circulated in the community.,akahuka kajanjaire muno mubantu
[GOVERNMENT] The virus has widely circulated in the community.,akahuka kajanjaire muno mubantu
[AGRICULTURE] The virus has widely circulated in the community.,akahuka kajanjaire muno mubantu
[CULTURE] The virus has widely circulated in the community.,akahuka kajanjaire muno mubantu
The farmer weeds his cassava field last week.,omulimi ayombire omusiri gwamuhogo wiiki ehwaire
[GOVERNMENT] The farmer weeds his cassava field last week.,omulimi ayombire omusiri gwamuhogo wiiki ehwaire
[AGRICULTURE] The farmer weeds his cassava field last week.,omulimi ayombire omusiri gwamuhogo wiiki ehwaire
[CULTURE] The farmer weeds his cassava field last week.,omulimi ayombire omusiri gwamuhogo wiiki ehwaire
The farmer will weed his cassava field next week.,omulimi naija kwombera omusirigwe gwamuhogo wiiki ekwija
