english,lunyoro
[GENERAL_NOUN_PLURAL] competetion for somethings,utuhatano
[GENERAL_NOUN] hiccup,akaisikina
[GENERAL_NOUN_PLURAL] hiccups,utuisikina
[GENERAL_NOUN] clitoris,akahimba
[GENERAL_NOUN_PLURAL] clitorises,utuhimba
[COMMON_ANIMALS_NOUN] a small moth,akahoiho
[COMMON_ANIMALS_NOUN_PLURAL] small moths,utuhoiho
[GENERAL_NOUN] hiccup,akaisikondo
[GENERAL_NOUN_PLURAL] hiccups,utuisikondo
[GENERAL_NOUN] a state of confusion,akahuna
[GENERAL_NOUN_PLURAL] state of confusions,utuhuna
[COMMON_ANIMALS_NOUN] a small flying termite,akahungabeebe
[COMMON_ANIMALS_NOUN_PLURAL] small flying termites,utuhungabeebe
[GENERAL_NOUN] contempt,akajoogo
[GENERAL_NOUN_PLURAL] contempts,utujoogo
[GENERAL_NOUN] a pen cover,akajugo
[GENERAL_NOUN_PLURAL] pen covers,utujugo
[GENERAL_NOUN] stench: an unpleasant smell,akajunde
[GENERAL_NOUN_PLURAL] stench: an unpleasant smells,utujunde
[GENERAL_NOUN] a small hillock,akakiro
[GENERAL_NOUN_PLURAL] small hillocks,utukiro
[GENERAL_NOUN] dizziness,akaizigorro
[GENERAL_NOUN_PLURAL] dizzinesses,utuizigorro
[GENERAL_NOUN] a muddy area,akajabago
[GENERAL_NOUN_PLURAL] muddy areas,utujabago
[GENERAL_NOUN] sweet taste,akanuriirizi
[GENERAL_NOUN_PLURAL] sweet tastes,utunuriirizi
[GENERAL_NOUN] over excitement,akajabirro
[GENERAL_NOUN_PLURAL] over excitements,utujabirro
[GENERAL_NOUN] commotion,akajagarro
[GENERAL_NOUN_PLURAL] commotions,utujagarro
"[GENERAL_VERB] to level, flat",aliirra
[GENERAL_VERB] to spread for,aJiirra
[GENERAL_VERB] to come,alika
[GENERAL_NOUN] diamond,alimansr
[GENERAL_VERB] to get started,akya
[GENERAL_NOUN] passion for roaming,akajaiko
[GENERAL_NOUN_PLURAL] passion for roamings,utujaiko
[COMMON_ANIMALS_NOUN] small or beautiful cat,akajangu
[COMMON_ANIMALS_NOUN_PLURAL] small or beautiful cats,utujangu
[GENERAL_NOUN] nut grass,akanyamukara
[GENERAL_NOUN_PLURAL] nut grasses,utunyamukara
[GENERAL_NOUN] superficial behaviour,akajanja
[GENERAL_NOUN_PLURAL] superficial behaviours,utujanja
[GENERAL_NOUN] dung maggot,akanyamukira
[GENERAL_NOUN_PLURAL] dung maggots,utunyamukira
[COMMON_ANIMALS_NOUN] a fresh fried grasshopper,akanyamuniini
[COMMON_ANIMALS_NOUN_PLURAL] fresh fried grasshoppers,utunyamuniini
[GENERAL_NOUN] small snail,akanyamuntinda
[GENERAL_NOUN_PLURAL] small snails,utunyamuntinda
[ART_AND_ENTERTAINMENT_NOUN] flute: a musical instrument,akanyamurera
[ART_AND_ENTERTAINMENT_NOUN_PLURAL] flute: a musical instruments,utunyamurera
[COMMON_ANIMALS_NOUN] squirrel,akanyamwenyi
[COMMON_ANIMALS_NOUN_PLURAL] squirrels,utunyamwenyi
[GENERAL_NOUN] an undeveloped banana,akanyancooni
[GENERAL_NOUN_PLURAL] undeveloped bananas,utunyancooni
"[GENERAL_VERB] to exercise, remove evil",ambuurra
[GENERAL_VERB] to call a bud,amiirra
[GENERAL_VERB] to shout at,amira
[GENERAL_NOUN] continuous disturbance or provocation,akanyoomoozano
[GENERAL_NOUN_PLURAL] continuous disturbance or provocations,utunyoomoozano
[NATURE_AND_ENVIRONMENT_NOUN] shrub eaten by goats,akanyuunyarume
[NATURE_AND_ENVIRONMENT_NOUN_PLURAL] shrub eaten by goatses,utunyuunyarume
[GENERAL_NOUN] : hyphen,akanywanisa
[GENERAL_NOUN_PLURAL] : hyphens,utunywanisa
[GENERAL_NOUN] :a very tight cloth,akanywero
[GENERAL_NOUN_PLURAL] :a very tight cloths,utunywero
[GENERAL_NOUN] :mustard seed,akaradaari
[GENERAL_NOUN_PLURAL] :mustard seeds,uturadaari
[GENERAL_NOUN] :inherited trait,akaragwa
[GENERAL_NOUN_PLURAL] :inherited traits,uturagwa
[GENERAL_NOUN] :inherited character or trait,akarande
[GENERAL_NOUN_PLURAL] :inherited character or traits,uturande
[GENERAL_NOUN] :a slunderous utterance,akarebure
[GENERAL_NOUN_PLURAL] :a slunderous utterances,uturebure
[GENERAL_NOUN] : a steep slope,akarengutuko
[GENERAL_NOUN_PLURAL] : a steep slopes,uturengutuko
[GENERAL_NOUN] :sarcasm,akarenzyo
[GENERAL_NOUN_PLURAL] :sarcasms,uturenzyo
[GENERAL_NOUN] :lust for sex,akari
[GENERAL_NOUN_PLURAL] :lust for sexes,uturi
[GENERAL_VERB] to scratch the body,agura
[GENERAL_NOUN] :peer pressure,akariibe
[GENERAL_NOUN_PLURAL] :peer pressures,uturiibe
[GENERAL_NOUN] :lineage,akarondo
[GENERAL_NOUN_PLURAL] :lineages,uturondo
"[GENERAL_NOUN] :something good, or beautiful",akarungi
"[GENERAL_NOUN_PLURAL] :something good, or beautifuls",uturungi
[HEALTH_AND_MEDICINE_NOUN] :a clinic,akarwariro
[HEALTH_AND_MEDICINE_NOUN_PLURAL] :a clinics,uturwariro
[GENERAL_NOUN] :.a steep slope,akashuumo
[GENERAL_NOUN_PLURAL] :.a steep slopes,utushuumo
[TRANSPORT_NOUN] :valve for a tyre,akatima
[TRANSPORT_NOUN_PLURAL] :valve for a tyres,ututima
[GENERAL_NOUN] :a small hut,akatindi
[GENERAL_NOUN_PLURAL] :a small huts,ututindi
[GENERAL_NOUN] :a sloppy place,akasintsimuko
[GENERAL_NOUN_PLURAL] :a sloppy places,utusintsimuko
"[GENERAL_NOUN] slope, descent",akasirimuko
"[GENERAL_NOUN_PLURAL] slope, descents",utusirimuko
[GENERAL_NOUN] :plastic sheeting,akaveera
[GENERAL_NOUN_PLURAL] :plastic sheetings,utuveera
[GENERAL_NOUN] :God in Islamic religion,arrah
[GENERAL_NOUN] :beer: an alcoholic drink,amaarwa
[COMMON_ANIMALS_NOUN] : dog teats,amabwabwa
[GENERAL_NOUN] :being stylish,amadaraka
[ECONOMICS_AND_COMMERCE_NOUN] :Rwandese currency,amafaranga
[GENERAL_NOUN] : hospitable people,amafura
[GENERAL_NOUN] :spots,amagondo
"[GENERAL_NOUN] :conflicts, intrigues, etc",amahaane
[GENERAL_NOUN] :first leaves of beans,amakatyo
[GENERAL_NOUN] ish scales,amakoora
[GENERAL_NOUN] undiluted banana juice.),amakuuta
[GENERAL_NOUN] neighbouring countries),amakuute
[GENERAL_NOUN] a hearty laugh,amakwenkwe
[GENERAL_NOUN] sunflower),amakyandara
[GENERAL_NOUN] germinated plants,amamera
[GENERAL_NOUN] pelvic bones,amanyaanya
[GENERAL_NOUN] rays of the sun,amaranzi
[GENERAL_NOUN] sweating profusely,amaringa-ngingo
[GENERAL_NOUN] type of beads,amarira ga Yubu
[GENERAL_NOUN] water;cold water,amaruhuura-ngingo
"[GENERAL_NOUN] nothing, emptiness",amasa
[GENERAL_NOUN] .dry banana leaves,amasansa
[TECHNOLOGY_NOUN] . electricity,amasanyarazi
[GENERAL_NOUN] breastmilk,amasereka
[COMMON_ANIMALS_NOUN] . a cat's dung,amasobe
[GENERAL_NOUN] bird's droppings,amasokorindo
[GENERAL_NOUN] fresh milk,amasununu
[GENERAL_NOUN] burns,amasya
[GENERAL_NOUN] hot water,amasoso
[GENERAL_NOUN] a road junction,amataane
"[GENERAL_NOUN] steps, or staircases",amatembezo
[GENERAL_NOUN] shelves,amaterekero
[GENERAL_NOUN] dots or spots,amatone
"[GENERAL_NOUN] expectancy, suspense, uncertaint",amasiko
[GENERAL_NOUN] identical twins,amayangi
[GENERAL_NOUN] dancing styles,amazina
[GENERAL_NOUN] no: a negative response,apaana
[GENERAL_NOUN] precious stone,arimansi
[GENERAL_NOUN] Ascension Day,asensiyo
[GENERAL_NOUN] no: a negative response,aswihi
[CHEMISTRY_NOUN] acid,asidi
[GENERAL_NOUN] small hut,akaju k'ekifuuha
[GENERAL_NOUN_PLURAL] small huts,utuju k'ekifuuha
[MATHEMATICS_NOUN] one million,akakaikuru
[MATHEMATICS_NOUN_PLURAL] one millions,utukaikuru
[GENERAL_NOUN] a sieve,akakekeeyo
[GENERAL_NOUN_PLURAL] sieves,utukekeeyo
[GENERAL_NOUN] heel,akakongoijo
[GENERAL_NOUN_PLURAL] heels,utukongoijo
[GENERAL_NOUN] slope,akakonkomoko
[GENERAL_NOUN_PLURAL] slopes,utukonkomoko
[GENERAL_NOUN] apostrophe,akakunukizi
[GENERAL_NOUN_PLURAL] apostrophes,utukunukizi
[NATURE_AND_ENVIRONMENT_NOUN] a creeping plant,akakwatango
[NATURE_AND_ENVIRONMENT_NOUN_PLURAL] creeping plants,utukwatango
[GENERAL_NOUN] a careless talk,akalebule
[GENERAL_NOUN_PLURAL] careless talks,utulebule
[GENERAL_NOUN] difficult times,akalebulebu
[GENERAL_NOUN_PLURAL] difficult timeses,utulebulebu
[GENERAL_NOUN] some peace,akaleecu
[GENERAL_NOUN_PLURAL] some peaces,utuleecu
[GENERAL_NOUN] small packet,akalegete
[GENERAL_NOUN_PLURAL] small packets,utulegete
[GENERAL_NOUN] chin,akaleju
[GENERAL_NOUN_PLURAL] chins,utuleju
[GENERAL_NOUN] thin leg,akalenge
[GENERAL_NOUN_PLURAL] thin legs,utulenge
"[GENERAL_NOUN] pail,bucket",akarobo
"[GENERAL_NOUN_PLURAL] pail,buckets",uturobo
[GENERAL_NOUN] tangerine,akamaganda
[GENERAL_NOUN_PLURAL] tangerines,utumaganda
[GENERAL_NOUN] sign,akamanyiso
[GENERAL_NOUN_PLURAL] signs,utumanyiso
[COMMON_ANIMALS_NOUN] hare,akame
[COMMON_ANIMALS_NOUN_PLURAL] hares,utume
"[GENERAL_NOUN] stool,lockable desk",akameeza
"[GENERAL_NOUN_PLURAL] stool,lockable desks",utumeeza
"[GENERAL_NOUN] a mark,a scar",akamogo
"[GENERAL_NOUN_PLURAL] mark,a scars",utumogo
[COMMON_ANIMALS_NOUN] a chick-bone,akanenero
[COMMON_ANIMALS_NOUN_PLURAL] chick-bones,utunenero
[GENERAL_NOUN] finely ground millet flour,akaniini
[GENERAL_NOUN_PLURAL] finely ground millet flours,utuniini
[GENERAL_NOUN] mouth,akanwa
[GENERAL_NOUN_PLURAL] mouths,utunwa
[COMMON_ANIMALS_NOUN] tortoise,akanyamankogoto
[COMMON_ANIMALS_NOUN_PLURAL] tortoises,utunyamankogoto
"[GENERAL_NOUN] tumult, uproar",akanyamuryaine
"[GENERAL_NOUN_PLURAL] tumult, uproars",utunyamuryaine
[GENERAL_NOUN] type of mushroom,akanyanaka
[GENERAL_NOUN_PLURAL] type of mushrooms,utunyanaka
[GENERAL_NOUN] small white mushroom,akanyansooro
[GENERAL_NOUN_PLURAL] small white mushrooms,utunyansooro
[GENERAL_NOUN] yellow oxalis,akanyuunyambuzi
[GENERAL_NOUN_PLURAL] yellow oxalises,utunyuunyambuzi
"[GENERAL_NOUN] small ball, condom",akapiira
"[GENERAL_NOUN_PLURAL] small ball, condoms",utupiira
[COMMON_ANIMALS_NOUN] chameleon,akapimpina
[COMMON_ANIMALS_NOUN_PLURAL] chameleons,utupimpina
[GENERAL_NOUN] misfortune curse grumbling,empipina /enyapimpina
[GENERAL_NOUN] trait of weakness,akaronkoronko
[GENERAL_NOUN_PLURAL] trait of weaknesses,uturonkoronko
"[GENERAL_NOUN] sign, symbol",akarorwaho
"[GENERAL_NOUN_PLURAL] sign, symbols",uturorwaho
[GENERAL_NOUN] tiny biting fly,akarumanfuuzi
[GENERAL_NOUN_PLURAL] tiny biting flies,uturumanfuuzi
[GENERAL_NOUN] a comma,akasale
[GENERAL_NOUN_PLURAL] commas,utusale
"[GENERAL_NOUN] comb, hair brush",akasanuruzo
"[GENERAL_NOUN_PLURAL] comb, hair brushes",utusanuruzo
"[GENERAL_NOUN] danger, difficulty",akasarre
"[GENERAL_NOUN_PLURAL] danger, difficulties",utusarre
"[GENERAL_NOUN] greatcommotion, confusion",akasasamaro
"[GENERAL_NOUN_PLURAL] greatcommotion, confusions",utusasamaro
[GENERAL_NOUN] shaker,akasekende
[GENERAL_NOUN_PLURAL] shakers,utusekende
[GENERAL_NOUN] seed,akasigo
[GENERAL_NOUN_PLURAL] seeds,utusigo
[GENERAL_NOUN] complete darkness,akasiira
[GENERAL_NOUN_PLURAL] complete darknesses,utusiira
[GENERAL_NOUN] make shift hut,akasiisira
[GENERAL_NOUN_PLURAL] make shift huts,utusiisira
[GENERAL_NOUN] epiglottis,akasondaburo
[GENERAL_NOUN_PLURAL] epiglottises,utusondaburo
[GENERAL_NOUN] tip of a roof,akasorya
[GENERAL_NOUN_PLURAL] tip of a roofs,utusorya
[GENERAL_NOUN] tip of something,akasonga
[GENERAL_NOUN_PLURAL] tip of somethings,utusonga
"[GENERAL_NOUN] enticement, persuasion",akasoono
"[GENERAL_NOUN_PLURAL] enticement, persuasions",utusoono
[GENERAL_NOUN] morning sunshine,akasoonooki
[GENERAL_NOUN_PLURAL] morning sunshines,utusoonooki
"[GENERAL_NOUN] time, season",akasumi
"[GENERAL_NOUN_PLURAL] time, seasons",utusumi
[GENERAL_NOUN] a straw of grass,akasungu
[GENERAL_NOUN_PLURAL] straw of grasses,utusungu
[COMMON_ANIMALS_NOUN] small anthill,akaswa
[COMMON_ANIMALS_NOUN_PLURAL] small anthills,utuswa
[COMMON_ANIMALS_NOUN] small sheep,akataama
[COMMON_ANIMALS_NOUN_PLURAL] small sheeps,ututaama
[GENERAL_NOUN] market,akatale
[GENERAL_NOUN_PLURAL] markets,ututale
[GENERAL_NOUN] handkerchief,akatambaara
[GENERAL_NOUN_PLURAL] handkerchiefs,ututambaara
[GENERAL_NOUN] newly found excitement,akatiiko
[GENERAL_NOUN_PLURAL] newly found excitements,ututiiko
"[GENERAL_NOUN] net, wire mesh",akatimba
"[GENERAL_NOUN_PLURAL] net, wire meshes",ututimba
"[GENERAL_NOUN] a thicket, small forest",akatongo
"[GENERAL_NOUN_PLURAL] thicket, small forests",ututongo
"[GENERAL_NOUN] a dot, full stop",akatoonyezi
"[GENERAL_NOUN_PLURAL] dot, full stops",ututoonyezi
[GENERAL_NOUN] small passion fruit,akatunda
[GENERAL_NOUN_PLURAL] small passion fruits,ututunda
[GENERAL_NOUN] an onion,akatunguru
[GENERAL_NOUN_PLURAL] onions,ututunguru
[GENERAL_NOUN] small mushroom,akatuzi
[GENERAL_NOUN_PLURAL] small mushrooms,ututuzi
[COMMON_ANIMALS_NOUN] squirrel,akawamuje
[COMMON_ANIMALS_NOUN_PLURAL] squirrels,utuwamuje
[GENERAL_NOUN] chronic,akazingo
[GENERAL_NOUN_PLURAL] chronics,utuzingo
[GENERAL_NOUN] uncalled for familiarity,akeemanyiizo
[GENERAL_NOUN] something for emergency,akeerinzo
[GENERAL_NOUN] alphabet,alifu
[GENERAL_NOUN] report,alipoota
"[GENERAL_NOUN] strength,authority, violence, force",amaani
[GENERAL_NOUN] stones,amabaale
[GENERAL_NOUN] shoulders,amabega
[GENERAL_NOUN] fresh air,amabeho
"[GENERAL_NOUN] reeds, elephant grass",amabingo
"[GENERAL_NOUN] savouries, delicacies",amacarya
[GENERAL_NOUN] sesame,amacande
[GENERAL_NOUN] sesame,entungo
"[HEALTH_AND_MEDICINE_NOUN] asthma, bronchitis",amacu
[GENERAL_NOUN] spears,amacumu
[GENERAL_NOUN] churned milk,amacunda
"[GENERAL_NOUN] cunning, craft, wisdom",amacwacwa
"[GENERAL_NOUN] saliva, spittle",amacwanta
"[GENERAL_NOUN] ladders, steps",amadaara
[GENERAL_NOUN] pleats,amadinda
[GENERAL_NOUN] eyes,amadoli
[GENERAL_NOUN] hemp seed,amaduli
"[GENERAL_NOUN] faeces, excrement",amafakubi
[GENERAL_NOUN] difficulty,amagaga
"[GENERAL_NOUN] hundred(100), wealth",amagana
[COMMON_ANIMALS_NOUN] urine of cattle,amaganga
[GENERAL_NOUN] grief,amaganya
"[GENERAL_NOUN] health, strength, life",amagara
[GENERAL_NOUN] overflowing grains,amagaro
[GENERAL_NOUN] return journey,amagaruka
"[GENERAL_VERB] going, an outward journey",amagenda
[GENERAL_NOUN] reaping,amagesa
[GENERAL_NOUN] wisdom,amagezi
[GENERAL_NOUN] profits,amagoba
[GENERAL_NOUN] testicles,amagosi
[GENERAL_NOUN] large granaries,amaguli
[GENERAL_NOUN] nations,amahanga
[GENERAL_NOUN] wonders,amahano
[GENERAL_NOUN] horns,amahembe
[GENERAL_NOUN] eggs,amahuli
[GENERAL_NOUN] Northwest wind,amahunge
[GENERAL_NOUN] news,amahurre
[GENERAL_NOUN] small royal drums,amahurru
[GENERAL_NOUN] intense desire,amairu
"[GENERAL_NOUN] eyes, face",amaiso
"[GENERAL_NOUN] frayed, jagged edges",amajabali
[GENERAL_NOUN] hair,amajagaate
[GENERAL_VERB] to drive from lair,ahya
"[GENERAL_NOUN] decoration, adornment, exaggerations",amajahya
[GENERAL_VERB] to tie loosely,amajenjeka
"[GENERAL_NOUN] red stitching, embroidery",amajooba
"[GENERAL_NOUN] homes, homestead",arnaka
"[GENERAL_NOUN] curdled milk, junket",amakamo
[GENERAL_NOUN] charcoal,amakara
"[GENERAL_VERB] to answer, reply",akiirra
[GENERAL_NOUN] fat cheeks,amakebe
[GENERAL_NOUN] waist,amakendu
[GENERAL_NOUN] wild strawbberries,amakerre
[GENERAL_NOUN] round shoulders,amakooti
[GENERAL_NOUN] hospitality,amakune
[GENERAL_NOUN] in footmall,amakuura
"[GENERAL_NOUN] news, meaning, sense, interpretation",amakuru
[GENERAL_NOUN] short cut,amakutu
[GENERAL_NOUN] round shoulders,amakuuma
[GENERAL_NOUN] rudeness,amakuumuule
[GENERAL_NOUN] water lilies,amalebe
[GENERAL_NOUN] fern,amalere
"[GENERAL_NOUN] over doing, exaggeration",amaligisa
"[GENERAL_NOUN] cunning, craft",amaryo
"[TRANSPORT_NOUN] ford, landing site",amambukiro
[GENERAL_VERB] to be exhausted,andabana
"[GENERAL_VERB] to scatter, exhaust",andakaraza
[GENERAL_NOUN] old mines,amanambo
[GENERAL_NOUN] truth,amananu
"[GENERAL_NOUN] hot charcoal, coals, charcoal",amanda
[HEALTH_AND_MEDICINE_NOUN] mumps,amanduguya
[GENERAL_NOUN] armpits,amankwaha
[GENERAL_NOUN] tunnels made by termites,amanogo
[GENERAL_NOUN] claws of an animal,amanono
[GENERAL_NOUN] semen,amanyaali
"[GENERAL_NOUN] damp , cold",amanyazi
[GENERAL_NOUN] cartridge bolt,amanzamba
"[GENERAL_NOUN] bowels, small intenstines",atnara
"[GENERAL_NOUN] voices, throat, larynx",amaraka
"[GENERAL_NOUN] squint, cross-eyes",amarali
[GENERAL_VERB] to be left friendless,angaarra
[GENERAL_NOUN] divorce,angana
[GENERAL_VERB] to bate each other,angangana
[GENERAL_VERB] to shine,angasana
[GENERAL_VERB] to be quick,anguha
"[GENERAL_VERB] to hasten , accelerate",anguhya
[GENERAL_VERB] to dry slowly,aoikiriza
"[GENERAL_VERB] to make, to bear(fruit)",anisa
[GENERAL_VERB] to spread out,anjara
"[GENERAL_VERB] to be lascivious, licentious",anjuka
"[GENERAL_VERB] to make lascivious, licentious",anjura
[GENERAL_NOUN] forge,anjurukuka
[GENERAL_VERB] to open (book),anjuurra
"[GENERAL_VERB] to question deceitifully, provoke",araara
[GENERAL_VERB] to be level,arra
"[GENERAL_VERB] to be spread, furnished",anva
[GENERAL_VERB] to open (of mouth),asama
"[GENERAL_VERB] to crush, pound",atangura
[GENERAL_VERB] to hatch out,atira
[GENERAL_NOUN] type of lilies,amaranga
[GENERAL_NOUN] pride,amarara
[GENERAL_NOUN] scarlet seeds,amarunga
"[GENERAL_NOUN] estates, plantations",amasamba
[GENERAL_NOUN] latex of rubber tree,amasanda
"[GENERAL_NOUN] ivory, tusks",amasanga
"[GENERAL_NOUN] leafy twigs, foliage",amasanyu
[GENERAL_NOUN] sparks,amasasaazi
[GENERAL_NOUN] bullets,amasasi
"[GENERAL_NOUN] descent, slope,south",amasirimuko
[GENERAL_NOUN] top of a tree,amasorya
"[GENERAL_NOUN] loneliness, solitude",amasu
[GENERAL_NOUN] fresh milk,amasumi
[GENERAL_NOUN] whiskers,amasurubbu
[GENERAL_NOUN] raffia,amaswale
[GENERAL_NOUN] milk,amata
"[GENERAL_NOUN] harness, saddle",amatandiiko
[GENERAL_NOUN] patches,amatanga
"[GENERAL_NOUN] cross-roads, junction",amatangatangano
[GENERAL_NOUN] ladders,amatembero
[GENERAL_NOUN] ears,amatu
[GENERAL_NOUN] fungus found on trees,amatu g'abakaikuru
[GENERAL_NOUN] birthday,amazaarwa
"[GENERAL_NOUN] dung, feaces,stool",amazi
[GENERAL_NOUN] tears,amaziga
[GENERAL_NOUN] truth,amazima
[GENERAL_NOUN] sharpness,amoogi
[GENERAL_NOUN] feathers/hair,amooya
[GENERAL_NOUN] mine,ange
[GENERAL_NOUN] answer,ansa
"[GENERAL_NOUN] black, black person",arukwiragura
[GENERAL_NOUN] yours,awe
[GENERAL_VERB] to catchin the hands,baka
[GENERAL_NOUN] relatives,baabu
[GENERAL_VERB] to dig over lightly,baajura
"[GENERAL_NOUN] chorus, choir",baanuukuzi
[GENERAL_NOUN] bleached calico (best quality),bafuta
[GENERAL_VERB] speak loudly with anger,baguka
[GENERAL_NOUN] okra,baamya
"[MILITARY_NOUN] demi-god, soldier",bachwezi
[GENERAL_NOUN] they despise,bagaya
[GENERAL_NOUN] agricultural people and artisans,bahera
[GENERAL_NOUN] pastoralists,bahima
[COMMON_ANIMALS_NOUN] pastroral cow-men,bahuma
[GENERAL_NOUN] beyond expectation,bakisaagya
"[GENERAL_VERB] to seize on, catch",bakura
[GENERAL_VERB] to catch fire (house),bakwa
[GENERAL_NOUN] Monday,Baraza
"[GENERAL_VERB] to estimate, budget, calculate",barurra
[GENERAL_VERB] to be joyfu,bambagya
[GENERAL_VERB] to be squashed (soil),bambatara
[GENERAL_VERB] to squash,bambataza
[GENERAL_VERB] to fulfill,bambika
"[GENERAL_VERB] to lift up, raise",bandaatura
[GENERAL_VERB] to belp,banganira
[GENERAL_NOUN] large purple orchid,bankizaki
"[GENERAL_VERB] to count,calculate",bara
[GOVERNANCE_AND_ADMINISTRATION_NOUN] a governor,Barozi
[GENERAL_VERB] to baptize,batiza
