english,lunyoro
My grandfather's funeral will be a celebration of his life - e told stories and laughed through our tears.,orufu rwa isenkuru nyowe nirwija kuba kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omumaziga gaitu
My grandfather's funeral has been a celebration of his life - e told stories and laughed through our tears.,orufu rwa isenkuru nyowe rubairekijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omuziga gaitu
"If l did anything without fear of failure, l'd start my own business.","kakuba nakozire ekintu kyona ntaine okutina rundi okulemererwa,ninyija okutandikaho bizinesi yange"
"If l will do anything without fear of failure, l'd start my own business.","kakuba ninyija kukora ekintu kyona ntaine okutina rundi okulemererwa, ninyija kutandikaho bizinesi yange"
"If l has done anything without fear of failure, l'd start my own business.","kakuba mba nkozire ekintu kyona ntaine kutina rundi okulemererwa, ninyija kutandikaho bizinesi yange"
When they make unexpected discoveries.,obubarakora okuseruruza okubatetekanize
When they will make unexpected discoveries.,obubarakoradi okuseruruza okubatetekanize
When they have made unexpected discoveries.,obubakozire okuseruruza okubatetekanize
You needed to keep your leg elevated to reduce swelling.,noyetagisibwa okuwikaza okuguru kwawe kwimukize kukehya okuzimba
You will need to keep your leg elevated to reduce swelling.,noija okwetagisibwa okwikaza okuguru kwawe kwimukize kukehya okuzimba
You have needed to keep your leg elevated to reduce swelling.,okaire noyetagisibwa okwikaza okuguru kwawe kwimukize kukehya okuzimba
"No matter what you said, I won't change my mind.","tifwireyo biki bwobailize, tinkwija kuhindura ebitekerezo byange"
"No matter what you will say, I won't change my mind.","tifwireyo biki obworukwija kabaza, tinkwija kuhindura ebitekerezo byange"
"No matter what you have said, I won't change my mind.","tifwireyo ogambireki, tikwija kuhindura ebitekerezo byange"
Farmers used compost to improve soil structure.,abalimi bakakozesa ebijunzire okuhidura engeri y'itaka
Farmers will use compost to improve soil structure.,ablimi nibaja kuozesa ebijunzire okuhindura engeri y'itaka
Farmers have used compost to improve soil structure.,abalimi bakozesaze ebijunzire okuhindura engeri y'itaka
Reconstruction efforts continued in affected areas.,amani g'okwombeka buhyaka geyongire omubicweka ebyali bihikirweho
Reconstruction efforts will continue in affected areas.,amani g'okwombeka buhyaka nigaija kweyongera omubicweka ebyalibihikirweho
Reconstruction efforts have continued in affected areas.,amani g'okwombeka buhyaka geyongire omubicweka ebyali bihikirweho
He paid off all his debts.,akasasura amabanjage gona
He will pay off all his debts.,naija okusasura amabanjage gona
He has paid off all his debts.,asaswire amabanjage gona
The maize crop is damaged by fall armyworm.,ebicoli bisisirwe kadoima
The maize crop was damaged by fall armyworm.,ebicoli bikasiswa kadoima
The maize crop will be damaged by fall armyworm.,ebicoli nibija kusisibwa kadoima
The researchers study the impact of climate change on food security when they developed new adaptation strategies.,abaseruruzi bakasomaho engeri y'okuhinduka hinduka y'enyikara ekutalibaniza ebwokulya obubatandikireho enkora empyaka
The researchers will study the impact of climate change on food security when they developed new adaptation strategies.,abaseruruzi nibaja kusomaho engrri y'okuhindukahinduka y'enyikara ekutabaniza ebwokulya obubatandikireho enkora empyaka
The researchers have studied the impact of climate change on food security when they developed new adaptation strategies.,abaseruruzi basomereho engeri y'okuhindukahindikuka y'enyikara ekutabaniza ebyokulya obubatandikireho enkora empyaka
Traditional crafts included barkcloth making.,ebintu by'emikono by'enzarwa tutwaraine okukora orubugo
Traditional crafts will include barkcloth making.,ebintu by'emikono by'enzarwa nitwija kutwarana okukora orubugo
Traditional crafts have included barkcloth making.,ebintu by'emikono by'enzarwa tutwaraine okukora orubugo
He invests in a hedge fund.,atekamu sentu nyigi muno
He invested in a hedge fund.,akatekamu sente nyingi muno
He will invest in a hedge fund.,naija kutekamu sente nyingi muno
She prided herself on her cooking.,akenyumirizamu omukucumba kwe
She will pride herself on her cooking.,naija okwenyumirizamu omukucumba kwe
She has prided herself on her cooking.,ayenyumirize omukucumba kwe
The new theater is accessible to people with disabilities.,izaniro ly'emizano elihyaka likingwire hali abantu abaine obulema
The new theater was accessible to people with disabilities.,izaniro ly'emizano elihyaka likakingurwaho hali abantu abaine obulema
The new theater has been accessible to people with disabilities.,izaniro ly'emizano elihyaka likigwireho hali abantu abane obulema
We gave the first milk from the cow to the ancestors.,tukaha amata g'ente ag'okubaza hali ba'isekuru itwe
We will give the first milk from the cow to the ancestors.,nitwija kuha amata g'ente ag'okubaza hali ba'isekuru itwe
We have given the first milk from the cow to the ancestors.,tuhaire amata g'ent ag'okubanza hali ba'isenkuru itwe
The treatment was painful but is usually effective.,obujanjabi bwali bwoburumi baitu bukakoraho
The treatment will be painful but is usually effective.,obujanjabi nibwija kuba bwoburumi baitu nibukoraho
The treatment has been painful but is usually effective.,obujanjabi bubaire bwoburumi baitu nibukoraho
The environmental awareness campaign reaches over one million people.,omuranga gw'okumanyira eby'obuhangwa guhikire abantu akakaikuru kamu
The environmental awareness campaign reached over one million people.,omuranga gw'okumanyira eby'obuhangwa gukahika abantu akakaikuru kamu
The environmental awareness campaign will reach over one million people.,omuranga gw'okumanyira eby'obuhangwa nigwija kuhika akakaikuru kamu
We celebrate the harvest festival at the end of the season.,tujaguza amagesa hakumalira kwa sizoni
We celebrated the harvest festival at the end of the season.,tukajaguza amagesa hakumalira kwa sizoni
We have celebrated the harvest festival at the end of the season.,tujagwize amagesa hakumalira kwa sizoni
I found God more easily in nature than in any building.,nsangire ruhanga ayanguhire muno omuby'obuhangwa kukira ebyombeko
I will find God more easily in nature than in any building.,ninyija kusanga ruhanga ayanguhire muno omu by'obuhangwa kukira omubyombeko
I have found God more easily in nature than in any building.,nsangire ruhanga ayanguhire muno omuby'obuhangwa kukira omubyombeko
The new variety is suitable for higher altitudes.,ebibo empyaka nekora kurungi hansi eyimukire
The new variety was suitable for higher altitudes.,ebibo empyaka ekaba esemerire hansi eyimukire
The new variety has been suitable for higher altitudes.,ebibo emyaka ebaire nungi hansi eyimukire
The company entered new markets.,kampini ekataha omukatale akahyaka
The company will enter new markets.,kampuni nija kutaha mukatale akahyaka
The company has entered new markets.,kampuni etahire omukatale akhyaka
The Tooro palace in Fort Portal attracted many visitors.,ekikali kyatooro mu fort portal kikasikiriza abagenyi baingi
The Tooro palace in Fort Portal will attract many visitors.,ekikali kyatooro mu fort portal kikasikiriza abagenyi baingi
The Tooro palace in Fort Portal has attracted many visitors.,ekikali kya tooro mu fort portal kisikirize abagenyi baingi
I pay my property insurance yesterday.,nsasura ebintu byange nsuwarensi ijo
I will pay my property insurance yesterday.,ninyja okusasura ebintu byange nsuwarensi ijo
I have paid my property insurance yesterday.,niyinja okusasura ebintu byange nsuwarensi ijo
"Every ritual had a meaning, even if we don't always understand it.","buli mugenzo gwali gwine ekigurukumanyisa, nobu kiraba tutukugwetegereza."
"Every ritual will have a meaning, even if we don't always understand it.","buli mugenzo nigwija kugira ekirukumanyisa, nobu kiraba tutukugwetegereza"
"Every ritual has had a meaning, even if we don't always understand it.","buli mugenzo gubaire gwine ekigurukumanyisa,nobu kiraba tutukugwetegereza"
I had a prayer I say when I'm falling asleep-it's the last thing on my mind.,nkaba nyine esaara eyinasabaga kakuba mpura oturo - nikyo kintu ky'okumalira omubwongo bwange
I will have a prayer I say when I'm falling asleep-it's the last thing on my mind.,ninyija kugira esaara eyinasabaga kakuba mpura oturo - nikyo kintu ky'okumalira omubwongo bwange
I have had a prayer I say when I'm falling asleep-it's the last thing on my mind.,nkagira esaara eyinasabaga kakuba nahuraga oyuro - nikyo kintu ky'okumalira omubwongo bwange
We offered extended warranties on electronics.,tuhaireyo okwongezebwa kwa waranti hamasanyarazi
We will offer extended warranties on electronics.,nitwija okwongezayo waranti hamasanyarazi
We have offered extended warranties on electronics.,tuhaireyo okwongezebwayo waranti ha masanyarazi
"If the community does not overgraze the land, the soil would still be fertile.","kakuba abantu batalisiza muno, itaka nirija kusigara rw'orwezo"
"If the community will not overgraze the land, the soil would still be fertile.","kakuba abantu batarukwija kulisiza muno, itaka nirija kusigara ry'orwezo"
"If the community has not overgrazed the land, the soil would still be fertile.","kakuba abantu batalisize muno, itaka lyandisigaire ry'orwezo"
The central bank lowers interest rates.,banka enkuru ekehya amagoba
The central bank lowered interest rates.,banka enkuru ekakehya amagoba
The central bank has lowered interest rates.,banka enkuru ekeheze amagoba
The patient showed signs of sepsis.,omrwaire ayolekerege oburorwaho obwokwekengera
The patient will show signs of sepsis.,omrwaire naija kwoleka oburorwaho obwokwekengera
The patient has shown signs of sepsis.,omurwaire ayolere oburorwaho obwokwekengera
I used a credit card for the rewards points.,nkozeseze kadi yabanka okutunga obugoba
I will use a credit card for the rewards points.,ninyija okukozesa kadi yabanka okutunga obugoba
I have used a credit card for the rewards points.,nkozeseze kadi yabanka okutunga obugoba
The environmental education center has inspired a new generation of environmental leaders.,"ab'ekitongole kyebitwehinguliriize eky'ebyeruyegesa batairemu omuhumbo ab'emyaaka erw kuuba bebembezi,bebitwehinguliriize."
The new comedy series on television has everyone talking.,"omuzaano ogworutimbi ourukusekesa buli omu, nagubazaaho."
We will celebrate the first fruits with a ceremony at the shrine.,haibandiro nuho turukwiija kujaguliza ebijuma ebyokubanza.
The rainmaker performed the ritual to protect the crops yesterday.,"ekiro ekyaijo omurwa gw'okulinda ebirimwa, omwigi wenjura agukozirege."
She has this way of looking at me that makes me feel like the only person in the world,aine omulingo ogwandoramu ogunde tera kwehurra nk'omuntu wenka omunsi yoona.
Permanent beds improve soil structure.,obusiri bwensigo zokubyara busemeza omulingo gwiltaka
"If the symptoms worsen, seek medical attention immediately.",kukuba oburorwaho bugumizamu hikirra abafumu ahonaho.
We will celebrate the end of the dry season with a ceremony of thanks.,nitwija kujaguza empero y'ekyanda nomukoro gw'okusiima.
The marketing team is testing new advertising channels.,akatebe akobutale nikalengesaho emikura kamanyisa amakuru
Traditional healers used herbs and spiritual practices.,abafumu abenzaarwa bakozesaaga ebisaka n'emyoyo emibi.
The gazelle ran so fast that the cheetah could not catch it.,engabi katanga ekairuka ekirurru neliina hurutu kukurwaata
The company is facing shareholder activism.,kampuni eri mukusindikwa abemigabo
Contour plowing follows the land's natural contours.,kulima kwemikiiko hansozi kuhondera emera yensi eyobuhangwa.
Traditional religion included belief in a supreme creator.,omunyikiriza eyenzaarwa harumu okumanya omuhangi.
"If l had'nt hit rock bottom , l never would have rebuilt my life the way l wanted it.","kakuba nali ntatiire hansi y'ibaale , tinakwongiire kwombeka obw'omeezi bwange nkooku bugondeze."
We offer the first beer from the new brew to the ancestors.,amaarwa ago'kubanza kuruga omu maarwa agalisiibwe buhyaka tugahongera baisenkuru itwe abaira.
Traditional religion included rituals for rain and harvest.,enyikiriza enzaarwa ekaba erumu emirwa y'okwisa enjura n'okugesa.
The economy is projected to grow at a moderate pace.,obuguuda bwihanfa nubuleberizibwe okukurra ha ndubata ingaine -ingaine
The filmmaker has edited her movie and is ready to show it to the world.,"omutekanisa webisisani by'oeutmbi ayecencwiire omuzaana gw'ebisisani ebiruugenda , n'amaraka gaakyo kandi ayeteekaiize kugwoleka omunsi yoona."
"Every year, I understand a little more and claim a little less.","buli mwaka,nyetegerezaho muno kyonka nyetwarra bike."
I paid my water bill yesterday.,ekiro ekyaijo nkasasura ibanja lyamaizi.
I attended a friend's baptism even though I'm not christian-it was an honor to witness.,"hakubatizibwa kwamunywani wange, nkabaho nobundaba ntali mukristo baitu gwali mugisa kubaho."
The family next door brought us meals for a whole month after my surgery.,eka eyeri haihi naitwe ekakuletera ebyokulya habwomwezi gwona nyuma yange yokusemezibwa.
"The year we couldn't afford gifts , we wrote each other letters instead - l still have mine.","omwaka tutarasoboire ebisembo , tukahandikira ngana ebbaruha omukikaro -eyange nkyagiine."
The overgrazing has been reducing the lands ability to recover after rain.,kulisiza ebisolo biingi hataito kikeheze kugarurwa buhyaka oku'itaka enjura obwerukuba eqwiire.
You'll need to have your bone density tested.,noija kwetaagisa kupima obulemeezi bw'amagufa gaawe.
The bear caught salmon in the river with its huge paws.,ehudu ekakwaata encu eyebiriisa bingi omukisaaru nekiganja kyaayo ekikooto
"I never appreciated my mother,s cooking until l moved out and had to feed myself.",nkaba ntakasiimaga encumba ya nyina nyowe kuhikya obu naganzire aheeru kandi niyeriisa.
She's busy preparing for her exams.,aliyo nayetekanizira ebigezo.
I miss the way the whole neighborhood would decorate for festivals when l was a kid.,ninferwa omulingo amaka agatwetoraire nkoku bategekaga ebiro bikukuru nkyali mwana.
Yusuf Lule served as president briefly.,yusuf lule akebembera ihanga habwakasumi kake.
"If you're struggling , the book of job might speak -its about suffering and faith.",obworaba notalubana omubwomeezi ekitabu kya yobu nikisobora kukukanyere kuzazaaho okwikirza nokubonabona.
She had been working as an accountant for years before she started her own firm.,omukazi abaire nakora nka mukuru webyensimbi atakakozire ekitebe ekisubuzi ekye
The clam burrowed into the sand when the tide went out.,ekyenyanja rulindwa ngamba kikezimbiiko mumusenyi obwe bigonzi byaculiire
The environmental education center inspired a new generation of environmental leaders.,isomero ly'ebyobuhangwa likagaramu amani abebembezi abeby'obuhangwa ab'omulembe omuhyaka
The environmental education center will inspire a new generation of environmental leaders.,isomero ly'ebyobuhangwa nirija okugaramu amani abebembezi abeby'obuhangwa ab'omulebe omuhyaka
The new comedy series on television had everyone talking.,katemba empyaka hativi ekaba ine bulyomu nabaza
The new comedy series on television will have everyone talking.,katemba empyaka hativi nija kuba ine bulyomu nabaza
The new comedy series on television has had everyone talking.,katemba empyaka hativi ekaire ine bulyomu nabaza
We celebrate the first fruits with a ceremony at the shrine.,tujaguza ebijuma ebyokubanza n'ekijaguzo hairamizo
We celebrated the first fruits with a ceremony at the shrine.,nitwijaguza ebijuma ebyokubanza n'ekijaguzo hairamizo
We have celebrated the first fruits with a ceremony at the shrine.,tujagwize ebijuma ebyokubanza n'ekijaguzo hairamizo
The rainmaker performs the ritual to protect the crops yesterday.,anagisa enjura abanza okukora emigenzo kulinda ebirimwa ijo
The rainmaker will perform the ritual to protect the crops yesterday.,anagisa enjura naija kubanza okukora emigenzo kulinda ebirimwa ijo
The rainmaker has performed the ritual to protect the crops yesterday.,anagisa enjura akozire emigenzo lulinda ebirimwa ijo
She had this way of looking at me that makes me feel like the only person in the world,akaba aine engeri akundoramu eyekaba nendetera okuhura ninyo nyeka omunsi
She will have this way of looking at me that makes me feel like the only person in the world,naija okugira engeri akwija okundoramu endetere okuhura ninyowe nyeka omunsi
She has had this way of looking at me that makes me feel like the only person in the world,akaba aine engeri akaba nandoramu nendetera okuhura ninyowe nyeka omusi
Permanent beds improved soil structure.,ebitabu ebihanganzi bihindura engeri y'itaka
Permanent beds will improve soil structure.,ebitabu ebihangazi nibija okuhindura engeri y'itaka
Permanent beds have improved soil structure.,ebitabu ebihanganzi bihindwire engeri y'itaka
"If the symptoms worsened, seek medical attention immediately.","kakuba oburorwaho bweyongera, omusere obuyambi by'abafumu bwango"
"If the symptoms will worsen, seek medical attention immediately.","kakuba oburorwaho bwija okweyongera, musere obuyambi by'abafumu bwango"
"If the symptoms have worsened, seek medical attention immediately.","kakuba oburorwaho bweyongeraho, musere obuyambi by'abafumu bwango"
We celebrate the end of the dry season with a ceremony of thanks.,tujaguza okumalira kw'ekyanda n'ekijaguzo ky'okusima
We celebrated the end of the dry season with a ceremony of thanks.,tukajaguza okumalira kw'ekyanda n'ekijaguzo ky'okusima
We have celebrated the end of the dry season with a ceremony of thanks.,tujagwize okumalira kw'ekyanda n'ekijaguzo ky'okusima
The marketing team tested new advertising channels.,abarangi bakarozaho omukutu gw'okurangira omuhyaka
The marketing team will test new advertising channels.,abarangi nibaija okurozaho omukutu gw'okurangira omuhysks
The marketing team has tested new advertising channels.,abarangi barolezeho omukutu gw'okurangira omuhyaka
Traditional healers used herbs and spiritual practices.,omufumu akakozesa ebisaka n'oburogo
Traditional healers will use herbs and spiritual practices.,omufumu naija okukozesa ebisaka n'oburogo
Traditional healers have used herbs and spiritual practices.,omufumu akozeseze rbisaka n'oburogo
The gazelle so fast ran that the cheetah could not catch it.,amaya iruka muno nti ekitalago tesobora okugigwata
The gazelle will so fast run that the cheetah could not catch it.,amaya nija kwiruka muno nti ekitalago tikisobora okugikwata
The gazelle has so fast run that the cheetah could not catch it.,amaya ekakairuka muno nti ekitalago tikisobora okugikwata
The company faced shareholder activism.,kampuni ekatangatangana okweteranizamu kw'abemigabo
The company will face shareholder activism.,kampuni neja kutangatangana okweteranizamu kw'abemigabo
The company has faced shareholder activism.,kampuni etangaine okweteranizaho kw'abemigabo
Contour plowing followed the land's natural contours.,okulima enyiringani kukahondera orugyegye orwobuhangwa
Contour plowing will follow the land's natural contours.,okulima enyiringani nikwija okuhondera orugyegye orwobuhangwa
Contour plowing has followed the land's natural contours.,okulima enyiringanikihondire orugyegye orwobuhangwa
Traditional religion included belief in a supreme creator.,okubandwa kubamu okwikiriza muruhanga
Traditional religion will include belief in a supreme creator.,okubandwa nikwija kubamu okwikiriza muruhanga
Traditional religion has included belief in a supreme creator.,okubandwa kubairemu okwikiriza omuruhanga
"If l had'nt hits rock bottom, l never would have rebuilt my life the way l wanted it.","kakuba ntalitire obutobo bw'ibale, tinandyombekere obwomezi bwange ngeri nali ni nyenda"
"If l had'nt will hit rock bottom, l never would have rebuilt my life the way l wanted it.","kakuba ntatereobutobo bw'ibale, tinandyombekere obwomezi bwange ngeri nali ni nyenda"
"If l had'nt has hit rock bottom, l never would have rebuilt my life the way l wanted it.","kakuba nalintalitire obutobo bw'ibale, tinandyombekere obwomezi bwange ngeri nali ni nyenda"
We offered the first beer from the new brew to the ancestors.,tukagaba biya ey'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe
We will offer the first beer from the new brew to the ancestors.,nitwija kutunda omwenge ogw'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe
We have offered the first beer from the new brew to the ancestors.,tuhaire omwenge ogw'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe
Traditional religion included rituals for rain and harvest.,okubandwa kukaba kulimu emigenzo y'enjura n'okugesa
Traditional religion will include rituals for rain and harvest.,okubandwa nikwija kubamu emigenzo y'enjura n'okugesa
Traditional religion has included rituals for rain and harvest.,okubandwa kubairemu emigenzo y'enjura n'okugesa
The economy was projected to grow at a moderate pace.,ebyefuna bakabitebereza okukura mporampora
The economy will be projected to grow at a moderate pace.,ebyefuna nibija okuteberizibwa okukura mpora mpora
The economy has been projected to grow at a moderate pace.,ebyefuna biteberizibwe okukura mporamporam
The filmmaker edits her movie and is ready to show it to the world.,omukozi wafilimu ahinduramu omuzanogwe kandi ayetekanize okugwoleka ensi
The filmmaker edited her movie and is ready to show it to the world.,omukozi wafilimu akahinduramu omuzanogwe kandi ayetekanize okugwoleka ensi
The filmmaker will edit her movie and is ready to show it to the world.,omukozi wafilimu naija okuhinduramu omuzanogwe kandi ayetekanize okugwoleka ensi
"Every year, I understood a little more and claim a little less.","buli mwaka, nketegerezamu kataito kandi nayebundaza kataito"
"Every year, I will understand a little more and claim a little less.","buli mwaka, ninyija okwetegerezamu kataito kandi nyebundanze kataito"
"Every year, I have understood a little more and claim a little less.","buli mwaka, nyetegereza kataito kandi nyebundaza kataito"
I pay my water bill yesterday.,nkasasu amaizi gange ijo
I will pay my water bill yesterday.,ninyija okusasura amaizi gange ijo
I have paid my water bill yesterday.,nsaswire amaizi gange ijo
I attend a friend's baptism even though I'm not christian-it was an honor to witness.,nkataha okubatizibwa kwamunyani wange nobu kiraba tindi mukurisitayo- kibaire kyekitinisa okuba kaiso
I will attend a friend's baptism even though I'm not christian-it was an honor to witness.,ninyija okutaha okubatizi kwamunyani wange nobu kiraba tindi mukurisitayo- kibaire kyekitinisa okuba kaiso
I have attended a friend's baptism even though I'm not christian-it was an honor to witness.,ntahire okubatizibwa kwamunyani wange nobu kiraba tindi mukurisitayo- kibaire kyekitinisa okuba kaiso
The family next door brought us meals for a whole month after my surgery.,eka harwigi orukugarukaho batugulire ebyokulya by'omwezi gwona hanyuma y;okusemeza
The family next door will bring us meals for a whole month after my surgery.,eka harwigi orukugarukaho nibaija okutugura ebyokulya by'omwezi gwona hanyuma y'okusemeza
The family next door has brought us meals for a whole month after my surgery.,eka harwigi orukugarukaho etugulirege eby'okulya b'yomwezi gwona hanyuma y'okusemeza
"The year we did not afford gifts, we wrote each other letters instead - l still have mine.","omwaka nambere tutalisobwoire ebisembo, tukehandikira ebaroha - nkyaine eyange"
"The year we will not afford gifts, we wrote each other letters instead - l still have mine.","omwaka nambere titutrukwija okusobora ebisembo, nitwija kwahandikira ebaroha - nkyaine eyange"
"The year we have not afforded gifts, we wrote each other letters instead - l still have mine.","omwaka ogututasobwoire ebisembo, nitwija okuhandika ebaroha - ekyaine eyange"
The overgrazing reduces the lands ability to recover after rain.,okulisa muno kukehya obusobozi bwitaka okugara enjura
The overgrazing reduced the lands ability to recover after rain.,okulisa muno kukeheze obusobozi bwitaka okugara enjura
The overgrazing will reduce the lands ability to recover after rain.,okulisa muno nikwija okukehya obusobozi bwitaka okugara enjura
You needed to have your bone density tested.,okaire noyetagisibya okukebera igufwa lyawe ly'omugongo
You will need to have your bone density tested.,noija okwetagisibwa okukebera igufwa lyawe ly'omugongo
You have needed to have your bone density tested.,noyetagisibwa okukebara igufwa lyawe ly'omugongo
The bear caught salmon in the river with its huge paws.,beeya ekakwata esamaki omukyeya n'ebinono byayo ebikoto
The bear will catch salmon in the river with its huge paws.,beeya nija okukwata esamaki n'ebinono byayo ebikoto
The bear has caught salmon in the river with its huge paws.,beeya ekakwata esamaki omukyeya nebinono byayo ebikoto
"I never appreciate my mother, s cooking until l moved out and had to feed myself.",tisima iyina nyowe habw'okucumba okuhikya obunagezire natandika okwerisa
"I never will appreciate my mother, s cooking until l moved out and had to feed myself.",tindikwija okusima inyina nyowe habw'okucumba okuhikya obunagezire natandika okwerisa
"I never have appreciated my mother, s cooking until l moved out and had to feed myself.",tinadisimire nyina nyowe habwocumba okuhikya obunagenzire natandika okwerisa
She was busy preparing for her exams.,akaba alibize nayetekaniriza ebirenngeso
She will be busy preparing for her exams.,naija kubabize nayetekaniriza ebirengeso
She has been busy preparing for her exams.,abaire bize nayetekaniriza ebirengeso
I missed the way the whole neighborhood would decorate for festivals when l was a kid.,nyikaire niburwamu omulingo abatahi batimba ebijaguzo obukaba nkyali muto
I will miss the way the whole neighborhood would decorate for festivals when l was a kid.,ninyija okuburwamu engeri abatahi batimba ebijaguzo obukaba nkyali muto
I have missed the way the whole neighborhood would decorate for festivals when l was a kid.,nbuzirwemu omulingo abatahi batimba ebijaguzo obukaba nkyali muto
Yusuf Lule served as president briefly.,yusufu lule akaherezaho nkomukuru wihanga kumara akasumi kataito
Yusuf Lule will serve as president briefly.,yusufu lule naija okuherezaho nkomukuru wihanga kumara aksumi kataito
