english,lunyoro
The earthquake damaged historical buildings that had stood for centuries.,omusisa gukasiisa amaju aga'ira agaali gali nkekujukyo habw'e myaake n'e myaka.
"When l achieved something big, l felt my grandmother smiling somewhere.",obuna tungire ekintu kukooto kamanya nyinenkuru nyowe akaba aliyo namwegerra.
Gorilla trekking attracts tourists from around the world.,abarambuzi baruga omunsi yoona kwija kuroora ebiteera.
I keep a diversified portfolio to manage risk.,nyowe omuganda gwebintu ngulindira omubicweka habwekwerinda ekirajja
"By the end of this project, we will have restored five hundred hectares of forest.",hakumaliira kwomulimo gunu nitwiija kuba tumazire kugarraaho hekita bikumi bitaano zekibira.
"I love the season of Advent-the waiting, the anticipation, the hope.",ngonza akasumi kokwija okuhindurra kutaho omutima nokunihira.
"Traditional crafts included pottery, weaving and iron working.","emirimo yemikono hakaba harumu okubumba, okuruka n'okuheesa."
She's recovering well after the surgery.,ali mukukira hanyuma y'okumusemeza.
The children were collecting firewood when they saw a wild animal.,abaana obubaali ninaseenya nubwo baarozire ekisoro
The reforestation project has created habitat for endangered species.,"omulimo gwokugarurwa hokwebibira ,kwatireho oburaara bwebihangirwe bitali bimu ebitaaha mwkabi ko kwiitwa."
I received a dividend payment from my shares yesterday.,kiro kyaijo ntungirege amagoba kuruga ha migabo yange.
The hospital has a dedicated oncology ward.,irwarro line ekiisika ky'abarwaire b'ekookoro.
The women are weaving the baskets that will be used to carry offerings.,abakazi nibaruka ebiibo byokuhongeramu.
The company is investing in new technology.,kampuni nesiga ensimbi omu magezi agakora ebintu tekenoloje
"We make a pact in college that if neither of us was married by forty, we'd marry eachother.","tukora omukago haisomero ngu kakuba tutaswerwa hamyaka amakumi ana, nitwija okweswera"
"We will make a pact in college that if neither of us was married by forty, we'd marry eachother.","nitwija okukora omukago ngu kakuba tutaswera hamyaka amakumi ana, nitwija okweswera"
"We have made a pact in college that if neither of us was married by forty, we'd marry eachother.","tukozire omukago haisomero ngu kakuba tutaswerwa hamyaka amakumi ana, nitwja okweswera"
The new irrigation technology saves water.,enkora yakalimage e'okusesira amaizi ebirimwa nekehya okuduguda amaizi
The new irrigation technology saved water.,enkora yakalimagezi eyokusesira amaizi ebirimwa ekehya okuduguda amaizi
The new irrigation technology has saved water.,enkora yokusesira maizi ebyokusesira amaizi ebirimwa ekehya okuduguda amaizi
Diwali was the festival of lights-we light lamps to celebrate good over evil.,diwali kyali kijaguzo ky'okurwana-tuhemba etara okujaguza ebirungi okukira ebibi
Diwali will be the festival of lights-we light lamps to celebrate good over evil.,diwali nikija okubakijaguzo ky'okurwana- tuhemba etara okujaguza ebirungi okukira ebibi
Diwali has been the festival of lights-we light lamps to celebrate good over evil.,diwali kibaire kijaguzo kyekyererezi-tuhemba etara okujaguza ebirungi okukira ebibi
The government increases taxes next year.,gavumenti eyongizi emisoro omwaka ogukwija
The government increased taxes next year.,gavumenti ekongeza emisoro omwaka ogurukwija
The government has increased taxes next year.,gavumenti eyongize emisoro omwaka ogurukwija
My biggest academic failure led me to a completely different path that I love.,obuzibu bwange bwokusoma bukandetereza okugenda omumuhanda nkaba ntarukwenda
My biggest academic failure will lead me to a completely different path that I love.,obuzibu bwange bwokusoma nibwija okundetereza okuokugenda omumuhanda ntakwenda
My biggest academic failure has led me to a completely different path that I love.,obuzibwange bwokusoma bundeterize okugenda omumuhanda ntakwenda
The community developed a climate resilience plan to prepare for extreme weather events.,abantu batandikireho entegeka z'okulinda obuhangwa okutekaniza habwencukacuka embera yobwire
The community will develop a climate resilience plan to prepare for extreme weather events.,abantu nibaija okutandikaho okulinda ebyobuhangwa okutekaniza habwencukacuka embera yobwire
The community has developed a climate resilience plan to prepare for extreme weather events.,abantu batandikireho okulinda eybyobuhangwa okutekaniza habwecukacuka yobwire
"The wildfire burned for weeks, creating a smoke plume visible from space.","omuro gwe ekisaka gukokya okumara wiiki, nigukora ekika omumwanya"
"The wildfire will burn for weeks, creating a smoke plume visible from space.","omuru gwe ekisaka nigwija okwocya okumara wiiki, nigukora ekika omumwanya"
"The wildfire has burned for weeks, creating a smoke plume visible from space.","omuro gwe ekisaka gwokeze okumara wiiki,nigukora ekika omumwanya"
The Bamasaba people held the Imbalu ceremony every even year.,abantu bamasaba batekaniza emikoro yambale buli mwaka gwanyakabiri
The Bamasaba people will hold the Imbalu ceremony every even year.,abantu bamasaba nibaija okutekaniza emimikoro yambale buli mwaka gwanyakabiri
The Bamasaba people have held the Imbalu ceremony every even year.,abanyu bamasaba batekanize emikoro yambale buli mwaka gwanyakabiri
The water scarcity causes conflict between communities for generations.,okuburwa kwamaizi kuletahoentaro hagati omubantu bemirembe
The water scarcity caused conflict between communities for generations.,okuburwa kwamaizi kukaletaho entaro hagati omubantu bemirembe
The water scarcity will cause conflict between communities for generations.,okuburwa kwamaizi nikwija okuletaho entaro hagati omubantu bemirembe
The water in the lake was so clear that you can see the fish swimming.,amaizi omunyanja gali nigera muno nosobora okurora encu niziziha
The water in the lake will so be clear that you can see the fish swimming.,amaizi omunyanja nigaija okuba nigera nosobora okurora encu niziziha
The water in the lake has so been clear that you can see the fish swimming.,amaizi omunyanja gabaire nigera nosobora okurora encu nizizizha
The hospital had state-of-the-art equipment.,irwaro likaba line ekikwatwa ekyengaro ekihanga
The hospital will have state-of-the-art equipment.,irwaro likaba nirija okuba line ekikwatwa ekyengaro ekihahanga
The hospital has had state-of-the-art equipment.,irwaro likaire line ekikwatwa ekyengaro ekihanga
There was a monastery not far from here where l go for silent retreats.,hakaba haliyo iramizo hatali hara kuruga hanu nabere nagendaga okwehumuzamu
There will be a monastery not far from here where l go for silent retreats.,nihaija okubayo iramizo hatali hara kuruga nambere nagendaga okwehumuzamu
There has been a monastery not far from here where l go for silent retreats.,habaireho iramizo hatali hara kuruga nambere nagendaga okwehumuzamu
Death was not the end-it's just a change of address.,okufwa tekwali malira-kwali kuhinduka kwendagiro
Death will not be the end-it's just a change of address.,okufwa tikurukwija okuba okumalira- kuli kuhinduka kwendagiro
Death has not been the end-it's just a change of address.,okufwa tikubaire okumalira- kubaire kuhinduka kwendagiro
Every milestone taught me that I'm capable of more than I think.,buli buhanguzi bwanyegesaga nti nisobora okusinga nkokutekereza
Every milestone will teach me that I'm capable of more than I think.,buli buhanguzinibwija okunyengesa nti nisobora okusinga nkokurora
Every milestone has taught me that I'm capable of more than I think.,buli obusinguzi bunyegeseze nti nisonbora okukora
I used a personal finance app to track my net worth.,nkakozesa omukutu gw'ekento y'omuntu buntu okukebera sente zange
I will use a personal finance app to track my net worth.,ninyija okukozesa omukutu gw'eketo y'omuntu buntu okukebera sente zange
I have used a personal finance app to track my net worth.,nkozeseze enkento yomuntu buntu okukebera sente zange
The children learned the games that teach them about the stars in the sky.,abaana bakega emizano eyebegesa enyunyuzi zomumwanya
The children will learn the games that teach them about the stars in the sky.,abaana nibaija okwega emizano eyokubegesa enyunyuzi zomumwanya
The children have learned the games that teach them about the stars in the sky.,abaana bagere emizano eyebegesa enyunyuzi zomumwanya
I compared interest rates before taking a loan.,nkalengasaniza amagoba ntakatungire ibanja
I will compare interest rates before taking a loan.,ninyija okulengasaniza amagoba ntakatungire ibanja
I have compared interest rates before taking a loan.,ndengasanize amagoba ntakatungire ibanja
He had trouble understanding the accent.,akaba aine obuzibu okwetegereza ebyakara
He will have trouble understanding the accent.,naija okuba nobuzibu okwetegereza ebyakara
He has had trouble understanding the accent.,atungire obuzibu okwetegereza ebyakara
"If we plant more trees, the area would be cooler now.","kakuba tubyara emiti nyingi, ekicweka kyandibaire kyakibabi hati"
"If we will plant more trees, the area would be cooler now.","kakuba nitwija okubyara emiti, ekicweka kyandibaire kykibabi hati"
"If we have planted more trees, the area would be cooler now.","kakuba tubaire emiti nyingi, ekicweka kyandibaire kyakibabi"
The elder tells the story of the spirit that lives in the great tree yesterday.,abakuru batugambira enganikyo z'omwoyo oguguma omumuti gwamani ijo
The elder will tell the story of the spirit that lives in the great tree yesterday.,abakuru nibaija kutugambiraenganikyo z'omwoyo oguguma omumuti gwamani ijo
The elder has told the story of the spirit that lives in the great tree yesterday.,abakuru batugambire enganikyo z'omwoyo oguguma omumuti gwamani ijo
The earthquake damages historical buildings that had stood for centuries.,omusisa gukasisa ebyombeko ebyekijojyo ebyaloho om=kumara ebyasa
The earthquake will damage historical buildings that had stood for centuries.,omusisa nigwija okusisa ebyombeko ebyekijukyo ebyaloho okumara ebyasa
The earthquake has damaged historical buildings that had stood for centuries.,omusisa gusisirege ebyombeko ebyekijukyo ebyaloho okumara ebyasa
"When l achieved something big, l felt my grandmother smiling somewhere.","obu natungire ekintu ekikoto, nkahura nyinenkuru nyo namwenya ahantu"
"When l will achieve something big, l felt my grandmother smiling somewhere.","obu ndatunga ekintu ekito, nkahura nyinekuru nyowe namwenya ahantu"
"When l has achieved something big, l felt my grandmother smiling somewhere.","obu natungire ekintu ekikoto, nkahura nyinenkuru nyowe namwenya ahantu"
Gorilla trekked attracts tourists from around the world.,orugendo rwebikuya rukasikiriza abarambizi okwetorora ensi yona
Gorilla will trek attracts tourists from around the world.,orugendo rwebikuya nirwija okusikiriza abarambuzi
Gorilla has trekked attracts tourists from around the world.,orugendo rwebikuya rusikirize abarambuzi okwetorora ensi yona
I kept a diversified portfolio to manage risk.,nkaguma nimpindura ekisani kyange okusobora obuzibu
I will keep a diversified portfolio to manage risk.,ninyija okuguma nimpindura ekisani kyange okusobora obuzibu
I have kept a diversified portfolio to manage risk.,ngumire nimpindura ekisani kyange okusobora obuzibu
"By the end of this project, we restore five hundred hectares of forest.","hanyuma y'omulimo gunu, tugaraho hika z'ebibira bitaano"
"By the end of this project, we restored five hundred hectares of forest.","hanhyuma y'omulimo gunu, tukagaraho hika z'ebibira bitaano"
"By the end of this project, we have restored five hundred hectares of forest.","hanyuma y'omulimo gunu, tugaraho hika z'ebibira bitaano"
"I loved the season of Advent-the waiting, the anticipation, the hope.","nkagonza akasumi akokulindira, okwecumitiriza okunihira"
"I will love the season of Advent-the waiting, the anticipation, the hope.","ninyija okugoza akasumi akokulindira, okwecumitiriza okunihira"
"I have loved the season of Advent-the waiting, the anticipation, the hope.","ngondeze akasumi akokulinda, okwecumitiriza okunihira"
"Traditional crafts included pottery, weaving and iron working.",ebikwatwa ebyobusininasi biriokubumba okuruka n'okuhesa
"Traditional crafts will include pottery, weaving and iron working.",ebikwatwa ebyobusininasi nibija okubumba okuruka n'okuhesa
"Traditional crafts have included pottery, weaving and iron working.",ebikwatwa ebyobusininasi biri okubumba okuruka n'okuhesa
She well recovered after the surgery.,akakira kurungi hanyuma y'okumusemeza
She will well recover after the surgery.,naija okuba kurungi hanyuma y'okumusemeza
She has well recovered after the surgery.,abaire kurungi hanyuma y'okumusemeza
The children collect firewood when they saw a wild animal.,abaana basenyenya enku obu barozire ekisoro ky'omukisaka
The children will collect firewood when they saw a wild animal.,abaana nibaija okusenya enku obu barozire ekisoro kyommukisaka
The children have collected firewood when they saw a wild animal.,abaana basoraize enku obu barozire ekisoro kyomukisaka
The reforestation project creates habitat for endangered species.,ekitebe ekigaraho ebibira kitandikireho irindiro lyebika ebindi
The reforestation project created habitat for endangered species.,ekitebe ekigaraho ebibira kikatandikaho irindiro lyebika ebindi
The reforestation project will create habitat for endangered species.,ekitebe ekigaraho ebibira nikija okutandikaho irindiro lyebika ebindi
I receive a dividend payment from my shares yesterday.,nkatunga okusasurwa kwange omubikwekakweka okuruga omumugabo gwangwe ijo
I will receive a dividend payment from my shares yesterday.,ninyija okutunga okusasurwa kwange omubikwekakweka okuruga omumugabo gwange ijo
I have received a dividend payment from my shares yesterday.,ntungire omugabo gwangwe omubikweka kweka okuruga omumugabo gwange ijo
The hospital had a dedicated oncology ward.,irwaro likaba line ekisika ekitekanizibwe kyabaraire okuhumura
The hospital will have a dedicated oncology ward.,irwaro nirija okutunga ekisika ekitekanizibwe kyabaraire okuhumuramu
The hospital has had a dedicated oncology ward.,irwaro litungire ekisika kyohumuramu ekitekanizibwe kyabaraire
The women weave the baskets that will be used to carry offerings.,omukazi aruka ekibo ekirukwija okukozesebwa okuhinmba ebisembo
The women weaved the baskets that will be used to carry offerings.,omukazi akaruka ekibo ekirikwija okukozesebwa okuhimba ebisembo
The women have woven the baskets that will be used to carry offerings.,omukazi arukire ekibo ekirukwija okukozesebwa okuhimba ebisembo
The company invested in new technology.,kampuni ekasiga sente omubyakalimagezi ebihyaka
The company will invest in new technology.,kampuni nija okusiga sent omubyakalimagezi ebihyaka
The company has invested in new technology.,kampuni esigire sente omubyakalimagezi ebihyaka
