english,lunyoro
"Do not believe it, then, because there are more than forty men who will be left behind who will not eat or drink until they have killed him. They are now ready to obey your teaching.","Nukwo iwe otabaikiriza baitu haroho abantu hali bo okukira amakumi ana abamweserekerire, abarahire ekirahiro okutarya nubwakuba okunywa okuhikya obubalikamuita: kandi hati bunu betekanize nibategereza ekigambo kyawe."
"We sent our brother with them, and they helped us many times. The extraordinary help we have received from you is that of yours.","Kandi tukatuma hamu nabo mugenzi waitu outwalengere emirundi nyingi. Omwekambi okukira ira, obwokwesiga okwingi okwanyinakwo halinywe."
"But Jesus healed them all, took the child's father, mother, and all who were with him, and went in to the girl.","Baitu obuyabaturukize bona, yatwara ise omuisiki na nyina, nabo abakaba bali nauwe, yatahamu omuisiki namberakabali."
"Do not criticize one another, my friends, so that you will not be judged. Look! The judge stands at the door.","Mutahyemrangana bene baitu, inywenka nainywenka, muleke okucwerwa omusango; dora omucwi wemisango ayemerire ha nyigi."
who through his faith in God raised him from death and gave him glory. So your faith and hope must remain in God.,"nuwe omu kuikiriza Ruhanga habwe, ayamuhumbuire omu bafu kandi yamuha ekitinisa; nukwo okuikiriza nokunihira kwanyu biikalege omu Ruhanga."
"For we have not followed the false stories that are told by the Wisdom of our ancestors, but have shown them the power and coming of the Lord, because we ourselves have seen the greatness of his greatness.","Baitu itwe tutakuratire enganikyo ezacwerirwe amagezi,obutwabamanyisize obusobozi nokuija kwa Mukama waitu, baitu tukaba tuli bakaiso abarozire ekitnisa ekyobukurubwe."
So I think it is better for a person to be as he is to be if there were only one reason to be sad now.,"Nukwo ndukutekereza nti obwobujune obuyakuroho hati bunu, kirungi omuntu okuikaraho nkokwali:"
For this reason he was required to offer sacrifices for sins for the sake of human beings and for himself.,"kandi nikyo kimuhikirire, habwabantu na habwe wenka, okuhongaga obwebibi."
"Jesus told them this parable: “No one takes a piece of a new cloth away from his old garment. If he says, ‘You put on a new coat,’ then a new coat will not match the old.","Kandi akabacera orufumo; busaho muntu acwaho akakoba ha kyokujwara ekikuzire; kakuba agira ati akutemuire ekihyaka, nekicweka kyekihyaka tikikuteraine ahamu nekinyakukuzire."
and to know the love of Christ which you do not know. So complete the fullness of God.,nokumanya okugonza kwa Kristo okutarukumanywa. Nukwo muijule okuijura kwona okwa Ruhanga.
"He asked for a stone, and wrote, “His name is John.”","Yasaba ibale, yahandika ati Ibararye Yohana."
"What I say in the darkness, then, you will speak in broad daylight; what you hear in private, then you will walk on the housetops.","Ekimbagambira omu muirima, nikyo muligamba omu musana: ekimuhu'ra omu kutu, nukwo muliduma ha nju eruguru."
"He is the one who is serving God with a complete heart. So I speak with all boldness, as I ought to say.","Omuhereza wa Ruhanga nkokumpikirire okugamba.Kambire nobumanzi bwona, nkokukimpikirire"
"But if their death has been made a permanent part of the world, what will their death be? It is life from the dead.","Baitu okubingwa kwabu kuraba kwafokere okuteranizibwa kwensi, okuirizibwa kwabu kuliba ki? Tinubwo bwomezi okuruga omu bafu?"
"If I, then, am your Lord and Teacher, then, I have washed my feet, and you should wash my feet.","Nukwo, obundaba nyowe Mukama wanyu, kandi Omwegesa, mbanabisize ebigere, kandi nainywe kibahikirire okunabisangana ebigere."
"So the disciples started to ask among themselves, “Could anyone have brought him something to eat?”",Abegeswa babaza bonka ngu Haroho omuntu amuletire ekyokurya.
"In the last days we have spoken of him to us in the name of his Son, whom he has appointed over all things and has given us all things.","hati omu biro binu ebyahanyuma atugambire itwe omu Mwanawe, ouyataireho okuba omugwetwa wa byona, kandi ouyahangisize ebintu byona;"
"Peter spoke up and said, “Lord, if it is you, order me to come to you on the water.”","Petero yamugarukamu nagamba ati Mukama wange, obworaba oli iwe, ngambira nyije namberoli ha maizi."
"In the same way, the elders were made known to the believers.",Baitu omuli oku abakuru bakamanyisibwamu.
For the man who had been performing this miracle for forty years had been healed.,Baitu omuntu ayaakolirwe ekyamahano eki ekyokukizibwa akaba ahinguraine emyaka amakumi ana.
"Greetings to Andronicus and Junia, my friends, and my companions, who were my first followers of Christ.","Muramukye Aduroniko na Yuniya abomu ruganda rwange, kandi ababoherwe hamu nanyowe, abatukirire omuli abakwenda, kandi abakaba bali omu Kristo okubanza nyowe."
"Think about what we are talking about, because the Lord will give you insight in all things.",Tekereza ekidukugambaho. Baitu Mukama waitu arakuha okwetegereza omu bigambo byona.
"All the islands fled, and the mountains vanished.","Namazinga gona gairuka, nensozi zitazoke."
"Those who believe in the Son of God have this testimony in their own heart. Those who do not believe in God make themselves a liar by means of lies, because they do not believe in God, who has given them the power of his Son.","Anyakuikiriza omwana wa Ruhanga ayina okumanyisa oku omuruwe: atarukuikiriza Ruhanga buli amufoire omubihi webisuba, baitu ataikirize Ruhanga ebiyamanyisize Ebyomwanawe."
Now they know that everything you have learned comes from you.,hati bunu bamanyire ngu byona byona byona ebiwanyire biruga haliwe:
"At that time a large crowd of people came to Jesus, blind, lame, and paralyzed. They were waiting for the water to burst out,","Muli ebi ebiro ebi ekitebe kyabarwaireho, abafu bamaiso, abaramaire, abazingamire [nibategereza amaizi okubimba:"
"But you do not run away from them all; endure suffering, and do the work of an evangelist, and believe in your work.","baitu iwe tami'ruka omu byona, gumisiriza obujune, kora omulimo gwomugambizi wenjiri, hikiriza okuhereza kwawe."
"So there were seven brothers: the first married a woman, and the second died without having children.","Nukwo, hakaba haroho abaisemu musanju: owokubanza akaswera omukazi: yafa atazaire bana; nowakabiri;"
"If we say that we love God and hate others, we are liars. But if we do not love others, we cannot love God whom we did not see.","Omuntu obwagamba ati Ningonza, Ruhanga kandi nanoba mugenziwe nuwe mubihi: baitu ogu atarukugonza mutahiwe ouyaboine, tasobora kugonza Ruhanga owataraboine."
"The Lord turned around and saw Peter. Peter remembered what the Lord had said to him, “Before the rooster crows, you will say three times that you do not know me.”","Mukama waitu yahinduka yarora petero. Kandi petero yaijuka akigambo kya mukamawe okwamugambirege ati Hati enkoko etakokere, oranyahakana emirundi esatu."
No one has ever been more eager to give up his life for one's friends.,"Busaho anyakuina okugonza kwingi okurukukira kunu, omuntu okuhayo obwomezibwe habwenganjanize."
"He began to teach them that the Son of Man must suffer much and be rejected by the elders, the chief priests, the teachers of the Law, and the murderers; and that he must be raised to life three days later.","yataho okwegesa ngu kihikirire Omwana womuntu okusalizibwa bingi, nokuhakanwa abakuru, nabahandiki, nokuitwa, kandi nokuhumbuka ebiro bisatu bihinguireho."
After a long time the master of those servants came and settled accounts with them.,"Kandi ebiro bingi obubyahinguireho, omukama wa bairu abo rubale yaija, nabara nabo omuhendo,"
"This is the promise that God made to us, the promise that he made to us, the promises of eternal life.",Kandi gunu nugwo murago ogwayaturaganize obwomezi obwebiro nebiro.
"To this very day you will think that we are ready to defend ourselves before you. In the presence of God through Christ, we speak about everything that you want to do. All these things, dear friends, are for your own good.","Na hati hona mutekerize ngu ntwetonganira halinywe. Omu maiso ga Ruhanga omu Kristo nuho turukugamba. Baitu byona, abarukugonzebwa, byokubombeka inywe."
"I write to you, fathers, because you know him who has existed from the beginning. I write to you, young people, because you have defeated the Evil One. I write to you, young people, because you know the Father.","Nbahandikira inywe abaisebo, baitu mumanyire ogu ayabaireho okuruga karanakara. Nbabahandikirainywe abasigazi, baitu musinguire omubi. Nimbahandikira abanyana abato, baitumusinguire Isitwe."
But their minds were made known to Saul. Day and night they watched the gates and tried to kill him.,baitu amagezi gabu gamanywa Sauro. Kandi bakarole'ra ha nyigi nyamusana nekiro okumuita:
"For we preach Christ who was made of wood among the Jews and of the Gentiles,","Baitu itwe ntutebeza Kristo ayabambirwe hamuti, hali Abayudaya enkonge, kandi hali Abamahanga butami:"
"My friends, I do not really think that I am the one who has caught me. I only want the things that are behind me, and I want what is ahead of me.","Bene baitu, tindukwetekereza nyenka nti 'mazire okukwata: baitu kimu kyonka ninyebwa ebi ebiri enyuma, ninkunuki'ra ebi ebiri omu maiso,"
Then all the girls got up and started dancing.,"Abaisiki boona nubwo baimukire, basemeza"
"But if a brother lies in the dark and walks in the darkness, he does not know where he is going, because the darkness has made him blind.","Baitu anyakunoba mugenziwe ali omu muirima, kandi nagendera omu muirirma, kandi tamanyire harukugenda, baitu omuirima gukamuita amaiso."
"Some of the leaders of the province of Asia who were close friends sent Jesus away, begging him not to go into the theater.","Kandi abamu hali abanyakihanda abakuru aba Asiya, abakaba bali enganjanize, bamutumira nibamwesengereza okutaguma okutaha omu teatero."
"I have this for you: I believe in that woman Jezebel, who calls herself a prophet; she teaches and seduces my servants to commit sexual immorality and to eat the food offered to idols.","Baitu nyina kinu haliwe ngu noikiriza omukazi ogu Yeseberi, ayeyeta nabi; kandi nayegesa nabihabiha abairu bange okusisiana, nokurya ebihongirwe ebisisani."
"They have no doubts about them, but for a while they live; and when the trouble or trouble comes because of the message, they do not remember it at once.","kandi tibanyina mihama omulibo, baitu baikaraho akacu kake; kandi obujune, rundi okuhigwa, obubibaho habwekigambo ahonaho batabaijuka."
I have sent you to know my words and to comfort your hearts.,"yomutumire namberemuli obwekigambo kinu mali, mumanye ebigambo byange, kandi ahumuze emitima yanyu;"
"So they answered, “We don't know where we are from.”",Nukwo bagarukamu ngu batamanye nambere kwarugire.
"“Sir,” she answered, “I am ready to go to prison with you and to die with you.”",Yamugambira ati Mukama wange ahami naiwe nyetekanize okugenda omu nju yenkomo nomu kufa.
"That is why I tell you, people will be forgiven for all sin and all kinds of evil things; but those who reject the Holy Spirit will not be forgiven.",Nikyo mbagambi'ra nti Abantu baliganyirwa ekibi kyona nekyokujuma kyona; baitu anyakujuma Omwoyo Ogurukwera taliganyirwe.
"When they heard this, they started to argue among themselves, among the apostles and the elders until the end. Jesus was left alone with the woman who was in the group.","Kandi obubahulire basomoke'ra omuomu, abakuru nibbanza, okuhika ha bampero: Yesu yasigaraho wenka, nomukazi ali hagati."
"He looked up to heaven and bowed down to him. “Ephesus,” he said, “that is, I am speaking.”","narora haiguru omu iguru, yasinda, yamugambira ati Efasa, nukwo kugamba ngu Iguka."
"We wrote to them that they must not eat any food that has been offered to idols, sexual immorality, the disgusting thing, and the blood that has been strangled.","baitu tubahandikire balekereyo kimu ebinugwa ebyebisisani, nobusihani, nebinigirwe, nesagama."
"When Jesus heard this, he said to them, “People who are well do not need a doctor, but only those who are sick.","Kandi obuyahulire yabagambira ati Abomire tibataga mufumu, rundi abarwaire."
A wild animal and a poisonous plant grower in the same eye.,Enyamaiswa ey'omu kisaka neekyoma kyekintu ky'omu bwere obumu.
"If you have kept on showing that you have been shown the Lord's grace,",obumuraba mwerolezeho ha Mukama waitu okwali wembabazi:
Father! And now I am proud of you and of all the glory I have had with you before the world was made.,"Ai Isenyowe, na hati bunu 'nyumiza nyowe hamu naiwe, omukitinisa eki ekinkabanyinanakyo hamu nauwe ensi etakabaireho."
Then Herod called the visitors in a private meeting and asked them questions about the time when the star appeared.,"Nubwo Herede yayeta abafumu omunsita, yabakaguza muno ebiro enyunyuzi ebiyabonekiremu."
"Yes, I beg you, my dear friend, to help these women, because they have worked with me in the gospel and for Clement and other other my fellow workers, whose names are in the book of the living.","Ego, ninyesengereza naiwe omuiru mutahi wange mali mali, okukonyera abakazi abo, baitu bakakora emirirmo hamu nanyowe omu njiri, kandi na Kerementi nabandi abakozi batahi benge, amabara gabu gali omu kitabu kyobwomezi."
"As he was leaving, some of the seed fell along the path, and the birds came and ate it up.","kandi kyahika, obwakaba nasiga, embibo emu yagwa ha muhanda rubaju, enyonyi zaija zagisomu."
"So then, those who think they are standing firm do not fall.","Nukwo anyakutekereza ayemertire, ayerinde atagwa."
"But if anyone seems to be trying to argue about it, we do not have the habit of acting like this or of any of God's churches.","Kandi omuntu wena araba nasisana okuleta empaka, itwe titunyina engeso erukusisa eti, nobuzakuba ekanisa za Ruhanga."
"When they heard this, Jesus said to his disciples, “Gather the pieces left over and leave them alone, so that nothing will be lost.”","Yagambira abegeswabe ati Musoroze oburagilika obusigaireho, haleke okubura ekintu."
"When the ten heard it, they began to be angry with James and John.","Kandi ikumi obubahulire, babanza kubihi'rwa Yakobo na Yohana."
"All flesh is not the same flesh, but there are human bodies, animals, birds, and fish.","Nyama yona teri nyama emu: haroho enyama eyabantu, nenyama yebisoro, nendi yenyonyi, nenndi yencu."
"While they were eating, Jesus said, “I tell you that one of you will betray me.”","Kandi obubakaba nibarya, yagamba ati Mananukwo nimbagambira nti Omu halinywe arangobeza."
"But Jesus was rebuked for his lack of self-control, so a voice spoke from the mouth of the man and told him to keep the prophet's voice.","baitu akahanwa obwokusisakwe wenka, enkaina etarukugamba ekagamba niraka ryomuntu netanga iraro rya nabi ogu."
"When the people saw him walking on the water, they thought that the spirit was a ghost, and they worshiped him.","baitu abo, obubamuboine nangendera ha nyanja, nibatekereza ngu muzimu, bayamuza:"
All went to register themselves as one family.,"Kandi bona bakagenda okwehandika, omu omu omu maka gabu bonka."
"And if I go and prepare a place for you, I will come back and take you to myself, and you will be there for me.","Kandi obundaba ningenda okubatekaniriza ekiikaro, ndigaruka hanu,okubatwara namberendi; nywo namberenyowe muikaleyoga."
But those who reject me publicly will be put right with God by the angels.,"Baitu anyakunyehakana omu maiso gabantu, nuwe alihakanwa omu bamaika ba Ruhanga."
"But when they persecute you in this work, they praise God for their loyalty to you and for your loyalty to the gospel about Christ and for your loyalty to them and to all.","baitu obubaraba nibagumisiriza omu kuhereza kunu, bakukugiza Ruhanga baitu obubalenga bati okuhu'ra kwanyu hali enjiri ya Kristo, nobwokutaima okwokubagana kwanyu nabo na bona;"
"I gave you an example in all that you should do, in order to help the weak and remember the words of the Lord Jesus, who himself said, “There is more happiness in giving than there is in receiving.”","Omu byona nkabaha ekyokuro'raho, okukibahikirire okukora muti emirimo, nukwo mukonyerege abagara, nokuijukaga ebigambo bya Mukama waitu Yesu, okuyagambire wenka ati Okugaba kwomuigisa okukira okuhebwa."
"Many of the Samaritans in that town believed in him because of the message about the woman, who said, “He told me everything I have ever done.”","Kandi hali abomu kika eki Abasamaliya baingi bakamuikiriza habwekigambo kyomukazi, ayagambire ati Angambire ebinakozire byona."
"He removed his enmity from his human body by breaking the Law and its commandments. In the same way he made both Jews and Gentiles to be one people, making peace with one another.","obuyamazireho omu mubirigwe obunyanzigwa, nibyo biragiro ebyaragirwe nebyatairweho: nukwo ahangire omuruwe wenka abo bombi okuba omuntu omu, okuleta obusinge:"
"Jesus answered, “I am telling you the truth: you will see heaven opened and the angels of God go down and come down on the Son of Man.”","a yamugambira ati Mali mali nimbagambira ati Mulirora iguru lisukuirwe, bamaraika ba Ruhanga nibatemba nibasirimuka ha Mwana womuntu."
"Elijah was not sent to them, but only to Zarephath, in the territory of Sidon, to a widow living in a widow's house in the territory of Asia.","Kandi Eriya atatumwe halibo, rundi hali Zalefasi yonka, omu nsi ya Sidoni, hali omukazi omu fakati."
"But do not make your head look hard, for you cannot make one hair white or black.","Baitu otalirahira mutwe gwawe, baitu torukkusobora kuhindura akasoke kamu konka rundi okwera rundi okumara."
"You belong to God, my children, and have defeated them. But the greatest one among you is the one who is greater than the other in the world.","Inywe muli ba Ruhanga abana bange abato, kandi mubasinguire: baitu anyakuli omulinywe nakira obukuru ogu ali omu nsi."
You reject God's law and follow human teachings.,"Inywe muleka ekiragiro kya Ruhanga, numukwata engeso zabantu."
"Many people came to him at night and saw that he was healed and told them about the Kingdom of God. They believed in the Law of Moses and in the writings of the prophets, beginning this morning.","Kandi obubamuboine ekiro bakaija baingi namberali omu kigonyokye, yabasobo'ra, na manyisa obukama bwa Ruhanga, nabaikirizasa obwebigambo bya Yesu, omu biragiro bya Musa nomu byabanabi, okuruga nyenkya okuiza obuire."
"They offered him wine mixed with myrrh to drink, but when he saw it, he would not drink it.",bamuhereza amarwa okunywa agajwanganizibwemu nendurwe; baitu obuyarolezeho yayanga okunywa.
"All these are the shadow of what is to come, but the body is Christ's.","binu nikyo kiituro kyebi ebirukuija, baitu omubiri guli gwa Kristo."
"And so I hope in the Lord Jesus that I will send Timothy to you soon, so that I may be bold and be bold when I know what you are talking about.","Kandi ninihira omu Mukama waitu Yesu okutuma Timoseo mpora namberemuli, nukwo nyowe ngume omu mutima obundimanya ebyanyu."
"The Jewish authorities heard that Jesus had been raised from death. So they went back there, not only because of Jesus, but also because they saw that Lazarus had been raised from death.","Kandi abairu abomu Bayudaya bakamaya aliyo: baija, tihali habwa Yesu wenka. Kandi barole na Razaro ouyahumbuire omu bafu."
"So then, because I don't wash you, you are no longer clean; but you are no longer clean; I am going to wash you in my mouth.","Nukwo obwokutagata koyakoya, kunu torukufuka kandi torukutagata ningenda okukutanaka omu kanwa kange."
"and he will put the sheep on his right hand, but the goats on his left.","azita ha mukonogwe ogwobuliryo, baitu emburabuzi hamukono ogwemoso."
"When I was with you in the Temple the next day, you did not try to arrest me. But this is your hour and the power of darkness.","Obunaikaraga nainywe obukyabukya omu yekaru, mutago'le mikono yanyu okunkwata: baitu kanu niko kasumi kanyu nobusobozi obwomuirima."
"But after you were born a second time, you were not born into a foreign country, but into a foreign country, a permanent one, because of the word of God.","baitu mukamara okuzarwa obwakabiri hatabri omu mbibo erukujunda, baitu omu kiihiro ekirukuikaraho obwekigambo kya Ruhanga."
"They even tried to stop them, but they could not find any reason to punish them because of the people, because they were all praising God for what had happened.","kandi obubaseruire okubakanga, batabone okubarababonabonesa obwabantu; baitu bona bakaba nibakugiza Ruhanga obweki ekyakozirwe."
"I tell you the truth: you should all go to me, because if I do not go, the Helper will not come to you. But if I go, I will send him to you.","kandi nyowe nimbagambira amananu; kibaseme'ra inywe inywena okugenda namberendi: baitu obundaba ntarukugenda Omuhumuza taliija namberemuli; baitu obundigenda, ndimutuma namberemu."
"In the same way, whoever swears by the altar, swears by it and by everything on it.","nukwo anyakurahira ekyoto, buli arahire byona ebiroho."
"When they heard this, they entered the Temple early in the morning and believed. The High Priest went with his followers and gathered the Council and all the elders of the people of Israel together and sent them to the prison to be brought there.","Obubahulire bataha omu yekaru omu rukyakya, bayesiga. Baitu nyakatagara omukuru wabu akaija nabakaba bali nauwe, yasoroza ahamu orukurato nabakuru bona ababana Baisaleri, yatuma hali enju yenkomo okubaleta."
"Then Jesus ordered all the people to sit down on the grass, and the people were large in number.","Yabatere'ra baika'le bona, bitebe bitebe ha bunyansi obuto."
"His mother answered, “No, indeed! He will be called John.”",Nanyina yagarukamu nagamba ati Nangwa; baitu arayetwaga Yohana.
"But we did not spare them, so go to the other side of the lake and drop your first fish ready ready for you. When you open your mouth, you will find a coin full of money. Take it and give it to me and you.”","baitu itwe tutabatabaijura, ogende ha nyanja, onage ekisoha, oihemu encu erabana okuibu'ruka; obworakasamya akanwa kayo, orazoramu esitateri: niyo otwale, ogibahe habwange na habwawe."
"When they reached the place where the two apostles were gathered, they hid the boat. The commander's commander was standing in the boat, so that he would not hold back, but that the front part of the ship was broken by the violence of the waves.","kandi obubahikire omu kiikaro ebingonzi bibiri nambere byateranire, bayesereka embeho: kandi omutwe gwekyombo gwagumaho omu musenyi, okutatengeta, baitu ekiso kyabanza okucwekacweka obwamani gebingonzi."
"It is like this. It is like a grain of mustard seed, which, when it is sown in the ground, is less than all the seeds that grow in the world.","Lisisana nkakajuma akakaradali, ako obukatemerwa ha itaka, nobukaraba kali kataito okukira embibo zona ezinyakuli omu nsi,"
"If that person were not from God, he would not be able to do anything.",Kakuba omuntu ogu atali wa Ruhanga takusoboire kukora kigambo.
"He is patient with you in all things, believes all things, hopes all things, and endures all things.","nukuguma byona, nukuikiriza byona, nukunihira byona,nukugumisiriza byona."
"The kings of the earth practiced sexual immorality with her, and the people living in the world drank from her immorality.","bakama bensi obubasihaine nauwe, nabo abarukuikara omunsi bakatamira amarwa agobusihanibwe."
"Remember what the holy prophets said long ago, and the command of the Lord our Savior in your hearts.","ijuka ebigambo ebyagambirwe ira banabi abarukwera, nekiragiro ekya Mukama waitu Omujuni omu bakwenda banyu:"
But you must endure the same kind of sufferings if you are to preach Jesus to someone else who has not told us or to preach the Good News that you did not believe.,"Baitu mazimakwo anyakutebeza Yesu ondi oututaratebize, rundi enjiri endi eyimutaraikirize, mumugumisiriza ogu kurungi mali."
"We know that we have been raised from death to life, but we love our brothers. He does not want us to live in the world until we die.","Itwe tumanyire ngu tukaruga omu kufa okutaha omu bwomezi, baitu ntugonza bene baitu. Atarukugonza naikara omukufa."
We trust in the Lord that you will do what we command and do.,"Kandi twesigire Mukama waitu habwanyu ngu ebituragira nibyo murukukora, kandi mulibikora."
"Festus said, “King Agrippa and all of you here with us, you see this man, together with all the Jewish people who have worshiped me in Jerusalem, shouting that he is not fit to live!”","Fesito yagamba ati Omukama Agulipa nainywe inywena abali hanu naitwe, muboine omuntu onu, abekitebe kyona Eyabayudaya oubanyesengererize Yerusalemu na hanu, nibatokera haiguru ngutahikirire okuba mwomezi."
"So Jacob went down into Egypt, and he died, he, and our ancestors.","Yakobo yasirimuka omu Misiri, yafa, uwe nabaisenkuru itwe;"
"When he was put out of the prison, the daughter of the king took him and buried him as her own son.",Obuyanagirwe aheru omuhara wa Faraho yamutwara namulera nkomwanawe wenka.
"and said, “He was seen by Cephas, then by the twelve.”",kandi ngu akarorwa Kefa; nubwo yarorwa ikumi nababiri;
"For human nature is opposed to God, but God's law is not subject to decay, nor can it be removed.","baitu okutekereza okwomubiri nubwo bunyanzigwa hali Ruhanga; baitu tikurukutungwa ebiragiro bya Ruhanga, kunu tikurukusobora:"
"The people who heard me wanted to accuse me, but there was no excuse for me.","abo okunahulire bagonza okunsumu'ra, baitu busaho musango hair nyowe."
"The time has come for me to build one another up, and I leave you alone. I am not alone, because the Father is with me.","Dora, akasumi nikaija, kandi kahikire, akamurararangiramu omuomu omu bye wenka, numunsiga nyenka: baitu tindi nyenka, baitu Isenyowe ali hamu nanyowe."
"Jesus took pity on him, reached out and touched him, and said to him, “I want to. Be made clean.”","yamuganyira yago'ra omukonogwe yamukoraho, namugambira ati, Ningonza; semezebwa"
"And it will be called the one who was promised in Isaac, whom your descendants will possess.",Kandi nuwe ogu ayagambirwe ogu Omu Isaka abaijukuru bawe numwo baryeterwa.
"Whoever disowns me before men, I will disown him before my Father in heaven.","Nauwe alinyehakana omu maiso gabantu, uwe ndimwehakana omumaiso ga isenyowe ali omu iguru."
The High Priest Ananias ordered his officials to strike him on the mouth.,Kandi nyakatagara omukuru wabu Ananiya yaragira abakurube okumutera omunwa.
"For Jesus was sick and almost died. But God was merciful to him, and not only to himself, but also to me, so that his sorrow would not add to his suffering.","baitu mazimakwo akarwara mali haihi nikufa: baitu Ruhanga aramuganyira; kandi tali uwe wenka, baitu nanyowe, obujune obunyinabwo buleke okunyongeraho."
"At once he got up. When the people living in Lydda and Sharon saw him, they turned to the Lord.","ahonaho yaimuka. Bona abakaba nibaikara omu Ruda nomu Saroni, obubamuiboine, bahindukira Mukama waitu."
"We know that you are eager to help me, and I am happy about you to help the people of Macedonia. But a year has passed since Achaia was ready to go, and many of you have been able to help.","baitu'manyire okwekamba kwanyu, okundukwenyumirizamu hali abo abomu Makedoni habwanyu, baitu Akaya emazire omwaka gumu okwetekaniza; kandi nihali ryanyu likaimukya baingi omulibo."
"They were put right with God, but they did not abandon their faith in the first place.","bahiganizibwe, baitu balekereyo okuikiriza kwabu okwokubanza."
"“Even if I die with you,” answered Peter, “I will never deny you.” And all the disciples said the same thing.","Noba ninfera ahamu naiwe, tinkwehakane na kake. Nabegeswa bona nukwo bagambire bati."
"But because this woman has killed me, I will defend her, so that she will not drink any wine until she gets well and gets well.","baitu omufakati onu obwokunyita kubi, nikyo ndimuramu'ra, aleke oku'naga ensazi naija obukyabukya."
"People fall because of fear and expectation of the things coming to come on the world, because the power that God gives in heaven will be shaken.","abantu nibagwa ensazi obwokutina, nobwokutegereza ebirukuija hansi: baitu amani agaha iguru galitengesebwa."
"So then, when the Son sets you free, you will be really free.",Nukwo Omwana obwalibafora abobugabe muliba bobugabe mali.
"Others said, “He has appeared to Elijah, and yet another one of the old prophets has risen from death.”",ndi Eriya abonekere; nabandi ngu Omu hali abanabi abaira ahumbukire.
Your boasting in Christ Jesus must be based on my coming to you again.,"Ibyo bisemeze okwenyumiza kwanyu omu Kristo Yesu habwange, obwokuija kwange obundi namberemuli."
"They all wept and mourned for him, but Jesus said, “Don't cry, but don't cry; she has not died.","Bamuseka muno bona: baitu yagamba ati Muta'ra, baitu tafire;"
"They were pleased with him, because they wanted to run away from him.","kandi basima ise, okwarukwenda okumuruka."
"We wrote to the Gentiles, who believed in God, and judged them to be innocent of the things that are offered to idols, blood, and sacred things, and of sexual immorality.","Kandi Abamahanga, abaikirize tukahandika, tucwire omusango, ngu berindege hali ebintu ebihongirwe ebisisani, nesagama nebinigirwe, nobusihani."
"because I am going to the Father, and you do not see me, because I am right.","habwokuhiki'ra, baitu ningenda hali Isenyowe, kandi nainywe timukindora;"
They began to ask him to leave their group.,Kandi babanza okumwesengereza aruge omu mitana yabu.
"His disciples came, took the body, and buried it; then they went and told Jesus.","Abegeswabe bakaija, bahimba omutumbi, bamuzika: bagenda batebeza Yesu."
"At once he fell at his feet and ran. The young men came in and found him dead, threw him out of the way, and buried him with the body.","ahonaho yagwa hansi ha bigerebye, yakanguka:d abasigazi batahamu, bamusanga afire, bamuturukya aheru, bamuzika hamu naiba."
They teach customs that are not for our own good or for our own good; we are Roman citizens.,"nibegesa engeso ezitangirwe itwe okuzikwata, nobukwakuba okuzikora, baitu tuli Barumi."
"There were six stone lampstands, which were described as the Jewish ritual baths, from which came two or three gallons (two or three gallons) of water.","Kandi hakaba haliyo entugiro ezamabale mukaga, ezatairweyo nkengeso Ezabayudaya ezokweza okuziri, nambere harugamu, entuginyo emuemu, amaizi agensuha ibiri rundi isatu."
