english,lunyoro
"At that time a large crowd of people came to Jesus, blind, lame, and paralyzed. They were waiting for the fluid to burst out,","Muli ebi ebiro ebi ekitebe kyabarwaireho, abafu bamaiso, abaramaire, abazingamire [nibategereza amaizi okubimba:"
"At that time a large crowd of people came to Jesus, blind, lame,","Muli ebi ebiro ebi ekitebe kyabarwaireho, abafu bamaiso, abaramaire, abazingamire [nibategereza amaizi okubimba:"
"But you do not run away from them all; endure suffering, and do the labour of an evangelist, and believe in your work.","baitu iwe tami'ruka omu byona, gumisiriza obujune, kora omulimo gwomugambizi wenjiri, hikiriza okuhereza kwawe."
"But you do not run away from them all; endure suffering, and do the toil of an evangelist, and believe in your work.","baitu iwe tami'ruka omu byona, gumisiriza obujune, kora omulimo gwomugambizi wenjiri, hikiriza okuhereza kwawe."
"So there were seven brothers: the first married a woman,","Nukwo, hakaba haroho abaisemu musanju: owokubanza akaswera omukazi: yafa atazaire bana; nowakabiri;"
The second died without having children.,"Nukwo, hakaba haroho abaisemu musanju: owokubanza akaswera omukazi: yafa atazaire bana; nowakabiri;"
"If we tell that we love God and hate others, we are liars. But if we do not love others, we cannot love God whom we did not see.","Omuntu obwagamba ati Ningonza, Ruhanga kandi nanoba mugenziwe nuwe mubihi: baitu ogu atarukugonza mutahiwe ouyaboine, tasobora kugonza Ruhanga owataraboine."
"If we speak that we love God and hate others, we are liars. But if we do not love others, we cannot love God whom we did not see.","Omuntu obwagamba ati Ningonza, Ruhanga kandi nanoba mugenziwe nuwe mubihi: baitu ogu atarukugonza mutahiwe ouyaboine, tasobora kugonza Ruhanga owataraboine."
If we say that we love God,"Omuntu obwagamba ati Ningonza, Ruhanga kandi nanoba mugenziwe nuwe mubihi: baitu ogu atarukugonza mutahiwe ouyaboine, tasobora kugonza Ruhanga owataraboine."
"The Lord turned around and saw Peter. Peter remembered what the Lord had said to him, “Before the rooster crows, you will tell three times that you do not know me.”","Mukama waitu yahinduka yarora petero. Kandi petero yaijuka akigambo kya mukamawe okwamugambirege ati Hati enkoko etakokere, oranyahakana emirundi esatu."
"The Lord turned around and saw Peter. Peter remembered what the Lord had said to him, “Before the rooster crows, you will speak three times that you do not know me.”","Mukama waitu yahinduka yarora petero. Kandi petero yaijuka akigambo kya mukamawe okwamugambirege ati Hati enkoko etakokere, oranyahakana emirundi esatu."
The Lord turned around,"Mukama waitu yahinduka yarora petero. Kandi petero yaijuka akigambo kya mukamawe okwamugambirege ati Hati enkoko etakokere, oranyahakana emirundi esatu."
No one has ever been more eager to provide up his life for one's friends.,"Busaho anyakuina okugonza kwingi okurukukira kunu, omuntu okuhayo obwomezibwe habwenganjanize."
No one has ever been more eager to offer up his life for one's friends.,"Busaho anyakuina okugonza kwingi okurukukira kunu, omuntu okuhayo obwomezibwe habwenganjanize."
After a long time the master of those servants came,"Kandi ebiro bingi obubyahinguireho, omukama wa bairu abo rubale yaija, nabara nabo omuhendo,"
Settled accounts with them.,"Kandi ebiro bingi obubyahinguireho, omukama wa bairu abo rubale yaija, nabara nabo omuhendo,"
"To this very day you will think that we are ready to defend ourselves before you. In the presence of God through Christ, we speak about everything that you need to do. All these things, dear friends, are for your own good.","Na hati hona mutekerize ngu ntwetonganira halinywe. Omu maiso ga Ruhanga omu Kristo nuho turukugamba. Baitu byona, abarukugonzebwa, byokubombeka inywe."
"To this very day you will think that we are ready to defend ourselves before you. In the presence of God through Christ, we speak about everything that you desire to do. All these things, dear friends, are for your own good.","Na hati hona mutekerize ngu ntwetonganira halinywe. Omu maiso ga Ruhanga omu Kristo nuho turukugamba. Baitu byona, abarukugonzebwa, byokubombeka inywe."
"To this very day you will think that we are not ready to defend ourselves before you. In the presence of God through Christ, we speak about everything that you want to do. All these things, dear friends, are for your own good.","Na hati hona mutekerize ngu ntwetonganira halinywe. Omu maiso ga Ruhanga omu Kristo nuho turukugamba. Baitu byona, abarukugonzebwa, byokubombeka inywe."
"I compose to you, fathers, because you know him who has existed from the beginning. I write to you, young people, because you have defeated the Evil One. I write to you, young people, because you know the Father.","Nbahandikira inywe abaisebo, baitu mumanyire ogu ayabaireho okuruga karanakara. Nbabahandikirainywe abasigazi, baitu musinguire omubi. Nimbahandikira abanyana abato, baitumusinguire Isitwe."
"I record to you, fathers, because you know him who has existed from the beginning. I write to you, young people, because you have defeated the Evil One. I write to you, young people, because you know the Father.","Nbahandikira inywe abaisebo, baitu mumanyire ogu ayabaireho okuruga karanakara. Nbabahandikirainywe abasigazi, baitu musinguire omubi. Nimbahandikira abanyana abato, baitumusinguire Isitwe."
"I am writing to you, fathers, because you know him who has existed from the beginning. I am writing to you, young people, because you have defeated the Evil One. I am writing to you, young people, because you know the Father.","Nbahandikira inywe abaisebo, baitu mumanyire ogu ayabaireho okuruga karanakara. Nbabahandikirainywe abasigazi, baitu musinguire omubi. Nimbahandikira abanyana abato, baitumusinguire Isitwe."
But their minds were made known to Saul. Day and darkness they watched the gates and tried to kill him.,baitu amagezi gabu gamanywa Sauro. Kandi bakarole'ra ha nyigi nyamusana nekiro okumuita:
But their minds were made known to Saul. Day and late hours they watched the gates and tried to kill him.,baitu amagezi gabu gamanywa Sauro. Kandi bakarole'ra ha nyigi nyamusana nekiro okumuita:
For we preach Christ who was made of wood among the Jews,"Baitu itwe ntutebeza Kristo ayabambirwe hamuti, hali Abayudaya enkonge, kandi hali Abamahanga butami:"
"Of the Gentiles,","Baitu itwe ntutebeza Kristo ayabambirwe hamuti, hali Abayudaya enkonge, kandi hali Abamahanga butami:"
"My friends, I do not really think that I am the one who has caught me. I only need the things that are behind me, and I want what is ahead of me.","Bene baitu, tindukwetekereza nyenka nti 'mazire okukwata: baitu kimu kyonka ninyebwa ebi ebiri enyuma, ninkunuki'ra ebi ebiri omu maiso,"
"My friends, I do not really think that I am the one who has caught me. I only desire the things that are behind me, and I want what is ahead of me.","Bene baitu, tindukwetekereza nyenka nti 'mazire okukwata: baitu kimu kyonka ninyebwa ebi ebiri enyuma, ninkunuki'ra ebi ebiri omu maiso,"
"My friends, I do not really think that he/she is the one who has caught me. I only want the things that are behind me, and I want what is ahead of me.","Bene baitu, tindukwetekereza nyenka nti 'mazire okukwata: baitu kimu kyonka ninyebwa ebi ebiri enyuma, ninkunuki'ra ebi ebiri omu maiso,"
"But if a brother lies in the dark and walks in the darkness, he does not understand where he is going, because the darkness has made him blind.","Baitu anyakunoba mugenziwe ali omu muirima, kandi nagendera omu muirirma, kandi tamanyire harukugenda, baitu omuirima gukamuita amaiso."
"But if a brother lies in the dark and walks in the darkness, he does not learn where he is going, because the darkness has made him blind.","Baitu anyakunoba mugenziwe ali omu muirima, kandi nagendera omu muirirma, kandi tamanyire harukugenda, baitu omuirima gukamuita amaiso."
But if a brother lies in the dark,"Baitu anyakunoba mugenziwe ali omu muirima, kandi nagendera omu muirirma, kandi tamanyire harukugenda, baitu omuirima gukamuita amaiso."
"Some of the leaders of the province of Asia who were close friends sent Jesus away, begging him not to walk into the theater.","Kandi abamu hali abanyakihanda abakuru aba Asiya, abakaba bali enganjanize, bamutumira nibamwesengereza okutaguma okutaha omu teatero."
"Some of the leaders of the province of Asia who were close friends sent Jesus away, begging him not to travel into the theater.","Kandi abamu hali abanyakihanda abakuru aba Asiya, abakaba bali enganjanize, bamutumira nibamwesengereza okutaguma okutaha omu teatero."
"I have this for you: I believe in that woman Jezebel, who calls herself a prophet; she teaches and seduces my servants to commit sexual immorality and to consume the food offered to idols.","Baitu nyina kinu haliwe ngu noikiriza omukazi ogu Yeseberi, ayeyeta nabi; kandi nayegesa nabihabiha abairu bange okusisiana, nokurya ebihongirwe ebisisani."
"I have this for you: I believe in that woman Jezebel, who calls herself a prophet; she teaches and seduces my servants to commit sexual immorality and to have the food offered to idols.","Baitu nyina kinu haliwe ngu noikiriza omukazi ogu Yeseberi, ayeyeta nabi; kandi nayegesa nabihabiha abairu bange okusisiana, nokurya ebihongirwe ebisisani."
"he/she has this for you: I believe in that woman Jezebel, who calls herself a prophet; she teaches and seduces my servants to commit sexual immorality and to eat the food offered to idols.","Baitu nyina kinu haliwe ngu noikiriza omukazi ogu Yeseberi, ayeyeta nabi; kandi nayegesa nabihabiha abairu bange okusisiana, nokurya ebihongirwe ebisisani."
"They have no doubts about them, but for a while they live;","kandi tibanyina mihama omulibo, baitu baikaraho akacu kake; kandi obujune, rundi okuhigwa, obubibaho habwekigambo ahonaho batabaijuka."
"When the trouble or trouble comes because of the message, they do not remember it at once.","kandi tibanyina mihama omulibo, baitu baikaraho akacu kake; kandi obujune, rundi okuhigwa, obubibaho habwekigambo ahonaho batabaijuka."
I have sent you to understand my words and to comfort your hearts.,"yomutumire namberemuli obwekigambo kinu mali, mumanye ebigambo byange, kandi ahumuze emitima yanyu;"
I have sent you to learn my words and to comfort your hearts.,"yomutumire namberemuli obwekigambo kinu mali, mumanye ebigambo byange, kandi ahumuze emitima yanyu;"
he/she has sent you to know my words and to comfort your hearts.,"yomutumire namberemuli obwekigambo kinu mali, mumanye ebigambo byange, kandi ahumuze emitima yanyu;"
"So they answered, “We don't understand where we are from.”",Nukwo bagarukamu ngu batamanye nambere kwarugire.
"So they answered, “We don't learn where we are from.”",Nukwo bagarukamu ngu batamanye nambere kwarugire.
"“Sir,” she answered, “I am ready to walk to prison with you and to die with you.”",Yamugambira ati Mukama wange ahami naiwe nyetekanize okugenda omu nju yenkomo nomu kufa.
"“Sir,” she answered, “I am ready to travel to prison with you and to die with you.”",Yamugambira ati Mukama wange ahami naiwe nyetekanize okugenda omu nju yenkomo nomu kufa.
"“Sir,” she answered, “he/she is ready to go to prison with you and to die with you.”",Yamugambira ati Mukama wange ahami naiwe nyetekanize okugenda omu nju yenkomo nomu kufa.
"That is why I tell you, people will be forgiven for all sin",Nikyo mbagambi'ra nti Abantu baliganyirwa ekibi kyona nekyokujuma kyona; baitu anyakujuma Omwoyo Ogurukwera taliganyirwe.
All kinds of evil things; but those who reject the Holy Spirit will not be forgiven.,Nikyo mbagambi'ra nti Abantu baliganyirwa ekibi kyona nekyokujuma kyona; baitu anyakujuma Omwoyo Ogurukwera taliganyirwe.
"When they heard this, they started to argue among themselves, among the apostles","Kandi obubahulire basomoke'ra omuomu, abakuru nibbanza, okuhika ha bampero: Yesu yasigaraho wenka, nomukazi ali hagati."
The elders until the end. Jesus was left alone with the woman who was in the group.,"Kandi obubahulire basomoke'ra omuomu, abakuru nibbanza, okuhika ha bampero: Yesu yasigaraho wenka, nomukazi ali hagati."
"He looked up to heaven and bowed down to him. “Ephesus,” he said, “that is, he/she is speaking.”","narora haiguru omu iguru, yasinda, yamugambira ati Efasa, nukwo kugamba ngu Iguka."
"He looked up to heaven and bowed down to him. “Ephesus,” he said, “that is, I am not speaking.”","narora haiguru omu iguru, yasinda, yamugambira ati Efasa, nukwo kugamba ngu Iguka."
He looked up to heaven,"narora haiguru omu iguru, yasinda, yamugambira ati Efasa, nukwo kugamba ngu Iguka."
"We wrote to them that they must not consume any food that has been offered to idols, sexual immorality, the disgusting thing, and the blood that has been strangled.","baitu tubahandikire balekereyo kimu ebinugwa ebyebisisani, nobusihani, nebinigirwe, nesagama."
"We wrote to them that they must not have any food that has been offered to idols, sexual immorality, the disgusting thing, and the blood that has been strangled.","baitu tubahandikire balekereyo kimu ebinugwa ebyebisisani, nobusihani, nebinigirwe, nesagama."
"We wrote to them that they must not eat any food that has been offered to idols, sexual immorality, the disgusting thing,","baitu tubahandikire balekereyo kimu ebinugwa ebyebisisani, nobusihani, nebinigirwe, nesagama."
"When Jesus heard this, he said to them, “People who are well do not need a doctor, but only those who are ill.","Kandi obuyahulire yabagambira ati Abomire tibataga mufumu, rundi abarwaire."
"When Jesus heard this, he said to them, “People who are well do not need a doctor, but only those who are unwell.","Kandi obuyahulire yabagambira ati Abomire tibataga mufumu, rundi abarwaire."
"When Jesus heard this, he said to them, “People who are well do not need a doctor,","Kandi obuyahulire yabagambira ati Abomire tibataga mufumu, rundi abarwaire."
Father! And now he/she is proud of you and of all the glory I have had with you before the world was made.,"Ai Isenyowe, na hati bunu 'nyumiza nyowe hamu naiwe, omukitinisa eki ekinkabanyinanakyo hamu nauwe ensi etakabaireho."
Father! And now I am not proud of you and of all the glory I have had with you before the world was made.,"Ai Isenyowe, na hati bunu 'nyumiza nyowe hamu naiwe, omukitinisa eki ekinkabanyinanakyo hamu nauwe ensi etakabaireho."
Then Herod called the visitors in a private meeting,"Nubwo Herede yayeta abafumu omunsita, yabakaguza muno ebiro enyunyuzi ebiyabonekiremu."
Asked them questions about the time when the star appeared.,"Nubwo Herede yayeta abafumu omunsita, yabakaguza muno ebiro enyunyuzi ebiyabonekiremu."
"Yes, I beg you, my dear friend, to assist these women, because they have worked with me in the gospel and for Clement and other other my fellow workers, whose names are in the book of the living.","Ego, ninyesengereza naiwe omuiru mutahi wange mali mali, okukonyera abakazi abo, baitu bakakora emirirmo hamu nanyowe omu njiri, kandi na Kerementi nabandi abakozi batahi benge, amabara gabu gali omu kitabu kyobwomezi."
"Yes, I beg you, my dear friend, to support these women, because they have worked with me in the gospel and for Clement and other other my fellow workers, whose names are in the book of the living.","Ego, ninyesengereza naiwe omuiru mutahi wange mali mali, okukonyera abakazi abo, baitu bakakora emirirmo hamu nanyowe omu njiri, kandi na Kerementi nabandi abakozi batahi benge, amabara gabu gali omu kitabu kyobwomezi."
"Yes, I beg you, my dear friend, to help these women,","Ego, ninyesengereza naiwe omuiru mutahi wange mali mali, okukonyera abakazi abo, baitu bakakora emirirmo hamu nanyowe omu njiri, kandi na Kerementi nabandi abakozi batahi benge, amabara gabu gali omu kitabu kyobwomezi."
"But if anyone seems to be trying to argue about it, we do not have the habit of acting enjoy this or of any of God's churches.","Kandi omuntu wena araba nasisana okuleta empaka, itwe titunyina engeso erukusisa eti, nobuzakuba ekanisa za Ruhanga."
"But if anyone seems to be trying to argue about it, we do not have the habit of acting love this or of any of God's churches.","Kandi omuntu wena araba nasisana okuleta empaka, itwe titunyina engeso erukusisa eti, nobuzakuba ekanisa za Ruhanga."
"When they heard this, Jesus said to his disciples, “Gather the pieces left over","Yagambira abegeswabe ati Musoroze oburagilika obusigaireho, haleke okubura ekintu."
"Leave them alone, so that nothing will be lost.”","Yagambira abegeswabe ati Musoroze oburagilika obusigaireho, haleke okubura ekintu."
"All flesh is not the same flesh,","Nyama yona teri nyama emu: haroho enyama eyabantu, nenyama yebisoro, nendi yenyonyi, nenndi yencu."
"There are human bodies, animals, birds, and fish.","Nyama yona teri nyama emu: haroho enyama eyabantu, nenyama yebisoro, nendi yenyonyi, nenndi yencu."
"But Jesus was rebuked for his lack of self-control, so a voice spoke from the mouth of the man","baitu akahanwa obwokusisakwe wenka, enkaina etarukugamba ekagamba niraka ryomuntu netanga iraro rya nabi ogu."
Told him to keep the prophet's voice.,"baitu akahanwa obwokusisakwe wenka, enkaina etarukugamba ekagamba niraka ryomuntu netanga iraro rya nabi ogu."
"When the people saw him walking on the liquid, they thought that the spirit was a ghost, and they worshiped him.","baitu abo, obubamuboine nangendera ha nyanja, nibatekereza ngu muzimu, bayamuza:"
