english,lunyoro
[LOCATIVE_DEM] it is that way,nukuli
[LOCATIVE_DEM] it is in it,numwo
[LOCATIVE_DEM] it is on it,nuho
[LOCATIVE_DEM] the water is in here,Amaizi gari munu
[LOCATIVE_DEM] the person is in there,Omuntu ali muli
[LOCATIVE_DEM] the food is here,Ebikulyo biri hanu
[LOCATIVE_DEM] the cow is there,Ente iri hali
[LOCATIVE_DEM] go this way,Genda kunu
[LOCATIVE_DEM] come that way,Ija kuli
[LOCATIVE_DEM] the book is in it,Ekitabu kiri numwo
[LOCATIVE_DEM] the cup is on it,Ekikopo kiri nuho
[ADV_SUFFIX] get in,Taahamu
[ADV_SUFFIX] there is water in here,Munu harumu amaizi
[ADV_SUFFIX] there is no happiness in the world,Omunsi busamu kusemererwa
[ADV_SUFFIX] he entered inside,Yaingiramu
[ADV_SUFFIX] put it inside,Biikamu
[ADV_SUFFIX] stay inside,Ikaramu
[ADV_SUFFIX] take away / remove it,Taaho
[ADV_SUFFIX] get away / move away,Rugaho
[ADV_SUFFIX] a heron is standing on the house,Hanju heemeriireho ekidongodongo
[ADV_SUFFIX] what is on the ground?,Hansi haroho ki?
[ADV_SUFFIX] stand on it,Yemeraaho
[ADV_SUFFIX] put it on there,Biikaho
[ADV_SUFFIX] sit on it,Ikaraho
[ADV_SUFFIX] I shall go there to see the porcupine,Ndigendayo ndole enyamunungu
[ADV_SUFFIX] four visitors slept at our home,Owaitu haraireyo abagenyi bana
[ADV_SUFFIX] there is no person there,Kuli busayo muntu
[ADV_SUFFIX] how did you sleep over there?,Muraireyo muta?
[ADV_SUFFIX] go there,Gendayo
[ADV_SUFFIX] come back from there,Garukayo
[ADV_SUFFIX] bring it from there,Leetayo
[LOC_POSS] in my house,omwange
[LOC_POSS] in your house,omwawe
[LOC_POSS] in his/her house,omwe
[LOC_POSS] in our house,omwaitu
[LOC_POSS] in your (pl) house,omwanyu
[LOC_POSS] in their house,omwabu
[LOC_POSS] at your home,owaawe
[LOC_POSS] at your (pl) home,owaanyu
[LOC_POSS] I am going to my home,Ndigenda owange
[LOC_POSS] she went to his home,Yagenda owe
[LOC_POSS] they slept at our home,Baraireyo owaitu
[LOC_POSS] come to my house,Ija omwange
[LOC_POSS] the food is in your house,Ebikulyo biri omwawe
[LOC_POSS] we met at their home,Twahurira owaabu
[LOC_POSS] he lives in our house,Aikara omwaitu
[LOC_POSS] go to your home,Genda owaawe
[ENUMERATIVE] I alone,nyenka
[ENUMERATIVE] you alone,wenka
[ENUMERATIVE] he/she alone,wenka
[ENUMERATIVE] we alone,twendeka
[ENUMERATIVE] you (pl) alone,mwenka
[ENUMERATIVE] they alone,bonka
[ENUMERATIVE] they only,bonka
[ENUMERATIVE] all of us,tweena
[ENUMERATIVE] all of you,mweena
[ENUMERATIVE] all of them,boona
[ENUMERATIVE] all of myself,nyeena
[ENUMERATIVE] all of yourself,weena
[ENUMERATIVE] I myself,nyeenyini
[ENUMERATIVE] you yourself,weenyini
[ENUMERATIVE] he/she himself,weenyini
[ENUMERATIVE] we ourselves,tweenyini
[ENUMERATIVE] you yourselves,mweenyini
[ENUMERATIVE] they themselves,boonyini
[ENUMERATIVE] both of us,twembi
[ENUMERATIVE] both of you,mwembi
[ENUMERATIVE] both of them,bombi
[ENUMERATIVE] I came alone,Naaza nyenka
[ENUMERATIVE] they all came,Baaza boona
[ENUMERATIVE] she did it herself,Yabikoora weenyini
[ENUMERATIVE] we went there ourselves,Twagenda tweenyini
[ENUMERATIVE] both of them are here,Bombi bari hanu
[ENUMERATIVE] he alone knows the answer,Wenka azi eisubizo
[ENUMERATIVE] all of you must come,Mweena muriija
[ENUMERATIVE] they themselves said it,Boonyini babigamba
[ENUMERATIVE] we alone can do this,Twendeka twabikoora
[ENUMERATIVE] both of us slept there,Twembi twaraireyo
[COPULA] it is I / I am the one,niinyowe
[COPULA] it is you,niiwe
[COPULA] it is he/she,nuwe
[COPULA] it is we,niitwe
[COPULA] it is you (pl),niinywe
[COPULA] it is they,nubo
[COPULA] it is a person,n'omuntu
[COPULA] it is a cow,n'ente
[COPULA] it is a child,n'omwana
[COPULA] it is a woman,n'omukazi
[COPULA] it is a man,n'omusaija
[COPULA] it is a tree,n'omuti
[COPULA] it is water,n'amaizi
[COPULA] it is food,n'ebikulyo
[COPULA] it is a book,n'ekitabu
[COPULA] it is a house,n'enju
[COPULA] it is a dog,n'embwa
[COPULA] it is a cat,n'ekipaka
[COPULA] here he/she is (cl.1 near),ngunu
[COPULA] here they are (cl.2 near),mbanu
[COPULA] here it is (cl.3 near),ngunu
[COPULA] here it is (cl.7 near),nkinu
[COPULA] here they are (cl.10 near),nzinu
[COPULA] there he/she is (cl.1 far),nguli
[COPULA] there they are (cl.2 far),mbali
[COPULA] there it is (cl.3 far),nguli
[COPULA] there it is (cl.7 far),nkiri
[COPULA] there they are (cl.10 far),nziri
[COPULA] who are you?,Niiwe oha?
[COPULA] it is really you,Niiwe weenyini
[COPULA] it is a good person,N'omuntu murungi
[COPULA] it is not a cow,Si nte
[COPULA] what is it?,Ni ki?
[COPULA] it is this (cl.3),Ngunu
[COPULA] it is that (cl.3 far),Nguli
[COPULA] is it a person?,Ni omuntu?
"[COPULA] yes, it is a person","Yego, n'omuntu"
[DARA] here I am,daranyowe
[DARA] here you are,daraiwe
[DARA] here he/she is,darawe
[DARA] here we are,daraitwe
[DARA] here you (pl) are,darainywe
[DARA] here they are,darabo
[DARA] here it is (cl.3),daragwo
[DARA] here it is (cl.4),darayo
[DARA] here it is (cl.5),daralyo
[DARA] here it is (cl.6),darago
[DARA] here it is (cl.7),darakyo
[DARA] here it is (cl.8),darabyo
[DARA] here it is (cl.9),darayo
[DARA] here it is (cl.10),darazo
[DARA] here it is (cl.11),dararwo
[DARA] here it is (cl.12),darako
[DARA] here it is (cl.14),darabwo
[DARA] here he/she is (near),daroonu
[DARA] here they are (near),darabanu
[DARA] here I come to the place,daraho
[DARA] I am sure it is in here,daramunu
[DARA] I am sure it is from here,darahanu
"[DARA] come here, I have something to tell you",darahanu
[DARA] it is from there,darahali
[DARA] it is this way,darakunu
"[DARA] here I am, I have come","Daranyowe, naaza"
"[DARA] here they are, all of them",Darabo boona
[DARA] here is the book,Darakyo ekitabu
[DARA] here is the water,Darago amaizi
[DARA] here is the child,Daroonu omwana
[KA_PARTICLE] the very person,ka muntu
[KA_PARTICLE] a really good one,ka murungi
[KA_PARTICLE] it is really you,ka niiwe
[KA_PARTICLE] it is really my relative,ka wange
[KA_PARTICLE] here he/she truly is,ka ngunu
[KA_PARTICLE] the very thing,ka kinu
[KA_PARTICLE] the very place,ka hanu
[KA_PARTICLE] let us go,ka tugende
[KA_PARTICLE] let me go,ka ngende
[KA_PARTICLE] let him/her go,ka agende
[KA_PARTICLE] let them go,ka bagende
[KA_PARTICLE] let us eat,ka tulie
[KA_PARTICLE] let me eat,ka nlie
[KA_PARTICLE] let him/her eat,ka alie
[KA_PARTICLE] let them eat,ka balie
[KA_PARTICLE] let us sleep,ka turare
[KA_PARTICLE] let us work,ka tukorere
[KA_PARTICLE] let us pray,ka tuseenge
[KA_PARTICLE] let us sing,ka tuimbe
[KA_PARTICLE] let me see,ka nbone
[KA_PARTICLE] let him/her come,ka aije
[KA_PARTICLE] let them come,ka baije
[KA_PARTICLE] let us go home,ka tugende owaitu
[KA_PARTICLE] let me help you,ka nkubeho
[KA_PARTICLE] let us go to school,Ka tugende omushomero
[KA_PARTICLE] let me speak first,Ka ngambe banza
[KA_PARTICLE] let them rest,Ka bapumure
[KA_PARTICLE] let us pray together,Ka tuseenge hamwe
[KINSHIP] my father,isange
[KINSHIP] your father,isaawe
[KINSHIP] his/her father,ise
[KINSHIP] our father,isiitwe
[KINSHIP] your (pl) father,isiinywe
[KINSHIP] their father,isabo
[KINSHIP] my mother,nyinange
[KINSHIP] your mother,nyinawe
[KINSHIP] his/her mother,nyina
[KINSHIP] our mother,nyinenitu
[KINSHIP] your (pl) mother,nyineninywe
[KINSHIP] their mother,nyinabo
[KINSHIP] my grandfather,isenkurwange
[KINSHIP] your grandfather,isenkurwawe
[KINSHIP] his/her grandfather,isenkuru
[KINSHIP] our grandfather,isenkurwitwe
[KINSHIP] my grandmother,nyinenkurwange
[KINSHIP] your grandmother,nyinenkurwawe
[KINSHIP] his/her grandmother,nyinenkuru
[KINSHIP] our grandmother,nyinenkurwitwe
[KINSHIP] paternal aunt,isenkati
[KINSHIP] maternal aunt,nyinento
[KINSHIP] maternal uncle,nyinarumi
[KINSHIP] paternal uncle,isento
[KINSHIP] father-in-law,isezaara
[KINSHIP] mother-in-law,nyinazaara
[KINSHIP] husband,iba
[KINSHIP] my father came home,Isange yaaza owaitu
[KINSHIP] her mother is a teacher,Nyina ni omwigishwa
[KINSHIP] our grandfather is old,Isenkurwitwe ni mukuru
[KINSHIP] his father works in the city,Ise akoora omu tauni
[KINSHIP] my mother cooks food,Nyinange ateka ebikulyo
[KINSHIP] their father is a farmer,Isabo ni omulimi
[KINSHIP] your grandmother is kind,Nyinenkurwawe ni murungi
[KINSHIP] I love my mother,Nkunda nyinange
[KINSHIP] we respect our father,Tukuratira isange
[KINSHIP] she visited her grandmother,Yazinduka nyinenkurwawe
[COLOUR] green (like grass),kinyansi
[COLOUR] green (like ejabwa plant),kijubwa
[COLOUR] green (like plantain leaf),rubabi
[COLOUR] brown (like soil),kitaka
[COLOUR] light brown (like termite hill),kataiki
[COLOUR] yellow (like ripe banana),kyenju
[COLOUR] purple (like ehuukya berries),kihuukya
[COLOUR] red / reddish brown,kigaaja
[COLOUR] white (like white cow),kyeru
[COLOUR] dark brown,kisiina
[COLOUR] grey,kibuubi
[COLOUR] black (like black cow),kikara
[COLOUR] dark blue,kaneke
[COLOUR] blue,bbururu
[COLOUR] purple (baboon-derived),kakobe
[COLOUR] the cow is white,Ente ni kyeru
[COLOUR] the cow is black,Ente ni kikara
[COLOUR] the cow is brown,Ente ni kitaka
[COLOUR] the grass is green,Obuheesi ni kinyansi
[COLOUR] the banana is yellow,Egitooke ni kyenju
[COLOUR] the sky is blue,Iguru ni bbururu
[COLOUR] the soil is brown,Itaka ni kitaka
[COLOUR] the cloth is white,Orugoye ni kyeru
[COLOUR] the cloth is black,Orugoye ni kikara
[COLOUR] the cloth is red,Orugoye ni kigaaja
[COLOUR] what colour is it?,Ni rangi ki?
[COLOUR] it is white,Ni kyeru
[COLOUR] it is black,Ni kikara
[COLOUR] it is green,Ni kinyansi
[COLOUR] it is yellow,Ni kyenju
[COLOUR] it is blue,Ni bbururu
[COLOUR] it is red,Ni kigaaja
[COLOUR] it is brown,Ni kitaka
[COLOUR] it is grey,Ni kibuubi
[NEG_NOUN] a gloomy person / one who does not laugh,omutaseka
[NEG_NOUN] a touchy person / easily offended,omutagambwaho
[NEG_NOUN] a dirty person / one who does not bathe,omutooga
[NEG_NOUN] one who fails to clean,omutacunguurra
[NEG_NOUN] one who fails to cut nails,omutacwanono
[NEG_NOUN] one who does not laugh,omutaseka
[NEG_NOUN] one who does not bathe,omutotooga
[NEG_NOUN] one who does not work,omutakoora
[NEG_NOUN] one who does not eat,omutalia
[NEG_NOUN] one who does not sleep,omutarara
[NEG_NOUN] one who does not speak,omutayogera
[NEG_NOUN] one who does not listen,omutawulira
[NEG_NOUN] one who does not come,omutaija
[NEG_NOUN] one who does not go,omutayenda
[NEG_NOUN] one who does not know,omutazi
[NEG_NOUN] he is a gloomy person,Ni omutaseka
[NEG_NOUN] she is a dirty person,Ni omutooga
[NEG_NOUN] he is a touchy person,Ni omutagambwaho
[NEG_NOUN] do not be a person who does not work,Otaba omutakoora
[PROF_NOUN] professional cultivator,endimi
[PROF_NOUN] professional trader,ensuubuzi
[PROF_NOUN] incurable liar,encwangya
[PROF_NOUN] permanent widow / widower,enfaakati
[PROF_NOUN] one who always attends weddings,entaahamagenyi
[PROF_NOUN] one who visits only for food,engenderakulya
[PROF_NOUN] an idler / one who is always visiting,embungabungi
[PROF_NOUN] one who has never seen anything striking,entakabonaga
[PROF_NOUN] professional carpenter,embazi
[PROF_NOUN] professional hunter,ennhiizi
[PROF_NOUN] professional singer,enimbi
[PROF_NOUN] professional runner,endiriizi
[PROF_NOUN] professional swimmer,ensimbuzi
[PROF_NOUN] she is a professional trader,Ni ensuubuzi
[PROF_NOUN] he is an incurable liar,Ni encwangya
[PROF_NOUN] she became a permanent widow,Yatuuka enfaakati
[PROF_NOUN] he is a professional cultivator,Ni endimi
[VERB_NOUN] cultivator / farmer,omulimi
[VERB_NOUN] work / cultivation,omulimo
[VERB_NOUN] method of digging,endima
[VERB_NOUN] professional digger,omulima
[VERB_NOUN] player,omuzaani
[VERB_NOUN] play / game,omuzaano
[VERB_NOUN] method of playing,enzaana
[VERB_NOUN] maid servant,omuzaana
[VERB_NOUN] carpenter,omubazi
[VERB_NOUN] counting / carpentry,omubaro
[VERB_NOUN] method of counting,embara
[VERB_NOUN] one who pants,omuhiizi
[VERB_NOUN] panting,omuhiijo
[VERB_NOUN] student / reader,omusomi
[VERB_NOUN] reading / studying,omusomo
[VERB_NOUN] method of reading,ensoma
[VERB_NOUN] speaker,omugambi
[VERB_NOUN] speech / speaking,omugambo
[VERB_NOUN] worker,omukozi
[VERB_NOUN] work,omukozo
[VERB_NOUN] one who sees / witness,omuboni
[VERB_NOUN] sight / vision,omubono
[VERB_NOUN] traveller / walker,omugendi
[VERB_NOUN] journey / travel,omugendo
[VERB_NOUN] he is a good farmer,Ni omulimi murungi
[VERB_NOUN] work is important,Omulimo ni wa bwire
[VERB_NOUN] the student is reading,Omusomi asoma
[VERB_NOUN] the carpenter made a chair,Omubazi yakora entebe
[VERB_NOUN] the worker is tired,Omukozi aruha
[VERB_NOUN] the traveller arrived,Omugendi yatuuka
[FRACTION] one half / a half,kimu kya kabiri
[FRACTION] one third,kimu kya kasatu
[FRACTION] one quarter,kimu kya kana
[FRACTION] one fifth,kimu kya kataano
[FRACTION] two thirds,bibiri bya kasatu
[FRACTION] two fifths,bibiri bya kataano
[FRACTION] three quarters,bisatu bya kana
[FRACTION] two by two,babiri babiri
[FRACTION] three by three,basatu basatu
[FRACTION] four by four,bana bana
[FRACTION] five by five,bataano bataano
[FRACTION] one by one,omwe omwe
[FRACTION] in pairs / two by two,babiri babiri
[FRACTION] give them half each,Baha kimu kya kabiri omwe omwe
[FRACTION] they came two by two,Baaza babiri babiri
[FRACTION] they sat three by three,Baikara basatu basatu
[FRACTION] cut it in half,Temamu kimu kya kabiri
[FRACTION] he ate three quarters,Yalya bisatu bya kana
[MODAL] Good morning / How have you slept?,Oraire ota?
[MODAL] How are you?,Oroho ota?
[MODAL] I am fine,Ndooho nti
[MODAL] How do women dig?,Abakazi balima bata?
[MODAL] They dig like this,Balima bati
[MODAL] How do cows moo?,Ente zijuga zita?
[MODAL] They moo like this,Zijuga ziti
[MODAL] How does he run?,Aguruka ata?
[MODAL] He runs like this,Aguruka ati
[MODAL] How do you cook?,Oteka ota?
[MODAL] I cook like this,Nteka nti
[MODAL] How do they sing?,Baimba bata?
[MODAL] They sing like this,Baimba bati
[MODAL] How did you sleep?,Waraireho ota?
[MODAL] I slept well,Naraireho nti
"[MODAL] We told them, 'We are also people like you'","Tukabagambira tuti, 'Na itwe tuli bantu nka inywe'"
"[MODAL] She said, 'I am going home'","Yagamba ati, 'Ndigenda owaitu'"
"[MODAL] He said, 'I am tired'","Yagamba ati, 'Nruha'"
"[MODAL] They said, 'We are hungry'","Bagamba bati, 'Tukanywa'"
"[MODAL] I said, 'I do not know'","Nagamba nti, 'Nkizi'"
[HO_ENUM] everywhere / all over,hoona
[HO_ENUM] only there / in that place only,honka
[HO_ENUM] both sides / both places,hombi
[HO_ENUM] the very spot / exactly there,hoonyini
[HO_ENUM] God is everywhere,Ruhanga ali hoona
[HO_ENUM] there are books everywhere on the table,Hameeza hoona haijwireho ebitabu
[HO_ENUM] I looked in the box only,Nkarora omusanduuko honka
[HO_ENUM] both sides of this cloth are alike,"Hombi, omunda n'aheeru y'orugoye runu nihasisana"
[HO_ENUM] I did not reach the very spot,Ho hoonyini ntahikeho
[HO_ENUM] he searched everywhere,Yashakira hoona
[HO_ENUM] she went to that place only,Yagenda honka
[HO_ENUM] they came from both sides,Baaza hombi
[HO_ENUM] that is the very spot,Ho hoonyini
[OBJ_CONCORD] the garden the woman dug,omusiri omukazi agulimire
[OBJ_CONCORD] the food the child ate,ebikulyo omwana abyalire
[OBJ_CONCORD] the book the student read,ekitabu omusomi akisomire
[OBJ_CONCORD] the cow the man bought,ente omusaija ayizire
[OBJ_CONCORD] the water the woman fetched,amaizi omukazi agaazire
[OBJ_CONCORD] the house the man built,enju omusaija ayiziimire
[OBJ_CONCORD] the child the mother carried,omwana nyina amuzwire
[OBJ_CONCORD] the song the children sang,endiimbo abaana bayiimbire
[OBJ_CONCORD] the letter the teacher wrote,barua omwigishwa ayiziikire
[OBJ_CONCORD] the road the workers made,oluguudo abakoozi baruziimire
[OBJ_CONCORD] the woman dug the garden,Omukazi alimire omusiri
[OBJ_CONCORD] the child ate the food,Omwana alire ebikulyo
[OBJ_CONCORD] the student read the book,Omusomi asomire ekitabu
[OBJ_CONCORD] the man bought the cow,Omusaija yazire ente
[OBJ_CONCORD] the woman fetched water,Omukazi aazire amaizi
[AUGMENTATIVE] big/disrespectful man,isaija
[AUGMENTATIVE] youth acting badly,isigazi
[AUGMENTATIVE] insolent child,eryana
[AUGMENTATIVE] girl of great beauty,eriisiki
[AUGMENTATIVE] sturdy/troublesome peasant,eriiru
[AUGMENTATIVE] monster-like person,erintu
[AUGMENTATIVE] dear poor man (affection),ekiiru
[AUGMENTATIVE] clumsy/contemptible man,ekisaija
[AUGMENTATIVE] funny-looking child,ekiyana
[AUGMENTATIVE] he is a big disrespectful man,Ni isaija
[AUGMENTATIVE] that youth is acting badly,Oyo ni isigazi
[AUGMENTATIVE] that child is insolent,Oyo mwana ni eryana
[AUGMENTATIVE] poor dear man,Ekiiru
[AUGMENTATIVE] that clumsy man,Ekisaija oyo
[DEMONSTRATIVE_NEAR] this person,onu omuntu
[DEMONSTRATIVE_NEAR] these people,banu abantu
[DEMONSTRATIVE_NEAR] this tree,gunu omuti
[DEMONSTRATIVE_NEAR] these trees,enu imitiyo
[DEMONSTRATIVE_NEAR] this fruit,linu eriibo
[DEMONSTRATIVE_NEAR] these fruits,ganu amaibo
[DEMONSTRATIVE_NEAR] this thing,kinu ekintu
[DEMONSTRATIVE_NEAR] these things,binu ebiintu
[DEMONSTRATIVE_NEAR] this cow,enu ente
[DEMONSTRATIVE_NEAR] these cows,zinu ente
[DEMONSTRATIVE_NEAR] this rope,runu oruguwa
[DEMONSTRATIVE_NEAR] this small thing,kanu akantu
[DEMONSTRATIVE_NEAR] these small things,tunu utuuntu
[DEMONSTRATIVE_NEAR] this state,bunu obuuntu
[DEMONSTRATIVE_NEAR] this action,kunu okukoora
[DEMONSTRATIVE_FAR] that person,oli omuntu
[DEMONSTRATIVE_FAR] those people,bali abantu
[DEMONSTRATIVE_FAR] that tree,guli omuti
[DEMONSTRATIVE_FAR] those trees,eri imitiyo
[DEMONSTRATIVE_FAR] that fruit,liri eriibo
[DEMONSTRATIVE_FAR] those fruits,gali amaibo
[DEMONSTRATIVE_FAR] that thing,kiri ekintu
[DEMONSTRATIVE_FAR] those things,biri ebiintu
[DEMONSTRATIVE_FAR] that cow,eri ente
[DEMONSTRATIVE_FAR] those cows,ziri ente
[DEMONSTRATIVE_FAR] that rope,ruli oruguwa
[DEMONSTRATIVE_FAR] that small thing,kali akantu
[DEMONSTRATIVE_FAR] that state,buli obuuntu
[DEMONSTRATIVE_FAR] that action,kuli okukoora
[VERB_CONJ] I cultivate/dig,nlima
[VERB_CONJ] I have cultivate/digd / I cultivate/diged,nlimire
[VERB_CONJ] I do not cultivate/dig / I don't cultivate/dig,tinlima
[VERB_CONJ] you cultivate/dig,olima
[VERB_CONJ] you have cultivate/digd / you cultivate/diged,olimire
[VERB_CONJ] you do not cultivate/dig / you don't cultivate/dig,tiolima
[VERB_CONJ] he/she cultivate/dig,alima
[VERB_CONJ] he/she have cultivate/digd / he/she cultivate/diged,alimire
[VERB_CONJ] he/she do not cultivate/dig / he/she don't cultivate/dig,tialima
[VERB_CONJ] we cultivate/dig,tulima
[VERB_CONJ] we have cultivate/digd / we cultivate/diged,tulimire
[VERB_CONJ] we do not cultivate/dig / we don't cultivate/dig,titulima
[VERB_CONJ] you (pl) cultivate/dig,mulima
[VERB_CONJ] you (pl) have cultivate/digd / you (pl) cultivate/diged,mulimire
[VERB_CONJ] you (pl) do not cultivate/dig / you (pl) don't cultivate/dig,timulima
[VERB_CONJ] they cultivate/dig,balima
[VERB_CONJ] they have cultivate/digd / they cultivate/diged,balimire
[VERB_CONJ] they do not cultivate/dig / they don't cultivate/dig,tibalima
[VERB_CONJ] cultivate/dig! (command),lima
[VERB_CONJ] to cultivate/dig,okulima
[VERB_CONJ] I go/walk,ngenda
[VERB_CONJ] I have go/walkd / I go/walked,ngenzire
[VERB_CONJ] I do not go/walk / I don't go/walk,tingenda
[VERB_CONJ] you go/walk,ogenda
[VERB_CONJ] you have go/walkd / you go/walked,ogenzire
[VERB_CONJ] you do not go/walk / you don't go/walk,tiogenda
[VERB_CONJ] he/she go/walk,agenda
[VERB_CONJ] he/she have go/walkd / he/she go/walked,agenzire
[VERB_CONJ] he/she do not go/walk / he/she don't go/walk,tiagenda
[VERB_CONJ] we go/walk,tugenda
[VERB_CONJ] we have go/walkd / we go/walked,tugenzire
[VERB_CONJ] we do not go/walk / we don't go/walk,titugenda
[VERB_CONJ] you (pl) go/walk,mugenda
[VERB_CONJ] you (pl) have go/walkd / you (pl) go/walked,mugenzire
[VERB_CONJ] you (pl) do not go/walk / you (pl) don't go/walk,timugenda
[VERB_CONJ] they go/walk,bagenda
[VERB_CONJ] they have go/walkd / they go/walked,bagenzire
[VERB_CONJ] they do not go/walk / they don't go/walk,tibagenda
[VERB_CONJ] go/walk! (command),genda
[VERB_CONJ] to go/walk,okugenda
[VERB_CONJ] I read/study,nsoma
[VERB_CONJ] I have read/studyd / I read/studyed,nsomire
[VERB_CONJ] I do not read/study / I don't read/study,tinsoma
[VERB_CONJ] you read/study,osoma
[VERB_CONJ] you have read/studyd / you read/studyed,osomire
[VERB_CONJ] you do not read/study / you don't read/study,tiosoma
[VERB_CONJ] he/she read/study,asoma
[VERB_CONJ] he/she have read/studyd / he/she read/studyed,asomire
[VERB_CONJ] he/she do not read/study / he/she don't read/study,tiasoma
[VERB_CONJ] we read/study,tusoma
[VERB_CONJ] we have read/studyd / we read/studyed,tusomire
[VERB_CONJ] we do not read/study / we don't read/study,titusoma
[VERB_CONJ] you (pl) read/study,musoma
[VERB_CONJ] you (pl) have read/studyd / you (pl) read/studyed,musomire
[VERB_CONJ] you (pl) do not read/study / you (pl) don't read/study,timusoma
[VERB_CONJ] they read/study,basoma
[VERB_CONJ] they have read/studyd / they read/studyed,basomire
[VERB_CONJ] they do not read/study / they don't read/study,tibasoma
[VERB_CONJ] read/study! (command),soma
[VERB_CONJ] to read/study,okusoma
[VERB_CONJ] I eat,nlya
[VERB_CONJ] I have eatd / I eated,nlyire
[VERB_CONJ] I do not eat / I don't eat,tinlya
[VERB_CONJ] you eat,olya
[VERB_CONJ] you have eatd / you eated,olyire
[VERB_CONJ] you do not eat / you don't eat,tiolya
[VERB_CONJ] he/she eat,alya
[VERB_CONJ] he/she have eatd / he/she eated,alyire
[VERB_CONJ] he/she do not eat / he/she don't eat,tialya
[VERB_CONJ] we eat,tulya
[VERB_CONJ] we have eatd / we eated,tulyire
[VERB_CONJ] we do not eat / we don't eat,titulya
[VERB_CONJ] you (pl) eat,mulya
[VERB_CONJ] you (pl) have eatd / you (pl) eated,mulyire
[VERB_CONJ] you (pl) do not eat / you (pl) don't eat,timulya
[VERB_CONJ] they eat,balya
[VERB_CONJ] they have eatd / they eated,balyire
[VERB_CONJ] they do not eat / they don't eat,tibalya
[VERB_CONJ] eat! (command),lya
[VERB_CONJ] to eat,okulya
[VERB_CONJ] I sleep,nrara
[VERB_CONJ] I have sleepd / I sleeped,nrazire
[VERB_CONJ] I do not sleep / I don't sleep,tinrara
[VERB_CONJ] you sleep,orara
[VERB_CONJ] you have sleepd / you sleeped,orazire
[VERB_CONJ] you do not sleep / you don't sleep,tiorara
[VERB_CONJ] he/she sleep,arara
[VERB_CONJ] he/she have sleepd / he/she sleeped,arazire
[VERB_CONJ] he/she do not sleep / he/she don't sleep,tiarara
[VERB_CONJ] we sleep,turara
[VERB_CONJ] we have sleepd / we sleeped,turazire
[VERB_CONJ] we do not sleep / we don't sleep,titurara
[VERB_CONJ] you (pl) sleep,murara
[VERB_CONJ] you (pl) have sleepd / you (pl) sleeped,murazire
[VERB_CONJ] you (pl) do not sleep / you (pl) don't sleep,timurara
[VERB_CONJ] they sleep,barara
[VERB_CONJ] they have sleepd / they sleeped,barazire
